number;classNumber;className;numberInClass;1 meanBacteriaarcLength;2 meanBacteriaWholeCurvature;3 minrolcorPointAndMidP10B10;4 minrolcorPointsP10B10;5 minrolcoranglespointpointmiddleP10B10;6 minrolcoranglespointmiddlepointP10B10;7 medianOfTheObjectsSize;8 howMuchWhiteInMaskPercent;9 howManyObjects;10 howManyBacterias;11 meanShiftr25;12 meanShiftr50;13 meanShiftr75;14 meanShiftr100;15 meanShiftr125;16 meanShiftr150;17 meanShiftr175;18 meanShiftr200;19 NewKmeansAndVariance2DForK3;20 NewKmeansAndVariance2DForK6;21 NewKmeansAndVariance2DForK10;22 NewKmeansAndVariance3DForK3;23 NewKmeansAndVariance3DForK6;24 NewKmeansAndVariance3DForK10;25 NewKmeansAndVariance2DForK3weighted;26 NewKmeansAndVariance2DForK6weighted;27 NewKmeansAndVariance2DForK10weighted;28 varianceOnMask;29 varianceWholeImage;30 varianceWholeImageRed;31 varianceWholeImageGreen;32 varianceWholeImageBlue;33 meanOnMask;34 meanWholeImage;35 meanWholeImageRed;36 meanWholeImageGreen;37 meanWholeImageBlue;38 warRedOnMask;39 warGreenOnMask;40 warBlueOnMask;41 meanOnMaskRed;42 meanOnMaskGreen;43 meanOnMaskBlue;44 kurthosisGrayWholeImage;45 kurthosisGrayOnMask;46 kurthosisRedWholeImage;47 kurthosisGreenWholeImage;48 kurthosisBlueWholeImage;49 kurthosisRedOnMask;50 kurthosisGreenOnMask;51 kurthosisBlueOnMask;52 skewnessGrayWholeImage;53 skewnessGrayOnMask;54 skewnessRedWholeImage;55 skewnessGreenWholeImage;56 skewnessBlueWholeImage;57 skewnessRedOnMask;58 skewnessGreenOnMask;59 skewnessBlueOnMask
1;1;Pi;1;113.4330954;10.00234168;0.1810156696;1.078065717;0.2540829393;0.4203906253;595;0.07781819661;285;642.8436975;261;209;171;133;94;73;59;44;4990.639798;5709.218298;12043.61137;4618.575511;85758.34081;42622.24441;507.8786749;2445.047073;2488.64779;144.11845;50.846982;57.858259;58.857084;64.329286;124.43525;142.07649;142.49979;141.896;141.87345;170.55966;228.3177;229.70489;125.10054;124.25148;123.64064;14.507271;3.832951;21.915504;41.384868;35.268173;32.372292;16.494646;15.884068;-2.7445189;-0.18692129;-1.1991673;-3.9169516;-3.5587938;2.9003385;-1.5826838;-1.5285052
2;1;Pi;2;107.6461657;9.913298399;0.4116024545;0.981311518;0.4650362235;0.4250532517;562;0.08795694987;347;769.2633452;326;238;175;127;89;64;56;43;3553.366669;10146.62342;3735.245716;14585.76588;33647.11023;99926.26961;7.448613054;770.0838341;1909.271632;100.34861;60.711909;83.645429;63.25382;63.516821;122.44392;141.86279;142.26966;141.69481;141.63731;178.9283;157.33318;151.67063;121.10236;122.93922;123.47781;11.401069;4.7480914;14.448961;35.627102;34.073533;29.810162;27.797073;29.939794;-2.3433238;-0.53787776;-1.4051077;-3.5456917;-3.3277646;2.7518819;-2.7645112;-2.9060004
3;1;Pi;3;112.2453837;10.03551692;0.355859417;1.379122913;0.5019733276;0.4930921068;588;0.09085083008;344;759.4387755;315;235;174;131;97;68;52;43;603.6620797;2916.180743;5960.271457;12872.53766;16131.86968;25897.51101;3331.363527;549.545902;750.9845547;118.4079;57.682131;67.11063;66.402902;71.564873;123.51863;141.68729;142.17399;141.4878;141.40783;159.51704;192.10741;195.39866;124.63499;123.09314;122.77947;12.541147;4.5482088;17.62911;33.610398;29.056328;33.672093;19.999259;18.957016;-2.5264657;-0.43653479;-1.1790613;-3.5364607;-3.210887;2.8583718;-1.9147284;-1.7980785
4;1;Pi;4;105.8650985;10.07727343;0.3316864123;1.133941177;0.4766911254;0.308588079;560.5;0.0688285319;294;603.5789474;279;203;142;111;75;59;42;36;1275.582032;4120.158944;5143.136367;17761.55778;18173.57286;145663.0994;195.3209439;638.0728028;6165.409602;91.53816;46.73092;65.40805;49.513304;50.563095;123.50712;142.21519;142.61836;142.03767;142.03955;180.56174;157.22541;151.24243;122.16978;123.99757;124.56544;13.694295;5.5882033;19.225454;53.318038;49.626674;35.477177;35.901298;38.917221;-2.4465212;-0.81226593;-1.2182177;-4.1620394;-3.8226173;3.3441856;-3.6246856;-3.8127008
5;1;Pi;5;118.5558811;10.05533707;0.4480261587;1.229899124;0.4721625768;0.4856006057;610;0.08595621745;287;692.6098361;270;212;154;116;94;67;46;37;8332.669475;14968.39146;11716.02278;41895.29501;76847.55567;102976.0878;658.2977706;3214.137341;4448.297554;110.09972;49.515237;66.194926;54.076109;56.667165;125.15512;141.97184;142.41866;141.77478;141.77859;174.51888;172.03164;169.31231;124.69312;125.33729;125.46888;13.914999;5.4569487;18.773725;46.475762;41.472858;29.188435;26.144206;26.665321;-2.53976;-0.65036029;-1.2193178;-4.0016191;-3.62232;2.5498906;-2.634145;-2.6091093
6;1;Pi;6;114.8026176;10.08914473;0.2135666351;1.13381677;0.3998613894;0.4282855094;601;0.0821685791;283;672.0049917;258;207;158;110;92;69;52;39;1704.80354;9583.039689;8008.299671;44392.5277;81536.93016;85530.09715;1155.23919;647.9074067;2301.136176;105.76693;46.437427;59.436397;52.586977;56.495706;125.48817;142.03304;142.51089;141.82754;141.79936;161.75393;173.06957;174.31728;125.87595;125.34698;125.21417;13.501422;4.878696;20.141728;47.845762;41.475506;33.357212;26.619768;25.935685;-2.5015485;-0.52825945;-0.96554304;-4.006917;-3.6124287;2.9835306;-2.5935105;-2.5314576
7;1;Pi;7;105.2611269;10.10749008;0.1582166009;1.015793763;0.2374529976;0.3581839031;538.5;0.08452860514;310;771.5413185;286;217;159;114;81;68;47;37;2173.65939;9270.108857;13235.5185;40536.00271;44824.80538;169333.207;441.8444741;2998.359268;10607.53093;101.27399;51.84722;69.975056;55.596747;59.855149;125.04868;142.33691;142.86326;142.2017;141.56169;172.11243;161.13052;157.96957;124.45231;125.34056;125.14905;11.979615;5.1768951;16.50402;43.706642;36.462993;30.248639;29.648184;30.310863;-2.2863528;-0.56727651;-1.1224638;-3.7702212;-3.1968092;2.8259426;-2.9271882;-2.955435
8;1;Pi;8;96.27587698;10.00860746;0.2569378172;1.203734902;0.470708177;0.5231860337;497;0.06639302572;363;656.6096579;332;236;158;118;76;57;45;41;4650.148808;2954.31115;5364.871181;3553.928097;39826.03349;44926.20882;367.4803773;2231.47924;6984.674528;86.194312;54.137431;74.532904;55.513608;57.511621;121.39256;142.57818;143.06403;142.45851;141.82562;187.14201;145.77297;139.72249;119.51374;122.14629;122.51815;12.573564;5.1972933;17.560929;44.307011;39.093382;36.751466;40.385865;43.941742;-2.4110396;-0.85432835;-1.5655959;-3.8138735;-3.2991312;3.4272812;-4.0317835;-4.2355835
9;1;Pi;9;98.02707193;10.00878658;0.2827686194;1.099922528;0.3951846977;0.4043709127;506.5;0.07543518066;356;732.041461;336;245;176;121;83;60;47;41;3571.063623;2851.309984;10288.01215;73839.63467;13210.46812;40288.29919;1776.095101;3249.219939;8843.121035;92.967023;52.812673;74.377101;54.284878;57.384444;123.14395;142.22134;142.63856;142.05477;141.93293;181.79547;154.85785;152.06753;121.28978;123.88258;124.27182;12.15456;5.033666;16.586174;45.248036;39.456184;34.26477;35.161916;36.495271;-2.348207;-0.7933273;-1.3997851;-3.8351001;-3.3511688;3.1752226;-3.525073;-3.5822985
10;1;Pi;10;94.8925243;10.03063823;0.3643427777;1.090906732;0.5070316302;0.4658835661;476;0.1268802897;398;1310.172269;354;244;171;126;93;72;54;37;5655.601824;16448.85613;15202.11913;38296.82051;112221.1585;32676.20846;1531.743895;1455.546819;2450.238544;101.6631;80.607542;109.12299;80.767517;78.25699;123.43722;141.48899;141.9587;141.32237;141.09493;172.08659;135.29794;122.52521;122.01607;123.95403;124.58698;7.8285007;4.5863629;10.163165;22.679727;22.442696;22.608245;27.421641;33.092421;-1.7553263;-0.28753927;-1.1941788;-2.6084427;-2.4411944;1.9784562;-2.46558;-2.8318104
11;1;Pi;11;91.65332457;10.16187444;0.4918834796;0.9882940409;0.7291844499;0.6111514081;434;0.1213739014;410;1374.601382;348;236;165;118;93;66;53;36;3835.419367;4529.6622;10456.57244;28040.95978;43847.56026;36507.13298;1191.624577;5001.996619;7636.553275;94.022664;76.295742;104.62314;76.792862;74.578583;123.49561;141.54889;142.03519;141.37609;141.13554;164.15848;131.14549;119.76275;122.03928;124.01616;124.71592;8.0493965;4.7142189;10.481762;24.54516;24.283526;25.458494;30.163866;36.011985;-1.7856251;-0.43571575;-1.1682263;-2.7192904;-2.5311005;2.179567;-2.7548046;-3.1440491
12;1;Pi;12;101.4595588;10.10851267;0.3116585628;1.334842977;0.411352077;0.4227120001;501;0.06580240885;330;645.5728543;298;195;125;93;70;47;37;32;1416.407019;4591.750673;5975.987852;24986.17908;35632.25622;101318.9736;1601.253786;4265.791832;4847.874245;94.296178;49.07273;66.764396;52.692128;55.615297;123.04612;142.12499;142.59142;141.94875;141.75318;190.47964;166.45146;168.25523;122.69477;123.08382;123.83301;13.013307;5.2450508;18.158415;48.095439;41.794076;34.09087;34.035734;33.779403;-2.332429;-1.028237;-1.083487;-3.9495461;-3.414569;3.2250984;-3.6191754;-3.5344689
13;1;Pi;13;106.7000116;10.16645035;0.3568061652;1.257708144;0.5104048695;0.4933518611;526.5;0.07147664388;310;667.2782526;281;188;129;96;67;50;39;33;7952.75255;10222.28684;6050.548576;63973.94589;95893.45416;173017.103;785.5850865;5196.560077;3979.272871;101.03718;49.542744;67.751011;53.137983;55.314928;123.42975;141.69338;142.13268;141.47412;141.66417;188.49946;168.21247;166.71625;122.80667;123.57876;124.36013;13.023026;4.896774;18.10828;47.006345;42.522291;30.916126;30.172323;31.108351;-2.3614206;-0.85804783;-1.1217457;-3.9245509;-3.5321774;2.873256;-3.1848385;-3.2168236
14;1;Pi;14;106.4906097;10.10350273;0.3297978926;1.186186087;0.5644287984;0.3411507836;552;0.1131081136;421;1007.153986;395;287;191;125;88;71;48;39;4791.859462;7554.782935;5820.696101;7884.311831;17335.70987;50157.58289;98.04579112;4859.623172;6283.405953;91.110208;82.196556;114.66242;81.35466;77.5061;121.67877;141.10311;141.57425;140.88794;140.98699;168.21863;129.19484;119.64416;119.83481;122.29904;123.4043;7.593917;4.9585743;9.6734092;22.076108;22.752002;27.728448;31.40608;37.007041;-1.6447653;-0.40040629;-1.1068345;-2.4964686;-2.4288788;2.4127759;-2.8404272;-3.1912464
15;1;Pi;15;106.4418216;9.954504393;0.2041938386;1.084225845;0.3458058705;0.3476866871;600.5;0.05007222493;286;409.8501249;269;199;140;106;73;56;38;38;1385.515032;6505.743773;5837.305194;20308.96589;5715.062296;20985.89867;640.4154577;1281.035097;1963.791023;97.918638;48.767469;69.953289;50.100722;50.865826;119.70593;141.9527;142.34632;141.75089;141.95154;234.77442;178.61974;176.35911;117.43099;120.45434;121.888;14.473775;4.678194;19.941505;52.627067;49.444683;34.220692;35.184085;37.459692;-2.5099012;-0.91449021;-1.5422514;-4.1300753;-3.768237;3.5394646;-3.9241327;-4.0807615
16;1;Pi;16;94.98356813;10.04173834;0.1217736144;1.322350263;0.1948727061;0.3724231371;466.5;0.04010294596;266;422.5380493;255;188;149;112;77;58;45;37;3668.884076;6600.287443;25711.08292;499.1577812;68745.47458;25234.54789;603.3243962;6795.957624;15061.55924;94.823119;44.715332;61.621286;46.526535;47.579652;118.34609;142.50081;143.03303;142.22726;142.47664;241.45197;183.88921;180.5665;116.30074;118.98295;120.52965;16.732462;4.9338283;24.01249;60.973819;56.48107;39.493441;37.46937;40.525411;-2.7863668;-0.93361455;-1.711513;-4.5264748;-4.0677252;4.1895394;-4.2735122;-4.4991067
17;1;Pi;17;107.6003403;10.29181532;0.519116226;1.294232021;0.6440984661;0.5050761063;546.5;0.2591361491;368;2330.660567;348;273;188;126;99;73;53;44;3427.090019;7950.208812;10796.00392;1545.017831;23389.78384;24910.49118;221.8864565;2589.082423;1392.817608;187.14726;127.66548;161.70298;127.86889;115.68651;127.59543;140.73232;141.47934;140.4103;140.41609;252.42716;199.96912;165.51892;127.33484;127.63569;128.11666;4.9950642;2.8358077;6.2918864;10.747111;11.675398;6.2818301;8.6444009;11.536521;-1.3812165;0.22345579;-1.1025587;-1.7875101;-1.7788135;0.67140594;-0.50559582;-0.76012381
18;1;Pi;18;106.661802;9.995441172;0.3512142054;1.321914343;0.5918819924;0.4812787869;579.5;0.2393058268;330;2029.742882;319;256;181;132;95;68;57;40;2788.843503;4327.587942;5358.552588;1342.875218;23685.00208;27194.03454;327.9188979;1613.726794;1528.192711;185.39031;117.53737;149.0765;118.31314;106.02298;127.72135;140.88606;141.55227;140.56177;140.80184;255.33315;197.71639;170.69163;127.46585;127.66674;128.73377;5.3565327;2.8418689;6.8919032;12.057471;13.458572;6.6303268;9.5910029;12.256969;-1.4435311;0.23208285;-1.1347123;-1.8961359;-1.902682;0.73992432;-0.6036112;-0.82367446
19;1;Pi;19;106.3259511;9.90585108;0.4703503534;1.12951686;0.5747083359;0.4560885899;596.5;0.1768674723;382;1457.399832;362;284;192;137;102;73;56;45;5292.783001;8754.929186;4716.863592;103210.1538;5105.053554;11619.0725;137.8361418;3561.341821;1115.758454;113.98059;93.525506;127.26106;93.123922;89.529951;125.88199;142.16323;142.94779;141.87707;141.54111;181.35719;139.502;124.13825;124.83642;126.30193;126.52966;6.5735402;4.5562811;8.1019867;18.029092;18.111933;14.916096;20.973221;25.513975;-1.6636295;0.058602002;-1.2078957;-2.3739661;-2.265127;1.489877;-1.6751422;-2.0113785
20;1;Pi;20;89.56128955;10.00115717;0.2589720688;1.265300159;0.5511783279;0.4892107849;416.5;0.1837461344;456;2168.42497;409;292;183;130;88;70;53;37;368.34301;3191.881064;4882.897769;1613.79452;29997.86073;90739.21615;124.0079525;836.986529;535.8526817;100.93939;89.826603;124.09039;90.006287;86.376608;126.78471;142.03512;142.81789;141.75231;141.38119;165.94607;125.7073;118.88781;125.95875;127.06619;127.56965;6.1970549;4.8859188;7.8118827;18.395215;18.686243;16.346559;24.867343;27.437929;-1.4526744;-0.071856255;-0.94823549;-2.2295615;-2.1293131;1.5296735;-1.9933013;-2.1511202
21;1;Pi;21;93.59322265;9.982400768;0.4065194142;1.507120296;0.5248055156;0.6509454061;446;0.1439876302;489;1586.834081;440;305;194;132;96;69;49;32;3173.32682;4342.396251;11511.79868;73484.60724;48660.29421;24247.7683;85.16615846;965.4570152;3545.814486;84.329767;78.207915;109.08156;78.457834;77.591198;125.41611;142.20741;142.98386;141.91918;141.59933;148.24064;118.4727;112.48281;124.37638;125.81887;126.14785;7.2407276;5.4941921;9.1948516;23.318362;22.659489;26.02488;34.413512;37.783809;-1.6447985;-0.49439016;-1.029119;-2.5797274;-2.4114179;2.1820967;-2.9506235;-3.1356296
22;1;Pi;22;95.55782677;9.915804862;0.2402277936;1.409462663;0.3628385168;0.4229795458;479;0.1253159587;384;1285.914405;356;262;173;119;86;72;51;44;4744.923852;3686.098544;5065.369653;30358.08222;49521.08807;35996.66975;288.3403442;7514.077978;3731.130302;83.39043;65.864812;94.731624;65.81006;66.562799;125.74942;142.53896;143.4278;142.23097;141.72262;150.74287;119.74582;111.94382;124.26659;126.42341;126.24254;8.3042646;5.5973254;10.906342;31.253274;29.333787;27.434201;37.2288;41.572612;-1.8945843;-0.24247751;-1.21817;-3.0490567;-2.8321468;2.5352073;-3.0731818;-3.3638925
23;2;E7;1;66.99855235;9.822960267;0.2754437094;1.408619245;0.5425785751;0.5867907698;272;0.03062438965;402;553.4007353;384;274;178;132;95;66;50;39;2141.39282;8493.103105;4835.350929;2223.827459;5029.000616;5955.231869;1466.507882;2540.046505;4225.525229;85.813519;25.615749;29.260244;30.86545;34.472574;138.38129;157.56568;157.8835;157.40328;157.52896;166.16582;215.32052;220.90299;139.56181;137.91238;137.70441;30.274394;17.527414;37.530062;176.26375;142.00772;51.55288;63.304141;59.528392;-3.2383064;-2.661317;-0.45653457;-7.525758;-6.4713035;5.5820471;-6.7592819;-6.4254527
24;2;E7;2;71.59698249;9.80010684;0.07476293727;1.323248561;0.1789409423;0.4465310375;298.5;0.02977010091;320;490.2043551;303;220;164;113;80;67;49;34;13471.08403;8786.489685;22448.41027;10516.34061;15471.43883;12891.54593;720.7082829;1001.892249;2770.872008;325.95403;159.75668;179.57207;166.25025;153.13036;85.126307;144.17311;144.4117;144.06891;144.08093;647.09996;413.8853;465.57677;84.130681;84.788643;89.484036;23.287286;2.2779706;23.995088;25.715956;24.774367;17.624993;4.2047543;4.581497;-3.5794685;0.079724709;-3.4592033;-3.6424317;-3.5521545;2.4683973;-0.44886361;-0.050224548
25;2;E7;3;125.0130249;9.790142389;0.2353446135;0.9558157002;0.3173006743;0.3779034504;861;0.1564174398;575;892.941928;570;445;278;182;117;82;64;49;960.182805;4715.474585;6487.137511;11347.88383;14410.25884;31054.99068;1120.563306;1115.117691;3479.294657;379.64364;731.7551;594.81327;807.01506;921.2881;90.908199;146.02304;146.55032;145.87208;145.42469;334.48255;448.63424;658.56699;98.809511;88.070362;84.799663;5.2023325;2.1890904;4.9678919;5.3059122;5.4685734;2.5776936;2.2258994;2.2972555;-1.5774374;-0.077218989;-1.4416118;-1.6069701;-1.6685388;-0.081000085;-0.027845096;0.29608974
26;2;E7;4;119.0076089;9.812501798;0.1159271276;0.9564160726;0.1851036762;0.4626201124;817.5;0.172376709;704;1036.411009;702;498;306;192;126;93;73;53;3647.268977;5102.729727;4140.596959;12589.07924;11022.54961;26360.2924;574.771285;840.2367871;1602.198302;463.30879;892.26591;822.77882;970.63986;890.88879;87.945619;145.2909;145.75619;145.07062;145.21939;481.20644;540.00389;568.43741;92.320918;85.417535;89.485516;4.8191913;2.2329598;4.7243569;4.9140138;4.8497739;2.4221267;2.2436466;2.4356867;-1.4913392;-0.11662133;-1.433476;-1.5161055;-1.4833372;-0.030138694;-0.069382729;0.15757448
27;2;E7;5;123.2392639;9.80407461;0.2012081442;1.256999909;0.3118768856;0.3699679203;865;0.1723738607;611;979.4820809;606;465;284;189;132;96;71;51;16.67995858;3857.391028;4475.185711;3326.456875;9657.039564;41971.84036;1518.445421;1626.356181;2868.438781;368.96821;750.62604;626.27823;824.18291;1059.0368;92.966921;145.32692;145.47403;145.37645;144.73158;352.66036;447.9215;849.49138;100.55597;90.7125;84.690239;4.6406665;2.6304291;4.3558162;4.7761315;5.174081;2.9410439;2.6471756;2.3690097;-1.4312248;-0.032903837;-1.2748707;-1.4627188;-1.6134086;0.0076504909;0.03327095;0.24846298
28;2;E7;6;124.2676232;9.81987657;0.332226091;1.441882791;0.4326742845;0.5250827783;887;0.1661273193;566;920.5738444;560;440;282;184;129;92;70;52;4806.405461;6286.387585;3930.394882;23943.96571;55462.91062;50413.39721;354.0258901;3068.127412;3446.782865;304.15812;600.89308;490.64344;651.26795;986.68801;90.823613;137.3127;136.941;137.81749;135.6909;291.04179;356.14781;869.64325;98.256084;89.616752;77.556085;4.7435935;2.55936;4.4858956;4.8193397;5.4099962;2.7813268;2.7241592;2.3351471;-1.2908535;-0.2283458;-1.0899505;-1.3069167;-1.589793;-0.21032884;-0.13782259;0.23654601
29;2;E7;7;82.03880078;9.837078476;0.4231550563;1.361141449;0.5495884689;0.7470537637;336;0.3110803223;3023;4550.660714;2415;834;392;228;144;99;76;54;302.2335398;1213.432579;2083.622022;381.3457678;5858.827865;11193.51594;113.3165639;1188.220786;1345.845891;331.2568;965.6772;870.00252;1082.045;1016.9912;92.755554;132.87162;133.09913;132.80692;132.66395;354.17764;415.88499;443.45571;96.713199;90.625985;93.392426;2.522541;2.72444;2.5142818;2.6545821;2.5051012;6.3709882;2.8797281;3.0257739;-0.6880772;-0.025884903;-0.6195662;-0.73010074;-0.67078572;0.51356428;-0.053177497;0.32003283
30;2;E7;8;69.70298772;9.836870996;0.1677281791;1.583546187;0.3245798094;0.4135906428;284;0.230479126;2898;3988.911972;2376;811;405;239;153;104;75;54;268.4721482;1447.515616;1204.121078;256.1972685;1964.711031;3002.045514;129.7374072;1073.826018;1083.881511;363.99736;974.25993;906.35524;1083.1114;950.74052;92.627037;142.95403;143.3254;142.75889;143.03692;407.53087;461.49117;447.62988;96.777996;89.99972;95.323202;3.2879027;2.0215523;3.1757058;3.4626692;3.248495;6.2386084;2.306462;2.988372;-1.0892286;0.027922284;-1.0144458;-1.129067;-1.0434539;0.66062258;0.013614106;0.38364337
31;2;E7;9;71.42154128;9.829326059;0.1486416172;1.523246728;0.2969004244;0.4663813787;288;0.226548055;2877;3866.420139;2362;813;400;236;156;104;80;64;412.7118974;904.1809055;876.5134432;413.4487203;708.6329415;5911.898216;155.4420225;844.3417488;887.4638497;376.49464;975.96653;960.11164;1058.5361;952.02125;92.171365;142.96019;143.16749;142.86688;142.95409;455.1793;462.85163;484.49701;94.695812;90.3286;95.08812;3.3675899;2.1146125;3.2934864;3.5403726;3.3641413;5.6914951;2.4001142;2.9337034;-1.1026781;0.035857626;-1.0568161;-1.1367417;-1.0684509;0.62179495;0.0023461559;0.37605315
32;2;E7;10;66.8716281;9.794616256;0.1370128591;1.380385478;0.2309396653;0.3631616525;266;0.1733070882;2510;3202.402256;2104;795;392;218;143;105;74;55;342.0559939;1749.668875;2258.806906;184.0862595;1922.061633;5203.397495;411.9996503;653.9522106;672.1748595;331.211;750.94266;673.41685;848.24212;744.31767;91.968013;144.30775;144.71146;144.06594;144.55003;362.72009;435.50855;419.39721;97.437151;88.688254;94.564231;4.344887;1.9866052;4.1141843;4.6242203;4.3191718;8.538752;2.3682617;3.0696354;-1.3868015;0.022756492;-1.2679285;-1.4422691;-1.3393608;0.91305627;-0.0073804208;0.29900087
33;2;E7;11;66.95316432;9.797583966;0.1527936807;1.203622127;0.2010958866;0.57988981;264;0.1704868571;2491;3174.155303;2073;752;383;224;141;100;71;61;429.420455;1627.203058;1315.216436;561.6878368;1058.878582;6723.450522;15.45176294;1019.630496;1296.720908;345.74542;761.5121;739.6057;825.97058;753.76166;90.661196;143.7434;143.84675;143.62967;144.1085;409.97549;428.19299;447.58174;93.459965;88.712709;93.403408;4.4580138;1.9188267;4.2817527;4.7024093;4.4620326;7.6756826;2.3348389;2.8853156;-1.4007553;-0.048346656;-1.3288624;-1.4351037;-1.366101;0.8235733;-0.097741334;0.28787544
34;2;E7;12;66.46202422;9.804540811;0.1692181612;1.076745863;0.2063550616;0.4818962313;264;0.1753047689;2511;3263.856061;2114;782;365;224;143;97;65;54;300.1049566;1245.151626;1249.363858;300.5707139;1139.962726;2096.783555;11.55385364;556.1147266;332.0587925;332.3604;742.83621;647.27717;845.38943;729.26795;91.919947;143.76217;144.14104;143.48728;144.24539;341.86103;436.1847;387.70748;97.808809;88.435485;94.471027;4.3572165;1.9657636;4.1158759;4.622108;4.3303258;9.2049673;2.3266543;3.0586136;-1.4020191;0.013788321;-1.2735414;-1.4529089;-1.3511747;0.93805785;-0.014836149;0.22571487
35;2;E7;13;66.730505;9.845699437;0.1935491478;1.022582265;0.2866720405;0.3687177779;264;0.1847324626;2685;3439.382576;2204;776;390;231;144;102;78;60;357.6096818;1328.899224;1634.708661;358.8388694;1247.456797;971.3501191;7.736467185;461.0171557;551.4559287;340.74126;815.69828;749.4311;908.33035;798.93381;90.748617;143.31868;143.60093;143.11571;143.68276;381.17476;431.69062;416.82182;95.24918;87.915633;93.589201;4.0765886;1.9174811;3.9010478;4.291869;4.0440394;7.8865159;2.2732369;2.9388925;-1.3131573;-0.021309261;-1.2225464;-1.3513248;-1.2684431;0.833692;-0.043143673;0.29194494
36;2;E7;14;66.48977913;9.819035059;0.2270031792;1.296640985;0.3740323142;0.544675085;267;0.1857430013;2700;3419.340824;2193;798;387;229;146;103;78;60;319.5785699;1299.721448;1860.486158;395.6169178;1304.747764;1149.715575;70.85565857;309.3346788;535.3972076;347.17878;825.03205;827.76799;882.67318;810.83676;90.871569;143.30364;143.32108;143.25773;143.54775;435.4739;416.90669;454.21453;92.656513;89.394709;93.853775;4.0538023;1.9662683;3.9576625;4.2453127;4.0600269;6.7772358;2.3894505;2.8885807;-1.2808225;-0.06027412;-1.2371529;-1.3036125;-1.249859;0.7167924;-0.10420658;0.31222668
37;2;E7;15;68.61228922;9.7912336;0.1355637774;1.094126357;0.2249748983;0.3889100018;273;0.1922532145;2608;3461.40293;2179;777;393;236;154;101;76;58;814.4159269;1667.591028;705.8529951;841.2041778;1391.664014;5320.906922;122.0116867;227.5402907;639.831708;314.09807;772.41559;618.71258;914.85416;751.44744;102.88903;153.01066;153.7942;152.5129;153.5875;299.90053;433.88346;343.09777;111.37973;98.061883;105.51914;3.912903;2.1703832;3.6924064;4.1958434;3.9269848;8.1438336;2.6666967;3.7722098;-1.2940097;0.011941879;-1.1293954;-1.3660774;-1.2345873;0.70179858;-0.0013560047;0.044943623
38;2;E7;16;69.61005397;9.790319313;0.1240460121;1.17405582;0.149965935;0.2510318297;278;0.1963006592;2617;3470.708633;2202;775;393;225;148;103;71;59;1015.236919;717.128599;1455.183838;1037.961646;1643.231279;1899.381254;58.34053968;673.8184769;1117.406289;289.39128;733.63355;597.12918;864.61453;717.10242;94.889037;143.20229;143.70158;142.85126;143.76401;287.92537;396.92799;323.80307;102.45365;90.55852;97.392999;3.8202413;2.1075849;3.6558807;4.0707527;3.8075809;10.164426;2.5263208;3.5071974;-1.2667671;0.019932976;-1.110733;-1.326794;-1.209329;0.9034276;0.022552372;0.14726324
39;2;E7;17;68.97190601;9.792191274;0.2795434671;1.19115303;0.4313572132;0.4033344631;275;0.1912235514;2551;3417.825455;2141;787;397;229;154;106;73;63;479.4739248;812.0710751;1462.019906;132.9541988;1211.019658;8960.991674;39.45056382;488.0455262;312.99176;362.61065;838.79122;788.48582;919.74131;815.03826;90.781388;142.97117;143.12733;142.81594;143.41657;404.92583;449.41085;421.88304;94.22031;88.515564;93.485686;4.0227022;1.9329162;3.8926582;4.2230324;4.0055627;7.1344928;2.2667648;2.8396516;-1.2941143;-0.0057182815;-1.2278461;-1.3254668;-1.2580746;0.73135959;-0.033338572;0.27001539
40;2;E7;18;68.74622785;9.791723655;0.2087882044;1.136385012;0.3471969341;0.5177552876;278;0.1914408366;2546;3384.784173;2144;779;390;227;145;102;71;60;28.0319647;850.104697;838.5171872;30.59996478;365.0479146;2535.254232;362.7283484;368.7853935;848.5204593;356.72314;834.54507;768.9543;925.71759;818.70701;90.874863;142.96894;143.18839;142.79526;143.34306;394.23229;449.22348;430.45098;95.023012;88.267495;93.475926;4.0069622;1.9129148;3.8643787;4.2121207;3.9833819;7.3317753;2.2293223;2.8422977;-1.2956825;-0.0012451302;-1.2183807;-1.3297052;-1.2601718;0.75929555;-0.024779566;0.30623824
41;2;E7;19;71.60286611;9.784014764;0.3423536413;1.386980925;0.4404285632;0.4086931309;301;0.2071905518;2534;3383.332226;2172;776;387;227;151;100;77;59;214.422839;1481.79165;926.5451574;391.8929644;1730.149663;3944.036471;13.14968987;1053.303911;1249.557172;342.53313;817.86668;924.54759;828.94545;796.02923;94.216236;142.81319;142.38562;143.01139;142.97016;509.35593;380.68179;470.82907;92.252646;94.568687;97.603819;3.7189236;2.0503962;3.811883;3.8813121;3.7993456;5.3659252;2.6898372;2.9487092;-1.1523907;-0.07812597;-1.1855015;-1.1535339;-1.1390654;0.49383089;-0.17258986;0.29021809
