number,classNumber,className,numberInClass,1 varianceOnMask,2 varianceWholeImage,3 varianceWholeImageRed,4 varianceWholeImageGreen,5 varianceWholeImageBlue,6 meanOnMask,7 meanWholeImage,8 meanWholeImageRed,9 meanWholeImageGreen,10 meanWholeImageBlue,11 warRedOnMask,12 warGreenOnMask,13 warBlueOnMask,14 meanOnMaskRed,15 meanOnMaskGreen,16 meanOnMaskBlue,17 kurthosisGrayWholeImage,18 kurthosisGrayOnMask,19 kurthosisRedWholeImage,20 kurthosisGreenWholeImage,21 kurthosisBlueWholeImage,22 kurthosisRedOnMask,23 kurthosisGreenOnMask,24 kurthosisBlueOnMask,25 skewnessGrayWholeImage,26 skewnessGrayOnMask,27 skewnessRedWholeImage,28 skewnessGreenWholeImage,29 skewnessBlueWholeImage,30 skewnessRedOnMask,31 skewnessGreenOnMask,32 skewnessBlueOnMask
49,3,x5,2,-0.2152,-0.87945,-0.82179,-0.9048,-0.90185,-0.24656,0.76838,0.79142,0.77432,0.66789,0.39205,0.047707,-0.38171,-0.35427,-0.19187,-0.060537,-0.35557,-0.98113,0.048106,-0.58138,-0.51215,-0.67356,-0.63945,-0.71421,-0.75247,-0.47568,-0.88124,-0.25009,-0.40961,0.096228,-0.20681,-0.30072
50,3,x5,3,-0.18078,-0.8893,-0.84603,-0.91001,-0.9063,-0.30304,0.76624,0.79176,0.77128,0.66334,0.55072,0.10248,-0.3526,-0.37615,-0.26493,-0.1151,-0.2829,-0.98771,0.21467,-0.55042,-0.48909,-0.67303,-0.64679,-0.70957,-0.79584,-0.45234,-0.92792,-0.27843,-0.40922,0.1246,-0.21132,-0.31271
51,3,x5,4,-0.19599,-0.88344,-0.8378,-0.90392,-0.90616,-0.32091,0.72879,0.7506,0.7324,0.64368,0.51571,0.076369,-0.34704,-0.39528,-0.28461,-0.11887,-0.32168,-0.98532,0.14446,-0.58676,-0.48462,-0.66807,-0.6579,-0.72997,-0.76944,-0.46327,-0.89181,-0.24323,-0.43537,0.12185,-0.20048,-0.28602
52,3,x5,5,-0.084904,-0.55179,-0.47583,-0.59803,-0.67331,-0.30544,0.6609,0.68968,0.66305,0.56827,0.038203,-0.03403,-0.48787,-0.32654,-0.29543,-0.11133,-0.82601,-0.94272,-0.72103,-0.92141,-0.8925,-0.78062,-0.83217,-0.84411,-0.18289,-0.27434,-0.28291,0.26365,0.012785,-0.10422,0.12569,-0.0073626
53,3,x5,6,-0.028464,-0.49456,-0.40624,-0.54981,-0.6358,-0.25874,0.68917,0.72517,0.69179,0.57539,0.060678,-0.0026802,-0.48678,-0.27987,-0.2473,-0.077983,-0.85082,-0.9438,-0.76109,-0.93276,-0.9105,-0.81466,-0.84425,-0.85264,-0.15205,-0.27032,-0.25522,0.28441,0.051588,-0.14798,0.14105,0.0036314
54,3,x5,7,-0.0018567,-0.74362,-0.67693,-0.78145,-0.80242,-0.23694,0.73444,0.76958,0.73669,0.62259,0.28337,0.066992,-0.42842,-0.27926,-0.21155,-0.07356,-0.66774,-0.93618,-0.46254,-0.82854,-0.78851,-0.76847,-0.76525,-0.7896,-0.34836,-0.25036,-0.45782,0.11313,-0.10451,-0.033762,0.052018,-0.090641
55,3,x5,8,0.15832,-0.74617,-0.74047,-0.75917,-0.801,-0.31372,0.73791,0.77753,0.73776,0.62643,0.21685,0.29732,-0.33495,-0.26126,-0.33768,-0.13761,-0.61847,-0.91537,-0.38427,-0.82331,-0.77219,-0.71717,-0.81092,-0.81792,-0.43261,-0.14124,-0.52743,0.073252,-0.13688,0.063965,0.17718,-0.0015674
56,3,x5,9,-0.036512,-0.93007,-0.92797,-0.93356,-0.93563,-0.56112,0.60157,0.6305,0.6096,0.47326,0.97944,0.47291,-0.21549,-0.46662,-0.60099,-0.37704,0.079786,-0.99746,0.90591,-0.39048,-0.31169,-0.58348,-0.78261,-0.75785,-1,-0.38461,-0.90608,-0.43676,-0.51697,0.3617,-0.11745,-0.31747
57,3,x5,10,-0.053478,-0.92609,-0.92258,-0.93119,-0.9264,-0.54105,0.58697,0.61567,0.59787,0.44485,0.97242,0.48493,-0.18663,-0.45497,-0.57693,-0.35788,-0.081624,-0.98891,0.66265,-0.44265,-0.44464,-0.58127,-0.77013,-0.76145,-0.8094,-0.36962,-0.72591,-0.32985,-0.34498,0.37095,-0.12126,-0.30036
58,3,x5,11,-0.13014,-0.9241,-0.89885,-0.93751,-0.92722,-0.47073,0.58562,0.6137,0.5968,0.44406,0.93447,0.31139,-0.24736,-0.5032,-0.44795,-0.28557,-0.1546,-0.98592,0.56826,-0.44131,-0.45087,-0.61863,-0.69595,-0.73811,-0.78721,-0.40154,-0.85107,-0.31998,-0.35585,0.28581,-0.1907,-0.31318
59,3,x5,12,-0.096884,-0.77321,-0.74166,-0.79819,-0.81759,-0.48469,0.56404,0.5937,0.57491,0.42164,0.2774,0.024626,-0.46239,-0.4885,-0.47635,-0.29924,-0.59875,-0.96444,-0.31216,-0.80804,-0.78573,-0.64173,-0.78674,-0.78347,-0.44053,-0.31598,-0.56116,0.059999,-0.095479,0.11085,0.012429,-0.13336
60,3,x5,13,-0.059754,-0.80362,-0.77516,-0.82324,-0.83826,-0.52903,0.56566,0.59635,0.57603,0.42245,0.40803,0.11339,-0.40135,-0.5256,-0.52338,-0.34269,-0.47356,-0.97418,-0.098952,-0.75437,-0.7269,-0.65847,-0.81794,-0.82226,-0.67598,-0.32786,-0.81329,-0.09716,-0.24219,0.10592,0.02107,-0.11355
61,3,x5,14,-0.016894,-0.70641,-0.66089,-0.73313,-0.76804,-0.47827,0.545,0.57272,0.55367,0.41868,0.32453,0.085909,-0.38664,-0.4796,-0.4747,-0.27752,-0.66345,-0.95355,-0.43363,-0.85111,-0.82511,-0.74167,-0.83827,-0.86099,-0.44334,-0.28191,-0.57375,0.080462,-0.10133,-0.016423,0.098258,-0.020849
62,3,x5,15,-0.18472,-0.74274,-0.68491,-0.77385,-0.80266,-0.51475,0.54417,0.57315,0.5523,0.41725,0.30081,-0.053846,-0.45639,-0.54863,-0.4985,-0.28903,-0.62858,-0.98405,-0.3722,-0.82658,-0.79839,-0.68552,-0.80704,-0.81973,-0.45927,-0.37627,-0.60034,0.055061,-0.11187,0.048584,-0.0072163,-0.11126
63,3,x5,16,0.038782,-0.72679,-0.71386,-0.74318,-0.78765,-0.48574,0.53545,0.5687,0.54157,0.40796,0.20775,0.17959,-0.40891,-0.44081,-0.50592,-0.28469,-0.65751,-0.94098,-0.43071,-0.84531,-0.81717,-0.67561,-0.84097,-0.82975,-0.40574,-0.23279,-0.49664,0.093991,-0.075546,0.065659,0.13916,-0.030846
64,3,x5,17,-0.068395,-0.73792,-0.69283,-0.76688,-0.79797,-0.4893,0.52066,0.55261,0.52466,0.40742,0.28612,0.034755,-0.44234,-0.4993,-0.48273,-0.27975,-0.65572,-0.95651,-0.41629,-0.8396,-0.80791,-0.69384,-0.81567,-0.82198,-0.398,-0.30391,-0.5144,0.097614,-0.090959,0.034844,0.058194,-0.083916
65,3,x5,18,-0.10327,-0.82733,-0.81315,-0.84151,-0.85974,-0.59253,0.53613,0.57267,0.53707,0.42603,0.36378,0.12109,-0.41942,-0.55126,-0.60888,-0.38535,-0.41292,-0.97411,-0.02231,-0.7238,-0.67588,-0.54737,-0.81156,-0.78737,-0.7161,-0.32598,-0.80509,-0.13264,-0.29142,0.26179,0.00599,-0.17144
66,3,x5,19,-0.094735,-0.82662,-0.81412,-0.83915,-0.86258,-0.59335,0.5391,0.57642,0.53901,0.43233,0.40307,0.1448,-0.39895,-0.54946,-0.61357,-0.37399,-0.41029,-0.9749,-0.0030539,-0.7265,-0.66748,-0.55239,-0.81194,-0.78829,-0.71049,-0.326,-0.81305,-0.12356,-0.28933,0.26587,0.0036977,-0.17283
67,3,x5,20,-0.21886,-0.80351,-0.72187,-0.83985,-0.85124,-0.39034,0.52994,0.56475,0.53146,0.42221,0.27209,-0.047823,-0.44494,-0.47988,-0.34396,-0.18902,-0.5977,-0.97211,-0.34275,-0.77811,-0.72686,-0.68241,-0.74661,-0.79481,-0.47779,-0.44239,-0.59369,0.0037089,-0.19839,0.047922,-0.08873,-0.18888
68,3,x5,21,-0.22768,-0.88596,-0.83718,-0.90798,-0.90895,-0.47543,0.54576,0.58214,0.54623,0.43836,0.55066,0.10109,-0.35057,-0.55874,-0.4323,-0.26173,-0.33518,-0.98593,0.14758,-0.60152,-0.52561,-0.58839,-0.71201,-0.76157,-0.72819,-0.43226,-0.83634,-0.21683,-0.38307,0.25131,-0.1509,-0.25807
69,3,x5,22,-0.18477,-0.89491,-0.85641,-0.91285,-0.91475,-0.45952,0.54864,0.58595,0.54875,0.44037,0.63803,0.13176,-0.34614,-0.51161,-0.43195,-0.25109,-0.32204,-0.97972,0.21193,-0.58902,-0.51106,-0.6189,-0.70391,-0.74101,-0.68705,-0.39551,-0.78833,-0.19253,-0.34873,0.22822,-0.15003,-0.27121
70,3,x5,23,-1,-0.98587,-0.98172,-0.99324,-0.97379,0.46156,0.51591,0.63922,0.58975,-0.18678,-0.99372,-1,-0.99099,0.55219,0.51707,0.059843,1,-0.41023,1,-0.41635,0.0066984,-0.41705,-0.28637,-0.68795,0.93487,-0.96842,0.72348,0.94356,1,-1,-0.19975,-0.17065
71,3,x5,24,-0.9819,-0.99101,-0.99359,-0.99519,-1,0.85819,1,1,1,1,-0.99157,-0.98274,-1,0.85554,0.85609,0.89814,0.27218,0.59792,0.59354,-0.64147,-0.28506,0.61877,0.62647,1,1,0.60639,0.99696,1,0.93296,0.44469,0.75538,0.88217
72,3,x5,25,-0.99413,-0.98855,-0.99257,-0.99228,-0.99792,1,0.98724,0.99075,0.98543,0.98708,-1,-0.99534,-0.99631,1,1,1,0.18312,1,0.55239,-0.67356,-0.33319,1,1,0.92496,0.99168,1,1,0.9962,0.91998,0.78071,1,1
73,3,x5,26,0.1465,-0.11741,-0.10382,-0.18857,-0.21632,-0.38649,0.56518,0.56623,0.56649,0.55505,-0.13352,0.17314,-0.28082,-0.36456,-0.39187,-0.21355,-0.91884,-0.97922,-0.89605,-0.96615,-0.95873,-0.83825,-0.94408,-0.96238,-0.11392,-0.46152,-0.16456,0.31799,0.084814,-0.31155,0.084924,0.016728
74,4,Br,1,-0.39482,-0.76019,-0.79287,-0.76429,-0.80805,-0.49467,0.29136,0.29506,0.28795,0.29843,-0.5368,-0.3713,-0.70384,-0.39784,-0.54874,-0.25725,-0.63538,-0.98275,-0.45055,-0.88144,-0.85146,-0.98831,-0.98895,-0.98819,-0.26331,-0.4089,-0.32856,0.21392,0.057154,-0.5106,0.18836,0.086902
75,4,Br,2,-0.35676,-0.85833,-0.8256,-0.89017,-0.88246,-0.47578,0.32596,0.32169,0.32586,0.33766,-0.36883,-0.43057,-0.6772,-0.53616,-0.44474,-0.26007,-0.33745,-0.98379,-0.14408,-0.76346,-0.73016,-0.99527,-0.98255,-0.99453,-0.2901,-0.50645,-0.48436,0.22985,0.033397,-0.55287,0.08351,0.052054
76,4,Br,3,-0.5119,-0.89769,-0.91562,-0.90295,-0.91439,-0.42343,0.33193,0.33118,0.32952,0.34659,-0.68683,-0.46465,-0.74722,-0.31785,-0.4791,-0.20951,-0.20356,-0.98885,0.10622,-0.73947,-0.67263,-0.99218,-0.99694,-0.99431,-0.19139,-0.43932,-0.10885,0.22138,0.11896,-0.50359,0.15721,0.072387
77,4,Br,4,-0.39482,-0.88821,-0.89793,-0.8986,-0.90624,-0.54423,0.33418,0.33179,0.33231,0.35053,-0.606,-0.35271,-0.68645,-0.47242,-0.58312,-0.30988,-0.15102,-0.99133,0.11429,-0.71311,-0.65904,-0.99588,-0.99936,-0.99701,-0.35147,-0.43076,-0.34691,0.1333,0.027367,-0.49274,0.15826,0.078094
78,4,Br,5,-0.27545,-0.75651,-0.66416,-0.81446,-0.81519,-0.44989,0.29843,0.29322,0.30015,0.30455,-0.25242,-0.36571,-0.64274,-0.56073,-0.39731,-0.21625,-0.63034,-0.98403,-0.54055,-0.86108,-0.83525,-0.99719,-0.97961,-0.99131,-0.20528,-0.51495,-0.35183,0.27685,0.057499,-0.54944,0.069054,0.013124
79,4,Br,6,-0.26998,-0.83746,-0.7456,-0.88911,-0.87874,-0.3578,0.30656,0.30169,0.30751,0.31517,-0.23677,-0.3764,-0.63867,-0.50385,-0.28723,-0.13618,-0.61546,-0.96778,-0.48452,-0.85438,-0.84306,-0.98946,-0.95294,-0.97641,-0.48675,-0.59158,-0.60399,0.07098,-0.13674,-0.59914,0.0069593,-0.056578
80,4,Br,7,-0.27869,-0.77131,-0.69643,-0.82299,-0.8202,-0.45073,0.30298,0.29848,0.30389,0.31078,-0.25699,-0.36678,-0.64373,-0.54552,-0.40519,-0.22305,-0.58127,-0.9812,-0.46208,-0.84548,-0.82322,-0.99479,-0.97743,-0.99202,-0.30739,-0.52752,-0.48236,0.21047,0.012344,-0.55677,0.062279,0.020358
81,4,Br,8,-0.32768,-0.74153,-0.73986,-0.76659,-0.78859,-0.55524,0.30421,0.30384,0.3025,0.31422,-0.46454,-0.33329,-0.66263,-0.52534,-0.57139,-0.32489,-0.61603,-0.99126,-0.47415,-0.86815,-0.84462,-0.99699,-0.99813,-0.99665,-0.32193,-0.44171,-0.42164,0.18465,0.0017497,-0.49752,0.14478,0.094217
82,4,Br,9,-0.33097,-0.74863,-0.74156,-0.77532,-0.79519,-0.53405,0.30067,0.30051,0.29927,0.30943,-0.44118,-0.34586,-0.68535,-0.50753,-0.54763,-0.31072,-0.61737,-0.98903,-0.4776,-0.86795,-0.84657,-0.99429,-0.9956,-0.99606,-0.28404,-0.46938,-0.37533,0.20738,0.023794,-0.53262,0.12564,0.083537
83,4,Br,10,-0.23229,-0.75002,-0.72901,-0.78393,-0.79831,-0.60079,0.30201,0.29857,0.30119,0.31462,-0.34163,-0.27098,-0.63893,-0.6142,-0.59646,-0.35513,-0.55359,-0.99214,-0.38025,-0.8449,-0.82359,-0.99724,-0.99755,-0.99866,-0.41505,-0.44748,-0.57032,0.13071,-0.038282,-0.51292,0.13489,0.082706
84,4,Br,11,-0.26477,-0.82145,-0.77312,-0.86188,-0.85772,-0.53096,0.31367,0.31023,0.31319,0.32485,-0.27621,-0.35671,-0.65279,-0.61674,-0.48956,-0.29402,-0.40546,-0.98635,-0.2135,-0.78624,-0.75771,-0.99731,-0.98517,-0.99502,-0.41887,-0.49813,-0.63509,0.14603,-0.033574,-0.54917,0.08624,0.041762
85,4,Br,12,-0.23023,-0.92813,-0.90066,-0.95213,-0.94189,-0.51606,0.33287,0.32975,0.33165,0.34731,-0.22804,-0.33156,-0.61441,-0.62288,-0.46783,-0.2625,0.3031,-0.98469,0.59477,-0.52807,-0.48366,-0.99523,-0.98327,-0.99527,-0.33416,-0.4959,-0.65768,0.23057,0.09447,-0.54095,0.088436,0.050727
86,4,Br,13,-0.37539,-0.94489,-0.91627,-0.96801,-0.95612,-0.45172,0.33916,0.33644,0.33768,0.35378,-0.26107,-0.52562,-0.6905,-0.58745,-0.39149,-0.19305,0.41562,-0.97378,0.70413,-0.48663,-0.43239,-0.98667,-0.96577,-0.98887,-0.087137,-0.5262,-0.5232,0.44425,0.28317,-0.57727,0.070956,0.036608
87,4,Br,14,-0.4285,-0.82158,-0.82077,-0.83822,-0.85015,-0.48616,0.32173,0.32224,0.31961,0.33217,-0.51127,-0.43861,-0.64303,-0.43789,-0.51344,-0.25757,-0.51349,-0.98657,-0.35564,-0.83697,-0.79634,-0.99463,-0.99198,-0.99485,-0.13107,-0.45225,-0.17257,0.30331,0.11744,-0.47933,0.14805,0.090221
88,4,Br,15,-0.40873,-0.87142,-0.85906,-0.89147,-0.89358,-0.49144,0.32453,0.3237,0.32259,0.33728,-0.4541,-0.45104,-0.65805,-0.48471,-0.4992,-0.25317,-0.31362,-0.98705,-0.11588,-0.76652,-0.71666,-0.99459,-0.99259,-0.9961,-0.15401,-0.46646,-0.25841,0.29831,0.13998,-0.5035,0.13356,0.08066
89,4,Br,16,0.17483,-0.4436,-0.48038,-0.46535,-0.44624,-0.40239,0.68347,0.69168,0.67535,0.70561,0.019922,0.31228,-0.17011,-0.32163,-0.43443,-0.24355,-0.81751,-0.97585,-0.73559,-0.9253,-0.9122,-0.77496,-0.91988,-0.94532,-0.15418,-0.44518,-0.23357,0.29135,0.065898,-0.17445,0.079,0.0096854
90,4,Br,17,-0.3113,-0.80062,-0.80484,-0.8157,-0.78025,-0.61022,0.096264,0.092654,0.094959,0.11381,-0.16144,-0.15416,-0.36941,-0.55285,-0.62228,-0.45925,-0.7246,-0.95704,-0.4694,-0.85756,-0.83674,-0.28037,-0.78823,-0.89369,-0.18101,-0.44497,-0.12374,0.23106,-0.012155,0.39524,-0.040938,-0.068215
91,4,Br,18,-0.31287,-0.65815,-0.68255,-0.6755,-0.63567,-0.57978,0.086371,0.083392,0.085468,0.10017,-0.3401,-0.20806,-0.42213,-0.51182,-0.59806,-0.42946,-0.84216,-0.96163,-0.71833,-0.92648,-0.91396,-0.37946,-0.84427,-0.91837,-0.0054444,-0.46889,0.0041949,0.37478,0.13091,0.17794,0.01088,-0.028704
92,4,Br,19,-0.1805,-0.49791,-0.53541,-0.52789,-0.46924,-0.79489,-0.062292,0.094936,-0.054955,-0.50583,-0.34472,-0.20581,-0.2263,-0.60658,-0.81494,-0.9016,-0.82961,-0.97088,-0.75683,-0.94313,-0.9224,-0.98345,-0.97194,-0.99154,-0.10226,-0.4312,-0.19913,0.33462,0.097991,-0.47241,0.15058,0.085299
93,4,Br,20,-0.40612,-0.73678,-0.71732,-0.76517,-0.78103,-0.74326,-0.079579,-0.077639,-0.082787,-0.068903,-0.40701,-0.43076,-0.63233,-0.73836,-0.74748,-0.48095,-0.66764,-0.9787,-0.52558,-0.88915,-0.85767,-0.99038,-0.98213,-0.98586,-0.14935,-0.48823,-0.31054,0.31309,0.10232,-0.50675,0.12022,0.036167
94,4,Br,21,-0.25768,-0.7345,-0.7423,-0.75835,-0.73155,-0.92802,-0.14568,-0.14109,-0.14804,-0.14769,-0.35073,-0.26871,-0.35634,-0.86965,-0.94285,-0.72063,-0.56761,-0.90022,-0.37274,-0.8556,-0.82172,-0.93214,-0.9043,-0.96139,-0.24018,-0.36544,-0.37318,0.24666,-0.0022476,-0.41946,0.1944,0.099087
95,4,Br,22,-0.64901,-0.77419,-0.81003,-0.79233,-0.72286,-0.54028,-0.1497,-0.14592,-0.15073,-0.15591,-0.77277,-0.66502,-0.62204,-0.46331,-0.55346,-0.4417,-0.70501,-0.96252,-0.53421,-0.90688,-0.89326,-0.97799,-0.9611,-0.97957,0.14008,-0.52961,0.14231,0.49503,0.18432,-0.55439,0.085513,-0.0029032
96,4,Br,23,-0.86492,-0.85669,-0.88809,-0.86069,-0.86366,-0.89373,-0.99474,-0.99266,-0.99666,-0.99035,-0.92637,-0.85426,-0.90611,-0.83064,-0.91104,-0.68838,-0.22916,-0.94576,0.41319,-0.78749,-0.6947,-0.96299,-0.941,-0.96937,0.64396,-0.41242,0.77887,0.77916,0.58769,-0.48864,0.16444,0.068818
97,4,Br,24,-0.87357,-0.85279,-0.87537,-0.86208,-0.8593,-0.90002,-1,-1,-1,-1,-0.93034,-0.86674,-0.90551,-0.84936,-0.90972,-0.70047,-0.25911,-0.94858,0.22751,-0.78515,-0.70674,-0.96366,-0.94413,-0.97338,0.59775,-0.4162,0.68493,0.75976,0.54561,-0.48502,0.15653,0.066452
98,4,Br,25,-0.75652,-0.77218,-0.79168,-0.79003,-0.78601,-0.063528,0.29586,0.29389,0.29403,0.31122,-0.84453,-0.75818,-0.83272,-0.033889,-0.074877,0.074917,-0.82419,-0.95233,-0.74502,-0.94416,-0.92842,-0.96668,-0.94697,-0.97515,0.18734,-0.49687,0.16168,0.52044,0.29224,-0.54601,0.099143,0.027245
99,4,Br,26,-0.81614,-0.86343,-0.88606,-0.87104,-0.86799,-0.028976,0.30781,0.30572,0.30578,0.32356,-0.888,-0.80688,-0.87086,0.0098617,-0.045423,0.10644,-0.64509,-0.94426,-0.43368,-0.89364,-0.86363,-0.96151,-0.93891,-0.97306,0.3394,-0.52732,0.34554,0.61391,0.38654,-0.56384,0.083239,0.017634
100,4,Br,27,-0.78129,-0.85655,-0.8775,-0.86288,-0.8579,0.02249,0.30921,0.30982,0.30638,0.32199,-0.85787,-0.77007,-0.8363,0.063647,0.0035218,0.15645,-0.67481,-0.93729,-0.49146,-0.90339,-0.87841,-0.95403,-0.93248,-0.97133,0.37523,-0.46978,0.39303,0.63019,0.40909,-0.52727,0.12155,0.045913
101,4,Br,28,-0.77712,-0.8533,-0.87053,-0.86349,-0.85929,-0.055303,0.31017,0.31059,0.30703,0.32492,-0.85372,-0.76898,-0.83807,-0.020027,-0.070785,0.088031,-0.65929,-0.95511,-0.49152,-0.89443,-0.86656,-0.97237,-0.9495,-0.97943,0.21312,-0.55991,0.19198,0.53114,0.31574,-0.58928,0.060611,0.0034356
102,4,Br,29,-0.72967,-0.84615,-0.86249,-0.85805,-0.85276,-0.096518,0.31018,0.30998,0.3072,0.32669,-0.82213,-0.72373,-0.81672,-0.059609,-0.11146,0.045718,-0.66172,-0.95236,-0.50409,-0.89332,-0.86744,-0.96491,-0.94962,-0.97859,0.13989,-0.46418,0.11373,0.48546,0.26161,-0.51319,0.12329,0.047374
103,4,Br,30,-0.73437,-0.83393,-0.84497,-0.84784,-0.8409,-0.088226,0.30341,0.30176,0.30103,0.32007,-0.81198,-0.73111,-0.81164,-0.059881,-0.1003,0.059776,-0.70037,-0.95242,-0.5741,-0.90492,-0.8831,-0.96874,-0.94867,-0.97921,0.16628,-0.47596,0.12409,0.50541,0.28528,-0.52643,0.11883,0.04264
104,4,Br,31,-0.75528,-0.78576,-0.81594,-0.79491,-0.79948,-0.05423,0.29651,0.29812,0.29289,0.31184,-0.85496,-0.74097,-0.84031,-0.010535,-0.072833,0.08321,-0.80992,-0.95172,-0.70505,-0.94212,-0.92369,-0.96944,-0.94733,-0.97402,0.19205,-0.44734,0.18329,0.51958,0.29829,-0.50583,0.1382,0.050641
105,4,Br,32,-0.79651,-0.86483,-0.84389,-0.89233,-0.87475,-0.049248,0.30419,0.30207,0.30251,0.31867,-0.81016,-0.82774,-0.85755,-0.067973,-0.037667,0.095179,-0.63105,-0.94884,-0.56306,-0.87067,-0.85018,-0.9626,-0.94085,-0.97536,0.2768,-0.55768,0.16466,0.60275,0.35406,-0.60676,0.061158,0.0052674
