number,classNumber,className,numberInClass,1 varianceOnMask,2 varianceWholeImage,3 varianceWholeImageRed,4 varianceWholeImageGreen,5 varianceWholeImageBlue,6 meanOnMask,7 meanWholeImage,8 meanWholeImageRed,9 meanWholeImageGreen,10 meanWholeImageBlue,11 warRedOnMask,12 warGreenOnMask,13 warBlueOnMask,14 meanOnMaskRed,15 meanOnMaskGreen,16 meanOnMaskBlue,17 kurthosisGrayWholeImage,18 kurthosisGrayOnMask,19 kurthosisRedWholeImage,20 kurthosisGreenWholeImage,21 kurthosisBlueWholeImage,22 kurthosisRedOnMask,23 kurthosisGreenOnMask,24 kurthosisBlueOnMask,25 skewnessGrayWholeImage,26 skewnessGrayOnMask,27 skewnessRedWholeImage,28 skewnessGreenWholeImage,29 skewnessBlueWholeImage,30 skewnessRedOnMask,31 skewnessGreenOnMask,32 skewnessBlueOnMask
84,4,Br,11,185.38497,110.45647,140.1672,104.437,99.075402,102.92585,138.6477,138.73817,138.51537,139.11608,251.23747,192.31256,170.48206,98.933259,104.23778,106.7232,20.094489,2.5698462,17.983637,21.209509,19.404897,2.5339384,2.7752295,2.551429,-2.3902812,-0.68706494,-2.5241357,-2.3500134,-2.0614755,-0.52405113,-0.75399987,-0.33133841
85,4,Br,12,192.97376,59.765924,77.823052,56.36623,55.581896,103.49113,139.18249,139.28308,139.02997,139.73644,266.1792,198.75721,186.71588,98.695889,105.0659,108.02533,41.03608,2.6496191,33.881417,43.620203,38.52062,2.6205066,2.8453428,2.5389879,-2.1386592,-0.67827819,-2.5820146,-1.968206,-1.4772072,-0.49167318,-0.7418578,-0.27889468
86,4,Br,13,161.07543,51.800734,70.189833,47.903717,48.228688,105.93265,139.35782,139.46983,139.1983,139.91493,255.93329,149.0265,154.53017,100.06441,107.97447,110.89456,44.361814,3.1745112,36.032442,47.21729,42.096497,2.9769836,3.4932967,2.8653658,-1.4049152,-0.79750293,-2.2374335,-1.0031878,-0.61614126,-0.63480769,-0.8384974,-0.36148841
87,4,Br,14,149.40677,110.39777,116.87463,117.03808,102.99142,104.62592,138.87218,139.07348,138.69431,139.31836,178.32515,171.3254,174.60772,105.84069,103.32793,108.22884,16.901585,2.5590156,15.188105,16.80631,16.710765,2.6457583,2.5227728,2.5600519,-1.5354093,-0.50656176,-1.3389606,-1.639697,-1.3723729,-0.24879038,-0.412257,-0.047863241
88,4,Br,15,153.7513,86.715182,98.155535,88.6726,80.548062,104.42562,138.95037,139.11441,138.77748,139.45951,196.05826,168.13824,168.25587,104.03244,103.87041,108.41061,22.808735,2.5359535,19.903802,22.921668,22.268531,2.6472924,2.5001552,2.4962058,-1.6035531,-0.56246877,-1.5589286,-1.6622758,-1.269544,-0.34403683,-0.49239446,-0.10379204
89,4,Br,16,281.98322,290.00256,283.26715,315.65131,311.70554,107.80473,148.9514,149.38594,148.61281,149.62911,343.09262,363.7586,374.66203,110.33122,106.33832,108.80817,7.9160694,3.0749764,7.7149291,9.1385394,8.6293979,11.786022,5.1928649,5.0892768,-1.604067,-0.47878412,-1.4952773,-1.6937048,-1.6075803,0.95289753,-0.7940248,-0.51898197
90,4,Br,17,175.15961,120.35481,124.66033,129.03661,139.10835,99.918085,132.59013,132.665,132.43093,133.28926,286.83799,244.22289,290.35397,101.40092,99.180784,99.896806,10.66223,3.9797485,12.950489,15.018744,13.892488,32.365373,10.067737,7.7255536,-1.6837487,-0.47795469,-1.2138218,-1.9659942,-1.9637392,3.198372,-1.4571038,-0.97468479
91,4,Br,18,174.81509,188.05381,184.4419,203.71486,213.81882,101.07311,132.31449,132.40646,132.16632,132.91278,231.41863,230.40929,268.05538,102.98529,100.1035,101.12761,7.1874734,3.7592591,8.054397,9.0366347,8.5062432,28.242291,7.9926915,6.4655488,-1.1622538,-0.57202845,-0.88600457,-1.3169176,-1.3109433,2.3418752,-1.1706274,-0.74355086
92,4,Br,19,203.902,264.19797,256.36911,282.33844,299.81878,92.909826,128.17234,132.72869,128.25121,116.18083,229.98548,230.98596,350.8931,99.325474,91.839953,81.621562,7.5584966,3.3139738,7.2970529,7.5910873,7.9176083,3.110609,3.2650374,2.7294297,-1.4498324,-0.42377273,-1.4070247,-1.4983016,-1.461139,-0.22150643,-0.39830701,-0.076658477
93,4,Br,20,154.32299,150.69142,167.44636,155.95045,138.70396,94.869233,127.69068,127.9115,127.47522,128.24452,210.66519,173.33616,179.13709,94.235698,94.410175,99.000154,12.345565,2.9378313,11.845493,12.276898,12.433067,2.8225479,2.8876864,3.0192936,-1.5897145,-0.64810429,-1.6924877,-1.5955517,-1.4413966,-0.35686276,-0.56613839,-0.36406986
94,4,Br,21,186.94341,151.77325,155.23408,159.58393,164.27607,87.857926,125.84884,126.14051,125.65588,126.06911,228.12222,214.86558,295.88659,89.165262,86.96625,89.097921,15.30185,6.7138004,14.851663,15.189203,14.940166,5.245526,5.7697846,4.2688586,-1.8595119,-0.16510288,-1.8530076,-1.8955561,-1.9185305,-0.012805557,-0.15605747,0.0040020367
95,4,Br,22,100.95147,132.91504,122.12303,141.48356,168.76384,102.57192,125.73694,126.00565,125.58082,125.84212,97.211295,113.30141,183.48875,104.85887,101.80289,100.62192,11.241215,3.7163584,11.675723,10.737865,9.9500705,3.3379391,3.6662295,3.340292,-0.72999013,-0.81089556,-0.53208471,-0.77383722,-1.0672387,-0.54464424,-0.75801504,-0.59262319
96,4,Br,23,53.506776,93.710923,83.967351,105.07202,96.006706,89.158981,102.19181,102.36995,101.99573,102.80298,49.566641,64.803874,63.320284,90.671675,88.178148,90.430403,25.305021,4.5225742,30.309984,21.101572,23.79991,3.9622648,4.4107788,3.8610844,0.76673921,-0.34989754,1.099051,0.50932873,0.77335375,-0.28547859,-0.32168878,-0.17306885
97,4,Br,24,51.60553,95.565758,90.182435,104.33213,98.259493,88.920598,102.04529,102.16519,101.9025,102.53666,48.334676,61.604528,63.576377,89.948945,88.22845,89.930984,24.4197,4.3868177,26.657827,21.304896,22.960529,3.9341181,4.2948928,3.6563509,0.62946841,-0.36475575,0.85833384,0.42172703,0.58136169,-0.27122834,-0.36537688,-0.18690915
98,4,Br,25,77.32619,133.87047,131.09315,142.70684,136.13186,120.66417,138.15149,138.28205,137.98127,138.73991,74.952038,89.426197,94.367336,121.44436,120.03829,121.96544,7.7187854,4.2065183,7.5293397,7.5017243,7.497882,3.808664,4.1896927,3.5663771,-0.58961916,-0.68211913,-0.48245224,-0.65910877,-0.57478399,-0.51158499,-0.68266125,-0.41626398
99,4,Br,26,64.224432,90.511223,84.960398,99.558631,93.772287,121.97537,138.4845,138.61234,138.30878,139.08062,61.465867,76.947151,78.231091,123.13411,121.16055,123.2678,13.011987,4.5947571,13.652998,11.887067,12.016961,4.0236644,4.4882128,3.6727486,-0.13793924,-0.80190398,-0.011319283,-0.23694393,-0.14448457,-0.58188083,-0.77058892,-0.472482
100,4,Br,27,71.883851,93.780649,89.141621,103.90259,98.983773,123.92844,138.52332,138.72672,138.3256,139.03714,70.811744,86.378762,92.853269,125.21142,123.02548,125.33395,12.133732,4.9304086,12.516606,11.040671,10.986153,4.3347327,4.7261484,3.7610586,-0.031500359,-0.57552316,0.11035363,-0.16343644,-0.041604629,-0.43775269,-0.55878448,-0.30705807
101,4,Br,28,72.798096,95.326091,92.550862,103.57623,98.266705,120.97631,138.5502,138.74845,138.34378,139.11823,72.10115,86.659818,92.101607,121.97972,120.19419,122.50721,12.592394,4.0729781,12.515524,11.818245,11.812633,3.571679,4.0958733,3.3474881,-0.51301472,-0.93007844,-0.40482699,-0.61076143,-0.467534,-0.68215584,-0.89568976,-0.55554218
102,4,Br,29,83.225281,98.723264,96.480255,106.4776,101.64261,119.41222,138.55031,138.73144,138.34843,139.16711,81.898614,98.254836,101.13477,120.45097,118.64434,120.75908,12.520394,4.2051155,12.268292,11.915317,11.751499,3.8820556,4.0914576,3.3905519,-0.73055271,-0.5534938,-0.60532677,-0.81709554,-0.71455876,-0.38225658,-0.54918366,-0.2985079
103,4,Br,30,82.19287,104.52988,105.04261,111.91556,107.76716,119.72691,138.36166,138.50175,138.17634,138.98422,85.047478,96.363404,103.28525,120.44048,119.06955,121.33987,11.378304,4.2022066,10.891176,10.907991,10.659232,3.7227491,4.1267858,3.3589137,-0.65217193,-0.59984523,-0.57876728,-0.72698409,-0.60653112,-0.43441612,-0.57383735,-0.32620132
104,4,Br,31,77.597914,127.41739,119.23454,140.11063,129.17517,121.01702,138.16958,138.40026,137.94945,138.75689,71.715432,93.837423,91.156563,122.34633,120.11616,122.30806,8.1403627,4.2360794,8.3155258,7.6792454,7.8278095,3.6938694,4.1764078,3.6240997,-0.5756173,-0.48726059,-0.42707174,-0.66298827,-0.54716114,-0.35322507,-0.46671235,-0.27940031
105,4,Br,32,68.537699,89.843968,105.57418,88.218034,90.279086,121.20607,138.38357,138.51055,138.21754,138.94556,85.612469,71.601042,83.864216,120.12793,121.45608,122.80252,13.427016,4.3743652,11.10831,13.881054,12.955533,3.978282,4.4163013,3.5553854,-0.32386824,-0.92130585,-0.47482915,-0.28736247,-0.29270673,-0.75103639,-0.8926654,-0.54482647
106,4,Br,33,73.407444,96.558568,110.09804,96.11623,96.67617,122.36056,138.68903,138.76431,138.55502,139.2719,86.811553,77.179546,85.774704,121.99477,122.35508,123.41292,11.913932,4.8154664,10.035843,12.183126,11.630771,4.4731101,4.794373,3.7440848,-0.30463342,-0.82679422,-0.31943519,-0.31685732,-0.36897181,-0.71997932,-0.80987028,-0.48378927
107,4,Br,34,76.607678,85.248814,83.059768,91.701627,84.655233,120.87041,138.8866,138.96994,138.70462,139.64668,67.391605,91.740583,82.185407,121.74318,120.16222,122.39595,14.77423,4.1280681,14.332498,14.040416,14.307125,3.7276586,4.0905743,3.7764909,-0.58079049,-0.60299118,-0.40322444,-0.6884488,-0.48708566,-0.4987609,-0.58493268,-0.38599947
108,5,Ps,1,103.74018,116.19292,117.21616,123.89063,114.78555,119.44807,138.47774,138.67777,138.29134,138.99262,104.67159,119.40696,110.02223,120.23772,118.79228,120.87353,11.007094,5.2495017,10.437112,10.736991,10.441595,4.8607401,5.1562108,4.2532071,-0.60442965,-1.0624386,-0.50298763,-0.68315566,-0.54437507,-0.96949445,-1.0313836,-0.65345825
109,5,Ps,2,84.519631,128.19666,110.32284,149.31213,124.98125,121.73624,138.03172,138.35811,137.76553,138.63291,73.308631,107.43912,91.673208,124.20185,120.19787,123.35787,8.4204629,5.3919859,9.5013613,7.5560808,8.3055446,4.9160985,5.09311,4.6001999,-0.19027319,-0.44345358,0.05147687,-0.32632895,-0.1416036,-0.50181432,-0.37592587,-0.23528354
110,5,Ps,3,102.46002,138.4976,124.6665,158.32528,132.49587,121.36287,137.87837,138.18771,137.62098,138.45476,91.796372,126.68655,108.06204,123.34745,120.02364,123.20971,7.8489867,5.6568182,8.3371296,7.2181246,7.8665207,5.1729637,5.3289937,4.7691541,-0.3010807,-0.16083644,-0.13369244,-0.40545736,-0.2123936,-0.27154657,-0.10671124,-0.014193656
111,5,Ps,4,108.45839,147.14415,133.55734,168.3378,142.92693,121.64843,137.53173,137.86859,137.26183,138.09352,94.190987,135.81171,118.90757,123.44789,120.41748,123.39941,7.2483599,5.3880246,7.5378557,6.7344544,7.1702076,4.9246606,5.0829504,4.4218753,-0.33670696,-0.053790454,-0.15848904,-0.44323476,-0.28486197,-0.1330483,-0.045782595,0.062793267
112,5,Ps,5,122.20973,127.82074,141.5671,132.82413,126.398,120.13221,138.00457,138.17428,137.83011,138.46853,138.6832,134.95501,142.74986,119.82739,119.89287,122.24277,9.9381236,4.9092718,8.8953427,9.8576937,9.5803524,4.4050373,4.8366888,3.8637542,-0.6749662,-0.69132459,-0.70571258,-0.68968425,-0.56044217,-0.62560162,-0.67472613,-0.40465147
113,5,Ps,6,108.20898,93.140906,98.0809,98.203941,91.124902,114.79861,138.54428,138.7878,138.31699,139.12962,115.17674,126.23822,120.85041,115.29875,114.12459,117.07585,15.966812,4.1446207,14.413276,15.703739,15.319997,3.9228218,4.0386176,3.4594238,-0.98772031,-1.0068447,-0.90698857,-1.0693627,-0.83814678,-0.80409404,-0.94762147,-0.58748693
114,5,Ps,7,169.52103,90.370811,96.785869,94.098591,86.082424,109.5826,138.73317,139.01705,138.49647,139.26867,187.94731,189.92059,168.07262,110.17688,108.80564,112.14626,20.643665,3.4871152,18.591863,20.659082,19.63781,3.507247,3.4157673,3.0829397,-1.5548109,-0.94748579,-1.4463007,-1.644742,-1.3308373,-0.89139845,-0.89480659,-0.54353078
115,5,Ps,8,127.97115,148.3255,158.85471,154.50423,140.93519,115.17845,138.12498,138.38653,137.91035,138.59278,146.15464,143.29905,134.02925,115.28523,114.72764,117.33662,9.3293685,4.4751141,8.8632853,9.3234678,9.0211352,4.4512992,4.425555,3.7035043,-1.0098574,-1.1062007,-1.0192767,-1.0432312,-0.87813219,-1.0500328,-1.0533408,-0.67076887
116,5,Ps,9,119.11351,142.37915,155.10526,148.86064,138.73063,118.59092,137.89792,138.14912,137.70355,138.2814,141.56383,131.45806,134.35707,118.75119,118.14881,120.54066,8.9592929,4.9754128,8.3699384,8.8311112,8.6603741,4.6575382,4.8313979,3.9055666,-0.61630384,-0.95736468,-0.6320755,-0.64806093,-0.52348377,-0.84718672,-0.91958396,-0.56052824
117,5,Ps,10,121.31353,146.13958,160.24401,151.89755,143.18957,118.53687,137.84274,138.06125,137.66179,138.24583,142.9916,132.89152,138.00478,118.46952,118.21166,120.4723,8.7853491,5.0032477,8.1819651,8.6857676,8.4238065,4.6292784,4.9070071,3.9308011,-0.69288581,-0.96325952,-0.71188204,-0.71132743,-0.60130456,-0.86010518,-0.92065466,-0.54450551
118,5,Ps,11,151.64593,152.20863,214.72987,137.44638,134.52471,116.60631,137.33265,137.60122,137.1603,137.56376,231.69179,142.56872,144.71279,113.1999,117.83473,119.28098,10.060241,5.5938347,8.7282469,10.962769,10.318153,4.7955948,6.1110641,5.1435013,-1.1285566,-1.3515765,-1.2908847,-1.070552,-0.94884114,-1.1820396,-1.4025137,-1.0939801
119,5,Ps,12,109.06997,107.61514,111.51877,114.14238,104.44306,116.55619,137.86012,138.34452,137.54083,138.27553,120.9864,123.7925,117.75648,117.5782,115.65882,118.62677,12.871594,4.7750659,12.262395,12.522292,12.440551,5.0749984,4.5552448,3.8113215,-0.54854229,-1.0064077,-0.51794867,-0.62469324,-0.39715469,-1.023915,-0.92752967,-0.58318296
120,5,Ps,13,119.90636,132.19637,163.71536,127.94141,126.09763,122.24876,137.61688,137.95026,137.41463,137.85706,156.6204,119.73413,125.88916,121.29513,122.46075,123.72058,9.3909506,5.798429,8.177554,9.7755662,9.3444573,5.6581853,5.7683009,4.588728,-0.49712418,-0.72361694,-0.58914836,-0.48539993,-0.44565837,-0.76114948,-0.73125442,-0.54895062
121,5,Ps,14,115.00545,152.68571,186.02699,149.24546,144.20043,120.09336,137.30841,137.64132,137.11271,137.51778,151.18968,117.54061,123.5449,119.04973,120.32198,121.72656,7.817659,5.0260431,6.983167,8.0887515,7.8409013,4.690394,5.1404952,4.0906451,-0.56587527,-0.80698534,-0.67300197,-0.55147678,-0.50984553,-0.8368605,-0.79282793,-0.49601542
122,5,Ps,15,141.07209,185.15347,193.17343,195.88379,178.41218,120.01882,137.01125,137.44179,136.75882,137.22964,155.29216,156.4169,145.33911,120.57676,119.48265,121.42659,6.4968526,5.0327004,6.436267,6.3699476,6.2864915,4.8528987,4.9185236,4.1227219,-0.52673797,-0.40834335,-0.56441073,-0.54966127,-0.42085367,-0.55011194,-0.37356804,-0.1987414
123,5,Ps,16,110.75403,119.17647,119.16102,129.27397,113.91382,117.79513,137.78307,138.23846,137.47285,138.22904,117.97392,128.69624,114.40541,118.94899,116.83044,119.88398,10.937373,4.9266009,10.79632,10.448723,10.738511,5.0348801,4.6819814,4.1408473,-0.6993015,-0.88477498,-0.69005484,-0.75582105,-0.51028537,-0.91423518,-0.78837949,-0.58184506
124,5,Ps,17,172.48133,190.27282,166.69232,222.06447,180.28767,126.05409,136.0338,136.83192,135.61015,136.17598,145.82326,211.76695,163.74367,127.76586,125.0274,126.9605,5.5409482,4.5232939,6.4199887,4.9935963,5.5418484,5.0480777,4.1852269,4.1698221,-0.028606015,0.39173029,-0.00023960321,-0.097941898,0.049394821,0.098088413,0.40319771,0.38526585
125,5,Ps,18,170.22107,93.842947,114.25932,90.86104,90.664127,112.12342,137.97977,138.28707,137.73931,138.42551,194.29788,180.96595,187.73367,109.75158,112.86956,114.58225,20.584516,5.5228177,16.634458,21.887809,20.658495,4.5754127,5.6437743,5.1079963,-1.6395105,-1.2043951,-1.6859812,-1.6187858,-1.5467887,-0.82382136,-1.2770558,-1.1136465
126,5,Ps,19,118.81161,111.88358,113.00159,120.57586,109.30417,116.06392,137.97841,138.40237,137.68615,138.41476,121.20342,139.56652,132.79365,117.30781,115.04492,118.1707,12.369632,4.7517045,11.575698,12.043941,11.915441,4.3917321,4.5448626,3.7947022,-0.80179133,-0.71049433,-0.68079603,-0.89677571,-0.66807182,-0.60377569,-0.67712213,-0.37046075
127,5,Ps,20,150.07783,65.087869,83.571733,62.165135,61.675772,111.19969,138.36128,138.7332,138.09234,138.77955,235.28737,144.79814,145.23628,108.0639,112.12252,114.74599,30.207575,4.1692893,26.248235,31.265004,28.428147,4.0739464,4.2637371,3.5022762,-1.08768,-1.098653,-1.669447,-0.88840991,-0.59884559,-1.0633904,-1.0475569,-0.65033616
128,5,Ps,21,136.51181,72.614494,69.295143,79.701879,71.425739,116.48407,138.42693,138.92793,138.08883,138.88592,130.53124,161.47713,129.51557,118.57368,115.14727,118.07149,23.000532,5.8377104,23.089981,21.532668,21.780273,5.8246399,5.3898365,5.2291333,-0.84091341,-0.41286903,-0.6053611,-1.0131739,-0.65285766,-0.44759456,-0.38832533,-0.3519591
