number;classNumber;className;numberInClass;1 meanBacteriaarcLength;2 meanBacteriaWholeCurvature;3 minrolcorPointAndMidP10B10;4 minrolcorPointsP10B10;5 minrolcoranglespointpointmiddleP10B10;6 minrolcoranglespointmiddlepointP10B10;7 medianOfTheObjectsSize;8 howMuchWhiteInMaskPercent;9 howManyObjects;10 howManyBacterias;11 meanShiftr25;12 meanShiftr50;13 meanShiftr75;14 meanShiftr100;15 meanShiftr125;16 meanShiftr150;17 meanShiftr175;18 meanShiftr200;19 NewKmeansAndVariance2DForK3;20 NewKmeansAndVariance2DForK6;21 NewKmeansAndVariance2DForK10;22 NewKmeansAndVariance3DForK3;23 NewKmeansAndVariance3DForK6;24 NewKmeansAndVariance3DForK10;25 NewKmeansAndVariance2DForK3weighted;26 NewKmeansAndVariance2DForK6weighted;27 NewKmeansAndVariance2DForK10weighted;28 varianceOnMask;29 varianceWholeImage;30 varianceWholeImageRed;31 varianceWholeImageGreen;32 varianceWholeImageBlue;33 meanOnMask;34 meanWholeImage;35 meanWholeImageRed;36 meanWholeImageGreen;37 meanWholeImageBlue;38 warRedOnMask;39 warGreenOnMask;40 warBlueOnMask;41 meanOnMaskRed;42 meanOnMaskGreen;43 meanOnMaskBlue;44 kurthosisGrayWholeImage;45 kurthosisGrayOnMask;46 kurthosisRedWholeImage;47 kurthosisGreenWholeImage;48 kurthosisBlueWholeImage;49 kurthosisRedOnMask;50 kurthosisGreenOnMask;51 kurthosisBlueOnMask;52 skewnessGrayWholeImage;53 skewnessGrayOnMask;54 skewnessRedWholeImage;55 skewnessGreenWholeImage;56 skewnessBlueWholeImage;57 skewnessRedOnMask;58 skewnessGreenOnMask;59 skewnessBlueOnMask
81;4;Br;8;-0.39214;-0.93496;-0.36492;0.36244;-0.16767;-0.11047;-0.5756;-0.81896;-0.56734;-0.9283;-0.4941;-0.15899;-0.092857;-0.096774;-0.21154;-0.19444;-0.24528;-0.18182;-0.83684;-1;-0.76049;-0.98656;-0.97755;-0.941;-0.8737;-0.60895;-0.73192;-0.32768;-0.74153;-0.73986;-0.76659;-0.78859;-0.55524;0.30421;0.30384;0.3025;0.31422;-0.46454;-0.33329;-0.66263;-0.52534;-0.57139;-0.32489;-0.61603;-0.99126;-0.47415;-0.86815;-0.84462;-0.99699;-0.99813;-0.99665;-0.32193;-0.44171;-0.42164;0.18465;0.0017497;-0.49752;0.14478;0.094217
82;4;Br;9;-0.31516;-0.68762;-0.57544;-0.138;-0.48381;-0.5557;-0.5809;-0.82022;-0.5437;-0.92815;-0.49046;-0.26597;-0.36429;-0.27742;-0.25;-0.30556;-0.58491;-0.22727;-0.87209;-0.72696;-0.70792;-0.98945;-0.9693;-0.95799;-0.96477;0.051775;-0.69666;-0.33097;-0.74863;-0.74156;-0.77532;-0.79519;-0.53405;0.30067;0.30051;0.29927;0.30943;-0.44118;-0.34586;-0.68535;-0.50753;-0.54763;-0.31072;-0.61737;-0.98903;-0.4776;-0.86795;-0.84657;-0.99429;-0.9956;-0.99606;-0.28404;-0.46938;-0.37533;0.20738;0.023794;-0.53262;0.12564;0.083537
83;4;Br;10;-0.5277;-0.79924;-0.28197;0.46048;-0.35772;-0.11994;-0.65517;-0.84044;-0.58238;-0.92707;-0.51771;-0.20357;-0.19286;-0.070968;-0.17308;-0.33333;-0.54717;-0.27273;-0.90681;-0.84957;-0.651;-0.99235;-0.983;-0.97021;-0.94908;-0.5183;-0.90572;-0.23229;-0.75002;-0.72901;-0.78393;-0.79831;-0.60079;0.30201;0.29857;0.30119;0.31462;-0.34163;-0.27098;-0.63893;-0.6142;-0.59646;-0.35513;-0.55359;-0.99214;-0.38025;-0.8449;-0.82359;-0.99724;-0.99755;-0.99866;-0.41505;-0.44748;-0.57032;0.13071;-0.038282;-0.51292;0.13489;0.082706
84;4;Br;11;-0.50734;-0.80468;-0.33682;0.040713;-0.33464;0.27118;-0.63263;-0.87761;-0.64398;-0.94844;-0.59128;-0.40267;-0.4;-0.29032;-0.23077;-0.22222;-0.20755;-0.18182;-0.77048;-0.63037;-0.63509;-0.98966;-0.94815;-0.96459;-0.8587;-0.23874;-0.76637;-0.26477;-0.82145;-0.77312;-0.86188;-0.85772;-0.53096;0.31367;0.31023;0.31319;0.32485;-0.27621;-0.35671;-0.65279;-0.61674;-0.48956;-0.29402;-0.40546;-0.98635;-0.2135;-0.78624;-0.75771;-0.99731;-0.98517;-0.99502;-0.41887;-0.49813;-0.63509;0.14603;-0.033574;-0.54917;0.08624;0.041762
85;4;Br;12;-0.60366;-0.84264;-0.52608;0.35858;-0.3774;0.046904;-0.64191;-0.97377;-0.93266;-0.9946;-0.91099;-0.81278;-0.71429;-0.71613;-0.46154;-0.16667;-0.09434;0.090909;-0.71472;-0.8075;-0.37743;-0.97488;-0.95144;-0.92936;-0.86646;-0.6223;-0.40102;-0.23023;-0.92813;-0.90066;-0.95213;-0.94189;-0.51606;0.33287;0.32975;0.33165;0.34731;-0.22804;-0.33156;-0.61441;-0.62288;-0.46783;-0.2625;0.3031;-0.98469;0.59477;-0.52807;-0.48366;-0.99523;-0.98327;-0.99527;-0.33416;-0.4959;-0.65768;0.23057;0.09447;-0.54095;0.088436;0.050727
86;4;Br;13;-0.56369;-0.86838;-0.60881;0.10023;-0.5601;0.37098;-0.63263;-0.98386;-0.95774;-1;-0.94187;-0.87221;-0.88571;-0.72903;-0.53846;-0.36111;-0.39623;-0.27273;-0.91346;-0.91885;1;-0.9928;-0.96149;-0.98172;1;-0.82317;-0.84355;-0.37539;-0.94489;-0.91627;-0.96801;-0.95612;-0.45172;0.33916;0.33644;0.33768;0.35378;-0.26107;-0.52562;-0.6905;-0.58745;-0.39149;-0.19305;0.41562;-0.97378;0.70413;-0.48663;-0.43239;-0.98667;-0.96577;-0.98887;-0.087137;-0.5262;-0.5232;0.44425;0.28317;-0.57727;0.070956;0.036608
87;4;Br;14;-0.10765;-0.2873;-0.85206;0.37085;-0.83098;-0.73283;-0.48541;-0.88628;-0.77794;-0.96634;-0.74659;-0.63744;-0.66429;-0.71613;-0.63462;-0.63889;-0.54717;-0.5;-0.85322;-0.78219;-0.25043;-0.98797;-0.9006;-0.90854;-0.64119;-0.36817;0.34524;-0.4285;-0.82158;-0.82077;-0.83822;-0.85015;-0.48616;0.32173;0.32224;0.31961;0.33217;-0.51127;-0.43861;-0.64303;-0.43789;-0.51344;-0.25757;-0.51349;-0.98657;-0.35564;-0.83697;-0.79634;-0.99463;-0.99198;-0.99485;-0.13107;-0.45225;-0.17257;0.30331;0.11744;-0.47933;0.14805;0.090221
88;4;Br;15;-0.42856;-0.83168;-0.36718;-0.16274;-0.13415;-0.13017;-0.61008;-0.9297;-0.81805;-0.97553;-0.78928;-0.70877;-0.77143;-0.78065;-0.73077;-0.52778;-0.62264;-0.63636;-0.73429;-0.15184;-0.87262;-0.9826;-0.99419;-0.89333;-0.95182;-0.11738;0.24225;-0.40873;-0.87142;-0.85906;-0.89147;-0.89358;-0.49144;0.32453;0.3237;0.32259;0.33728;-0.4541;-0.45104;-0.65805;-0.48471;-0.4992;-0.25317;-0.31362;-0.98705;-0.11588;-0.76652;-0.71666;-0.99459;-0.99259;-0.9961;-0.15401;-0.46646;-0.25841;0.29831;0.13998;-0.5035;0.13356;0.08066
89;4;Br;16;-0.57208;-0.69855;-0.41042;-0.078667;-0.37551;-0.052358;-0.69761;-0.73882;-0.32808;-0.86598;-0.31153;0.031204;0.11429;0.0064516;0.057692;0.027778;0.056604;0.22727;-1;-0.81885;-0.93036;-0.90215;-0.85942;-0.94026;-0.9976;-0.77112;-0.82551;0.17483;-0.4436;-0.48038;-0.46535;-0.44624;-0.40239;0.68347;0.69168;0.67535;0.70561;0.019922;0.31228;-0.17011;-0.32163;-0.43443;-0.24355;-0.81751;-0.97585;-0.73559;-0.9253;-0.9122;-0.77496;-0.91988;-0.94532;-0.15418;-0.44518;-0.23357;0.29135;0.065898;-0.17445;0.079;0.0096854
90;4;Br;17;-0.29504;-0.7386;-0.84116;-1;-0.65019;-0.40111;-0.51194;-0.8726;-0.73782;-0.95855;-0.70845;-0.62853;-0.71429;-0.76774;-0.73077;-0.55556;-0.50943;-0.31818;-0.88985;-0.63447;-0.84091;-0.98874;-0.97897;-0.57431;-0.86607;0.023763;-0.84306;-0.3113;-0.80062;-0.80484;-0.8157;-0.78025;-0.61022;0.096264;0.092654;0.094959;0.11381;-0.16144;-0.15416;-0.36941;-0.55285;-0.62228;-0.45925;-0.7246;-0.95704;-0.4694;-0.85756;-0.83674;-0.28037;-0.78823;-0.89369;-0.18101;-0.44497;-0.12374;0.23106;-0.012155;0.39524;-0.040938;-0.068215
91;4;Br;18;-0.05505;-0.093632;-0.095387;0.61317;0.10905;-0.13937;-0.51724;-0.74198;-0.4692;-0.90344;-0.44596;-0.31649;-0.44286;-0.48387;-0.57692;-0.61111;-0.62264;-0.5;-0.81346;-0.76892;-0.77868;-0.97443;-0.99371;-0.83024;-0.86435;-0.92323;-0.74162;-0.31287;-0.65815;-0.68255;-0.6755;-0.63567;-0.57978;0.086371;0.083392;0.085468;0.10017;-0.3401;-0.20806;-0.42213;-0.51182;-0.59806;-0.42946;-0.84216;-0.96163;-0.71833;-0.92648;-0.91396;-0.37946;-0.84427;-0.91837;-0.0054444;-0.46889;0.0041949;0.37478;0.13091;0.17794;0.01088;-0.028704
92;4;Br;19;0.40367;-0.54306;-0.2702;-0.88984;-0.40735;-0.21726;0.082228;-0.6398;-0.68123;-0.93283;-0.604;-0.18276;-0.042857;0.019355;0.15385;-0.055556;-0.09434;-0.090909;-0.94;-0.8039;-0.76445;-0.99559;-0.82521;-0.87265;-0.98009;-0.8503;-0.88368;-0.1805;-0.49791;-0.53541;-0.52789;-0.46924;-0.79489;-0.062292;0.094936;-0.054955;-0.50583;-0.34472;-0.20581;-0.2263;-0.60658;-0.81494;-0.9016;-0.82961;-0.97088;-0.75683;-0.94313;-0.9224;-0.98345;-0.97194;-0.99154;-0.10226;-0.4312;-0.19913;0.33462;0.097991;-0.47241;0.15058;0.085299
93;4;Br;20;0.28764;-0.57489;-0.53634;-0.12188;-0.39195;-0.38612;0.019894;-0.78669;-0.78295;-0.96566;-0.72934;-0.37593;-0.13571;0.045161;-0.019231;0.055556;0.13208;0.045455;-0.90783;-0.70577;-0.60308;-0.97932;-0.9919;-0.91468;-0.74533;-0.45811;-0.59679;-0.40612;-0.73678;-0.71732;-0.76517;-0.78103;-0.74326;-0.079579;-0.077639;-0.082787;-0.068903;-0.40701;-0.43076;-0.63233;-0.73836;-0.74748;-0.48095;-0.66764;-0.9787;-0.52558;-0.88915;-0.85767;-0.99038;-0.98213;-0.98586;-0.14935;-0.48823;-0.31054;0.31309;0.10232;-0.50675;0.12022;0.036167
94;4;Br;21;0.75586;0.018835;-0.39654;-0.30022;0.0074258;-0.37472;0.55438;-0.84692;-0.95559;-0.99567;-0.93279;-0.75037;-0.51429;-0.2;-0.019231;-0.027778;0.20755;0.27273;-0.63336;0.5421;-0.14408;-0.57119;-0.42413;-0.15493;-0.75934;-0.59929;0.021674;-0.25768;-0.7345;-0.7423;-0.75835;-0.73155;-0.92802;-0.14568;-0.14109;-0.14804;-0.14769;-0.35073;-0.26871;-0.35634;-0.86965;-0.94285;-0.72063;-0.56761;-0.90022;-0.37274;-0.8556;-0.82172;-0.93214;-0.9043;-0.96139;-0.24018;-0.36544;-0.37318;0.24666;-0.0022476;-0.41946;0.1944;0.099087
95;4;Br;22;0.69838;-0.37238;0.12671;-0.71743;0.4855;0.15239;0.43501;-0.64435;-0.75645;-0.95355;-0.69755;-0.30758;-0.12143;0.070968;-0.11538;0.083333;-0.018868;0.090909;-0.86919;-0.62012;-0.56267;-0.97648;-0.86165;-0.71874;-0.87239;-0.85408;-0.86075;-0.64901;-0.77419;-0.81003;-0.79233;-0.72286;-0.54028;-0.1497;-0.14592;-0.15073;-0.15591;-0.77277;-0.66502;-0.62204;-0.46331;-0.55346;-0.4417;-0.70501;-0.96252;-0.53421;-0.90688;-0.89326;-0.97799;-0.9611;-0.97957;0.14008;-0.52961;0.14231;0.49503;0.18432;-0.55439;0.085513;-0.0029032
96;4;Br;23;0.11839;-0.049253;0.55615;-0.43955;0.99384;0.30096;-0.3183;-0.31111;-0.12751;-0.78286;-0.066303;0.30461;0.26429;0.29032;-0.076923;0.11111;-0.16981;-0.13636;-0.94485;-0.77922;-0.85289;-0.86433;1;1;-0.99836;-0.97319;-0.90376;-0.86492;-0.85669;-0.88809;-0.86069;-0.86366;-0.89373;-0.99474;-0.99266;-0.99666;-0.99035;-0.92637;-0.85426;-0.90611;-0.83064;-0.91104;-0.68838;-0.22916;-0.94576;0.41319;-0.78749;-0.6947;-0.96299;-0.941;-0.96937;0.64396;-0.41242;0.77887;0.77916;0.58769;-0.48864;0.16444;0.068818
97;4;Br;24;0.2732;0.063337;-0.19374;-0.39524;-0.029346;-0.46662;-0.23342;-0.25139;-0.16261;-0.78321;-0.06812;0.34027;0.22143;0.17419;0.038462;0;-0.16981;0.090909;-0.47686;-0.63454;-0.79573;-0.96607;-0.88481;-0.59164;-0.99764;-0.96767;-0.92952;-0.87357;-0.85279;-0.87537;-0.86208;-0.8593;-0.90002;-1;-1;-1;-1;-0.93034;-0.86674;-0.90551;-0.84936;-0.90972;-0.70047;-0.25911;-0.94858;0.22751;-0.78515;-0.70674;-0.96366;-0.94413;-0.97338;0.59775;-0.4162;0.68493;0.75976;0.54561;-0.48502;0.15653;0.066452
98;4;Br;25;0.08228;-0.44507;-0.5806;-0.20941;-0.53183;-0.029877;-0.33687;-0.33939;-0.030802;-0.78801;0.039964;0.3373;0.20714;0.070968;-0.26923;-0.22222;-0.39623;-0.13636;-0.94738;-0.82802;-0.97555;-0.95653;-0.85249;-0.833;-0.99077;-0.89952;-0.97637;-0.75652;-0.77218;-0.79168;-0.79003;-0.78601;-0.063528;0.29586;0.29389;0.29403;0.31122;-0.84453;-0.75818;-0.83272;-0.033889;-0.074877;0.074917;-0.82419;-0.95233;-0.74502;-0.94416;-0.92842;-0.96668;-0.94697;-0.97515;0.18734;-0.49687;0.16168;0.52044;0.29224;-0.54601;0.099143;0.027245
99;4;Br;26;-0.3805;-0.31592;0.26205;0.14327;0.25131;-0.055891;-0.64456;-0.57063;-0.044413;-0.79553;-0.16712;-0.15305;-0.38571;-0.44516;-0.55769;-0.63889;-0.66038;-0.54545;-0.69618;-0.76929;-0.7688;-0.96686;-0.97398;-0.96241;-0.52903;-0.96587;-0.65552;-0.81614;-0.86343;-0.88606;-0.87104;-0.86799;-0.028976;0.30781;0.30572;0.30578;0.32356;-0.888;-0.80688;-0.87086;0.0098617;-0.045423;0.10644;-0.64509;-0.94426;-0.43368;-0.89364;-0.86363;-0.96151;-0.93891;-0.97306;0.3394;-0.52732;0.34554;0.61391;0.38654;-0.56384;0.083239;0.017634
100;4;Br;27;-0.21393;0.18861;-0.23211;-0.52735;0.043295;-0.097118;-0.57825;-0.47676;-0.13467;-0.77353;-0.19255;0.022288;-0.05;-0.058065;-0.28846;-0.55556;-0.58491;-0.59091;-0.73302;-0.46803;-0.32779;-0.9907;-0.97237;-0.94958;-0.99331;-0.97724;-0.81805;-0.78129;-0.85655;-0.8775;-0.86288;-0.8579;0.02249;0.30921;0.30982;0.30638;0.32199;-0.85787;-0.77007;-0.8363;0.063647;0.0035218;0.15645;-0.67481;-0.93729;-0.49146;-0.90339;-0.87841;-0.95403;-0.93248;-0.97133;0.37523;-0.46978;0.39303;0.63019;0.40909;-0.52727;0.12155;0.045913
101;4;Br;28;-0.33152;-0.34945;0.091276;-0.295;0.3365;0.60125;-0.59416;-0.56369;-0.16046;-0.80813;-0.20981;0.016345;0.021429;-0.0064516;-0.11538;-0.25;-0.54717;-0.72727;-0.91719;-0.84762;-0.79866;-0.99801;-0.90504;-0.92363;-0.822;-0.80538;-0.95879;-0.77712;-0.8533;-0.87053;-0.86349;-0.85929;-0.055303;0.31017;0.31059;0.30703;0.32492;-0.85372;-0.76898;-0.83807;-0.020027;-0.070785;0.088031;-0.65929;-0.95511;-0.49152;-0.89443;-0.86656;-0.97237;-0.9495;-0.97943;0.21312;-0.55991;0.19198;0.53114;0.31574;-0.58928;0.060611;0.0034356
102;4;Br;29;0.010034;-0.11696;-0.49053;-0.18009;-0.33934;-0.29392;-0.40318;-0.60073;-0.37249;-0.86706;-0.31789;-0.010401;0.05;0.019355;0.019231;-0.27778;-0.39623;-0.18182;-0.84319;-0.9134;-0.94694;-0.89832;-0.81643;-0.79505;-0.90919;-0.86688;-0.94032;-0.72967;-0.84615;-0.86249;-0.85805;-0.85276;-0.096518;0.31018;0.30998;0.3072;0.32669;-0.82213;-0.72373;-0.81672;-0.059609;-0.11146;0.045718;-0.66172;-0.95236;-0.50409;-0.89332;-0.86744;-0.96491;-0.94962;-0.97859;0.13989;-0.46418;0.11373;0.48546;0.26161;-0.51319;0.12329;0.047374
103;4;Br;30;-0.12665;0.1384;-0.094794;0.017756;0.52911;-0.23812;-0.46684;-0.56236;-0.31447;-0.83997;-0.28065;-0.010401;0.021429;-0.058065;-0.057692;-0.083333;-0.32075;-0.45455;-0.88162;-0.86451;-0.82826;-0.99236;-0.093954;0.057804;-0.98888;-0.78916;-0.92549;-0.73437;-0.83393;-0.84497;-0.84784;-0.8409;-0.088226;0.30341;0.30176;0.30103;0.32007;-0.81198;-0.73111;-0.81164;-0.059881;-0.1003;0.059776;-0.70037;-0.95242;-0.5741;-0.90492;-0.8831;-0.96874;-0.94867;-0.97921;0.16628;-0.47596;0.12409;0.50541;0.28528;-0.52643;0.11883;0.04264
104;4;Br;31;-0.01552;-0.17855;-0.41607;-0.087709;-0.19157;-0.34211;-0.38859;-0.34996;-0.16547;-0.77868;-0.095368;0.26895;0.24286;0.17419;-0.26923;-0.25;-0.16981;-0.13636;-0.9229;-0.7314;-0.88451;-0.79574;-0.80569;-0.76135;-0.90946;-0.91826;-0.88649;-0.75528;-0.78576;-0.81594;-0.79491;-0.79948;-0.05423;0.29651;0.29812;0.29289;0.31184;-0.85496;-0.74097;-0.84031;-0.010535;-0.072833;0.08321;-0.80992;-0.95172;-0.70505;-0.94212;-0.92369;-0.96944;-0.94733;-0.97402;0.19205;-0.44734;0.18329;0.51958;0.29829;-0.50583;0.1382;0.050641
105;4;Br;32;-0.08046;-0.19775;-0.22193;-0.34409;0.003622;0.12282;-0.43236;-0.59597;-0.29155;-0.85998;-0.27339;-0.12927;-0.26429;-0.36774;-0.53846;-0.44444;-0.54717;-0.31818;-0.88185;-0.49124;-0.66891;-0.98499;-0.98807;-0.41422;-0.98244;-0.84463;-0.99668;-0.79651;-0.86483;-0.84389;-0.89233;-0.87475;-0.049248;0.30419;0.30207;0.30251;0.31867;-0.81016;-0.82774;-0.85755;-0.067973;-0.037667;0.095179;-0.63105;-0.94884;-0.56306;-0.87067;-0.85018;-0.9626;-0.94085;-0.97536;0.2768;-0.55768;0.16466;0.60275;0.35406;-0.60676;0.061158;0.0052674
106;4;Br;33;-0.013181;-0.21443;-0.2135;0.93098;0.072876;-0.0040813;-0.44032;-0.53374;-0.23926;-0.83463;-0.23342;-0.066865;-0.22143;-0.36774;-0.46154;-0.69444;-0.54717;-0.68182;-0.62237;-0.84494;-0.97674;-0.77129;-0.82803;-0.68357;-0.72945;-0.91247;-0.91782;-0.77435;-0.8507;-0.83463;-0.8775;-0.86237;-0.018825;0.31516;0.31116;0.31461;0.33049;-0.80629;-0.80597;-0.85303;-0.019638;-0.014073;0.10995;-0.68224;-0.93968;-0.61759;-0.89023;-0.86917;-0.95071;-0.93064;-0.97167;0.28328;-0.53365;0.2253;0.59622;0.33734;-0.59888;0.076134;0.015701
107;4;Br;34;0.1661;-0.34317;0.35935;-0.77366;0.98041;-0.039267;-0.25729;-0.63181;-0.61246;-0.89912;-0.5604;-0.29272;-0.25;-0.25161;-0.30769;-0.22222;-0.50943;-0.27273;-0.54587;-0.32075;-0.66051;-0.9782;-0.94634;-0.86485;-0.95203;-0.25557;-0.77246;-0.75979;-0.8745;-0.88994;-0.88579;-0.88563;-0.058093;0.32225;0.31853;0.31998;0.34406;-0.8689;-0.74915;-0.86152;-0.026152;-0.071624;0.085338;-0.58547;-0.95396;-0.39914;-0.86883;-0.8308;-0.96862;-0.94964;-0.97103;0.19031;-0.47676;0.1926;0.51394;0.31146;-0.54275;0.11682;0.032418
108;5;Ps;1;-0.64956;-0.15431;0.49623;-0.060956;1;0.59804;-0.81432;-0.58286;0.046562;-0.72848;0;0.11144;-0.014286;-0.16129;-0.36538;-0.25;-0.4717;-0.36364;-0.92671;-0.85368;-0.79695;-0.98561;-0.96008;-0.95988;-0.97838;-0.48163;-0.59244;-0.63631;-0.80938;-0.82007;-0.82536;-0.82732;-0.095574;0.30757;0.30806;0.30515;0.32038;-0.74872;-0.64119;-0.79571;-0.065131;-0.10758;0.048488;-0.71293;-0.93065;-0.59719;-0.90689;-0.88622;-0.94139;-0.92087;-0.9617;0.18235;-0.59355;0.15367;0.51511;0.2989;-0.66218;0.036066;-0.013303
109;5;Ps;2;-0.31374;0.01612;0.3497;-0.15684;0.73049;0.3496;-0.62865;-0.39012;-0.074499;-0.71364;-0.069936;0.099554;-0.021429;-0.14839;-0.26923;-0.30556;-0.69811;-0.77273;-0.82688;-0.86892;-0.90174;-0.60707;-0.43395;-0.77005;-0.81661;-0.79681;-0.99912;-0.72378;-0.78412;-0.83417;-0.77763;-0.80759;-0.035277;0.29156;0.29661;0.28629;0.30735;-0.84983;-0.68789;-0.83909;0.037507;-0.070688;0.10862;-0.80045;-0.92769;-0.64476;-0.94353;-0.91684;-0.94006;-0.92257;-0.9549;0.32178;-0.4362;0.37005;0.59412;0.38717;-0.54353;0.15463;0.058182
110;5;Ps;3;-0.3414;-0.2558;0.1948;0.4289;0.51416;0.10905;-0.58621;-0.36492;-0.34097;-0.71985;-0.27157;-0.022288;-0.1;-0.032258;-0.25;-0.27778;-0.24528;-0.22727;-0.82278;-0.87511;-0.66899;-0.99232;-0.9277;-0.90993;-0.97271;-0.80325;-0.93541;-0.64214;-0.76244;-0.80483;-0.76071;-0.79305;-0.045116;0.28606;0.29051;0.28111;0.30089;-0.79022;-0.61279;-0.80034;0.015386;-0.075261;0.10503;-0.81978;-0.92219;-0.70395;-0.94743;-0.92314;-0.93389;-0.9162;-0.95159;0.28447;-0.36436;0.29779;0.5766;0.37166;-0.48511;0.20332;0.095977
111;5;Ps;4;-0.29352;-0.13059;-0.26903;0.5152;-0.026783;0.053905;-0.5305;-0.26988;-0.37321;-0.70069;-0.32879;-0.10253;-0.12143;-0.096774;-0.057692;-0.027778;-0.28302;-0.45455;-0.92897;-0.73617;-0.83286;-0.76142;-0.93541;-0.83445;-0.97123;-0.91996;-0.90162;-0.61484;-0.74425;-0.78664;-0.74191;-0.77286;-0.037591;0.27362;0.27907;0.26823;0.28781;-0.7825;-0.57718;-0.77471;0.017986;-0.064925;0.10963;-0.8401;-0.92778;-0.74459;-0.953;-0.93312;-0.93986;-0.92284;-0.95839;0.27248;-0.33715;0.28811;0.56824;0.35578;-0.44997;0.21434;0.10914
112;5;Ps;5;-0.55859;-0.54031;0.043311;0.78833;0.24018;0.61014;-0.75066;-0.48105;0.032235;-0.70162;0.0036331;0.1679;0.12143;-0.045161;-0.26923;-0.25;-0.13208;-0.22727;-0.72439;-0.88825;-0.87628;0.61096;-0.34092;0.17536;-0.96975;-0.8434;-0.91821;-0.55226;-0.78491;-0.77026;-0.80859;-0.80485;-0.077546;0.29059;0.29002;0.28861;0.30139;-0.63907;-0.58052;-0.71834;-0.075755;-0.078693;0.08163;-0.7491;-0.93773;-0.67557;-0.91702;-0.89856;-0.95234;-0.92949;-0.96932;0.1586;-0.49921;0.074554;0.51367;0.29538;-0.57493;0.10058;0.02923
113;5;Ps;6;-0.59982;-0.18443;-0.47066;0.55936;-0.31694;0.061155;-0.78249;-0.78635;-0.49427;-0.8702;-0.4396;-0.18574;-0.13571;-0.35484;-0.32692;-0.36111;-0.62264;-0.45455;-0.87463;-0.88851;-0.74139;-0.91889;-0.68852;-0.92746;-0.99428;-0.92331;-0.70519;-0.61598;-0.85789;-0.85922;-0.87358;-0.87311;-0.21809;0.30996;0.312;0.30607;0.32534;-0.71485;-0.61454;-0.77011;-0.19301;-0.23008;-0.043434;-0.54512;-0.95362;-0.39503;-0.84967;-0.81628;-0.96393;-0.95105;-0.97724;0.053313;-0.57942;-0.0039942;0.4296;0.23452;-0.62022;0.051217;-0.0020252
114;5;Ps;7;-0.78727;-0.20941;0.16079;0.16608;0.71083;0.70077;-0.87798;-0.88191;-0.62894;-0.90772;-0.57766;-0.30163;-0.17143;-0.12258;-0.15385;-0.027778;-0.16981;-0.27273;-0.88727;-0.73656;-0.74157;-0.97247;-0.97768;-0.59702;-0.97209;-0.70054;-0.93035;-0.33696;-0.86372;-0.86186;-0.88129;-0.88287;-0.35554;0.31674;0.32022;0.31251;0.33037;-0.48025;-0.36605;-0.65848;-0.32562;-0.36968;-0.16275;-0.38688;-0.96728;-0.18258;-0.79259;-0.75437;-0.97392;-0.96787;-0.98461;-0.1376;-0.56433;-0.21446;0.3022;0.12655;-0.64237;0.06077;0.0054889
115;5;Ps;8;-0.47494;-0.14673;0.093393;0.06081;0.37888;0.37944;-0.71883;-0.59015;-0.14685;-0.77842;-0.081744;0.20654;0.16429;-0.032258;-0.13462;-0.055556;-0.32075;-0.63636;-0.76408;-0.87588;-0.8734;-0.99651;-0.98357;-0.54669;-0.74075;-0.6481;-0.94862;-0.52604;-0.74176;-0.73489;-0.76788;-0.77672;-0.20808;0.29491;0.29763;0.29149;0.30589;-0.61498;-0.54797;-0.73896;-0.19336;-0.21425;-0.037122;-0.76969;-0.94675;-0.6772;-0.92317;-0.90658;-0.95123;-0.9406;-0.97246;0.04586;-0.60468;-0.047815;0.43538;0.22576;-0.68261;0.032095;-0.016262
116;5;Ps;9;-0.60121;-0.17937;0.083123;0.58903;0.42816;0.34559;-0.81432;-0.50126;0.10029;-0.67552;0.045413;0.21842;0.092857;-0.0064516;-0.038462;-0.36111;-0.58491;-0.63636;-0.85359;-0.85238;-0.8698;-0.19797;-0.6794;0.29985;-0.9355;-0.87111;-0.89669;-0.56635;-0.75427;-0.74256;-0.77848;-0.78098;-0.11816;0.28676;0.28912;0.28407;0.29462;-0.62978;-0.59417;-0.73818;-0.10362;-0.12447;0.040431;-0.78221;-0.93635;-0.70229;-0.92885;-0.91175;-0.94628;-0.92964;-0.9685;0.17835;-0.56684;0.10329;0.52288;0.30348;-0.63115;0.056289;0.0025833
117;5;Ps;10;-0.59177;-0.33608;0.55281;0.7337;0.71417;0.69465;-0.77719;-0.47169;0.098854;-0.68065;0.045413;0.24517;0.15714;0.0064516;-0.23077;-0.33333;-0.4717;-0.45455;-0.96676;-0.8895;-0.93403;-0.99791;-0.99115;-0.90234;-0.99937;-0.86648;-0.84067;-0.55634;-0.74636;-0.73205;-0.77278;-0.77235;-0.11959;0.28478;0.28598;0.28257;0.29333;-0.62518;-0.58858;-0.72956;-0.11091;-0.12282;0.038776;-0.7881;-0.93577;-0.71184;-0.93052;-0.91515;-0.94696;-0.9276;-0.96801;0.15257;-0.56834;0.072146;0.50888;0.28643;-0.63443;0.056095;0.0053223
