number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
101,4,Br,28,-0.9321,-0.96812,-0.93809,-0.9046,-0.95176,-0.76839,-0.86504,-0.88368,-0.79959,-0.66237,-0.77445,-0.94243,-0.88338,-0.97358,-0.84997,-0.77507,-0.89326,-0.9672,-0.93254,-0.84217,-0.9321,-0.99522,-0.95848,-0.96219,-0.9534,-0.938,-0.91069,-0.85122,-0.90063,-0.89108,-0.87483,-0.79694,-0.92339,-0.89432,-0.83154,-0.77134,-0.45193,-0.82974,-0.88291,-0.72991,-0.97422,-0.99638,-0.92949,-0.98141,-0.89642,-0.56689,-0.93835,-0.94989,-0.96461,-0.95863,-0.9344,-0.71232,-0.76389,-0.92757,-0.94139,-0.65026,-0.94545,-0.93632,-0.59622,-0.94441
102,4,Br,29,-0.91722,-0.80357,-0.90717,-0.96968,-0.979,-0.77085,-0.87526,-0.93325,-0.82632,-0.722,-0.90235,-0.93642,-0.92066,-0.81973,-0.89082,-0.70006,-0.86327,-0.88068,-0.92859,-0.88208,-0.91722,-0.98766,-0.99465,-0.90728,-0.96872,-0.96585,-0.93474,-0.85618,-0.9281,-0.92268,-0.69708,-0.65781,-0.90103,-0.66918,-0.68736,-0.69269,-0.69815,-0.84985,-0.30532,-0.91414,-0.97739,-0.94079,-0.92812,-0.99549,-0.83577,-0.93613,-0.91004,-0.86336,-0.62106,-0.91312,-0.96339,-0.87628,-0.92651,-0.83112,-0.88653,-0.55742,-0.81512,-0.92412,-0.83623,-0.93685
103,4,Br,30,-0.759,-0.71721,-0.84936,-0.81119,-0.95598,-0.75729,-0.88192,-0.82968,-0.70766,-0.70191,-0.8337,-0.79526,-0.61967,-0.87014,-0.60806,-0.89715,-0.76861,-0.51036,-0.78776,-0.43644,-0.759,-0.96588,-0.60952,-0.90875,-0.94284,-0.93919,-0.10336,-0.10289,-0.11656,-0.20391,-0.18232,-0.15431,-0.43774,-0.12716,-0.33856,-0.16717,-0.48789,0.41082,-0.81988,-0.2621,-0.90676,-0.71118,-0.87304,-0.95094,-0.85253,-0.56311,-0.81767,-0.87766,-0.8429,-0.80328,-0.93704,-0.79878,-0.95629,-0.82227,-0.89268,-0.69018,-0.87327,-0.73413,-0.66821,-0.69169
104,4,Br,31,-0.94384,-0.97362,-0.95859,-0.92271,-0.90095,-0.86487,-0.77806,-0.91549,-0.79305,-0.80086,-0.6951,-0.88875,-0.82165,-0.9,-0.79315,-0.8303,-0.88066,-0.84926,-0.94582,-0.83695,-0.94384,-0.84649,-0.89064,-0.84413,-0.82565,-0.77722,-0.7776,-0.77348,-0.82421,-0.81699,-0.72642,-0.70994,-0.54335,-0.64294,-0.34358,-0.38274,-0.52481,-0.60122,-0.79925,-0.24327,-0.99948,-1,-0.99033,-0.92465,-0.96541,-0.98827,-0.98245,-0.98876,-0.90606,-0.97707,-0.88757,-0.94158,-0.73186,-0.95064,-0.94629,-0.91385,-0.91382,-0.9116,-0.86423,-0.87968
105,4,Br,32,-0.89886,-0.89634,-0.88603,-0.85737,-0.74409,-0.79138,-0.71942,-0.68127,-0.64627,-0.32021,-0.41219,-0.90007,-0.88865,-0.74675,-0.83836,-0.61382,-0.89781,-0.6997,-0.823,-0.7512,-0.89886,-0.97528,-0.98406,-0.9797,-0.98991,-0.43791,-0.98237,-0.95968,-0.42821,-0.50071,-0.49884,-0.54681,-0.97978,-0.96963,-0.58071,-0.48486,-0.86565,-0.68863,-0.93769,-0.32661,-0.97099,-0.99458,-0.97809,-0.98971,-0.92085,-0.69855,-0.91814,-0.93823,-0.82847,-0.91582,-0.82505,-0.93559,-0.92647,-0.96614,-0.8917,-0.72845,-0.91598,-0.90886,-0.88493,-0.84723
106,4,Br,33,-0.84518,-0.66804,-0.61676,-0.76042,-0.9899,-0.93292,-0.96765,-0.87712,-0.87843,-0.11212,-0.93279,-0.9109,-0.93573,-0.98594,-0.87485,-0.92606,-0.92743,-0.79094,-0.97434,-0.87049,-0.84518,-0.98421,-0.92182,-0.74867,-0.78211,-0.693,-0.82118,-0.77085,-0.64216,-0.75571,-0.66156,-0.6544,-0.76698,-0.88443,-0.59972,-0.61776,0.23227,-0.093476,-0.68914,-0.84862,-0.97278,-0.95988,-0.86702,-0.80346,-0.71791,-0.98405,-0.90218,-0.99626,-0.97773,-0.79795,-0.9717,-0.93309,-0.98076,-0.94293,-0.96985,-0.89338,-0.85474,-0.83414,-0.86042,-0.95737
107,4,Br,34,-0.99883,-0.99977,-0.45628,-0.80237,-0.93642,-0.78624,-0.93976,-0.80941,-0.55899,-0.21125,-0.3568,-0.82771,-0.5971,-0.72183,-0.21351,-0.58968,-0.76157,-0.61016,-0.92562,-0.71197,-0.99883,-0.99225,-0.99289,-0.97097,-0.98939,-0.95811,-0.95686,-0.9548,-0.76864,-0.72072,-0.8387,-0.75553,-0.94951,-0.67158,-0.79633,-0.74153,-0.67988,-0.5922,-0.68015,-0.70455,-0.99987,-0.99945,-0.95693,-0.83322,-0.04598,-0.58628,-0.98125,-0.78148,-0.8342,-0.85796,-0.93675,-0.55706,-0.83378,-0.61027,-0.89283,-0.91282,-0.84727,-0.86119,-0.7695,-0.48819
108,5,Ps,1,-0.9771,-0.97379,-0.93868,-0.95026,-0.95472,-0.92427,-0.85273,-0.85237,-0.91708,-0.89031,-0.76187,-0.97221,-0.83524,-0.88212,-0.79193,-0.94359,-0.99713,-0.7026,-0.88175,-0.78214,-0.9771,-0.98596,-0.98801,-0.98726,-0.95801,-0.97966,-0.9603,-0.95511,-0.94335,-0.93346,-0.92313,-0.8903,-0.88718,-0.95018,-0.83297,-0.5339,-0.91622,-0.87878,-0.91432,-0.78713,-0.97504,-0.98969,-0.95539,-0.92903,-0.52037,-0.91604,-0.52961,-0.99816,-0.93401,-0.98506,-0.96436,-0.98393,-0.95079,-0.87362,-0.95554,-0.92258,-0.68264,-0.91263,-0.90272,-0.5382
109,5,Ps,2,-0.88738,-0.93122,-0.84076,-0.90189,-0.63435,-0.45413,-0.72473,-0.89737,-0.70421,-0.80567,-0.85323,-0.95709,-0.95816,-0.94317,-0.88691,-0.83144,-0.91648,-0.859,-0.90038,-0.82763,-0.88738,-0.50783,-0.58615,-0.62942,-0.66001,-0.43081,-0.52087,-0.40718,-0.2509,-0.40294,0.10096,-0.041018,-0.5032,-0.26282,0.15168,-0.80456,-0.097578,-0.59186,-0.64714,-0.72742,-0.99611,-0.99611,-0.86035,-0.98461,-0.98605,-0.90262,0.41182,-0.87794,-0.74779,-1,-0.93226,-0.95452,-0.99482,-0.93811,-1,-0.90558,-0.96643,-0.88475,-0.60491,-0.94296
110,5,Ps,3,-1,-0.88789,-0.87698,-0.70993,-0.76557,-0.36494,-0.83375,-0.74826,-0.62284,-0.63032,-0.7076,-0.86803,-0.82695,-0.87394,-0.34146,-0.82581,-0.91607,-0.78189,-0.88889,-0.53846,-1,-0.8814,-0.95997,-0.88516,-0.92431,-0.91842,-0.27169,-0.91838,-0.25936,-0.90014,-0.031431,-0.87994,-0.91104,-0.24117,-0.71913,-0.20041,-0.34604,-0.65749,-0.60251,-0.40271,-1,-0.99743,-0.97673,-0.9874,-0.80454,-0.90103,-1,-0.98217,-0.83421,-0.93759,-0.97951,-0.81762,-0.99122,-0.94908,-0.96688,-0.9051,-0.92764,-0.97744,-0.96828,-0.96105
111,5,Ps,4,-0.86258,-0.80832,-0.82108,-0.96645,-0.81004,-0.78363,-0.64006,-0.77843,-0.45264,-0.69262,-0.80591,-0.83618,-0.92084,-0.90319,-0.71993,-0.67465,-0.68039,-0.72401,-0.91145,-0.81878,-0.86258,-0.89875,-0.78961,-0.86812,-0.89096,-0.81611,-0.68799,-0.5452,-0.69517,-0.7157,-0.72377,-0.73108,-0.66289,-0.84985,-0.35712,-0.77432,-0.1844,-0.63509,-0.76743,-0.55437,-0.98456,-0.93081,-0.99228,-0.98666,-0.85551,-0.64395,-0.91842,-0.97355,-0.88685,-0.90821,-0.9238,-0.55483,-0.97607,-0.98592,-0.9648,-0.8902,-0.99712,-0.84108,-0.93838,-0.94756
112,5,Ps,5,-0.7288,-0.75746,-0.83223,-0.60671,-0.82839,-0.77919,-0.82852,-0.84185,-0.9246,-0.72842,-0.72537,-0.94481,-0.91245,-0.96878,-0.86161,-0.96643,-0.86567,-0.7591,-0.94362,-0.8632,-0.7288,-0.94099,0.41639,0.20274,-0.96656,-0.32423,-0.3317,-0.28338,-0.9553,-0.0056556,-0.023822,-0.19472,-0.91972,-0.84949,-0.7979,-0.90018,-0.85562,-0.63299,-0.40783,-0.79476,-0.97175,-0.98948,-0.91308,-0.99366,-0.86824,-0.90931,-0.9884,-0.98019,-0.9725,-0.92256,-0.68434,-0.94339,-0.82816,-0.94993,-0.97762,-0.95649,-0.98358,-0.95877,-0.95375,-0.882
113,5,Ps,6,-0.81961,-0.74645,-0.77735,-0.82428,-0.97057,-0.93398,-0.73095,-0.89142,-0.8343,-0.75516,-0.72068,-0.94319,-0.8822,-0.7339,-0.40749,-0.86106,-0.90419,-0.77573,-0.92726,-0.81677,-0.81961,-0.95863,-0.91969,-0.94694,-0.91175,-0.91603,-0.86823,-0.90887,-0.82612,-0.8637,-0.93834,-0.92043,-0.96008,-0.93245,-0.96054,-0.94412,-0.88152,-0.77401,-0.91874,-0.90063,-0.95483,-0.63609,-0.99185,-0.88284,-0.88596,-0.92658,-0.71627,-0.91056,-0.99905,-0.57755,-0.91152,-0.8401,-0.9237,-0.98075,-0.79462,-0.69306,-0.85042,-0.80043,-0.65448,-0.83902
114,5,Ps,7,-0.74495,-0.44606,-0.93164,-0.93422,-0.86882,-0.75513,-0.67519,-0.66038,-0.49917,-0.59708,-0.73625,-0.85254,-0.79816,-0.86768,-0.43991,-0.75703,-0.83494,-0.82595,-0.92034,-0.79558,-0.74495,-0.76267,-0.97443,-0.98848,-0.98787,-0.98519,-0.97027,-0.83896,-0.95157,-0.75149,-0.8161,-0.77318,-0.91349,-0.83262,-0.88819,-0.75414,-0.61734,-0.5001,-0.72631,-0.76333,-1,-0.92305,-0.85078,-0.9582,-0.85332,-0.71888,-0.55467,-0.70557,-0.47027,-0.81834,-0.72385,-0.89126,-0.67892,-0.80419,-0.85533,-0.548,-0.62611,-0.79812,0.15561,-0.85319
115,5,Ps,8,-0.80436,-0.8697,-0.78798,-0.92847,-0.746,-0.87422,-0.67118,-0.78888,-0.75318,-0.75865,-0.90803,-0.90869,-0.88655,-0.83573,-0.7393,-0.79787,-0.92681,-0.81377,-0.94497,-0.92314,-0.80436,-0.98891,-0.9866,-0.96943,-0.98615,-0.98067,-0.97573,-0.95696,-0.95283,-0.94665,-0.95337,-0.94804,-0.9642,-0.94909,-0.95121,-0.89605,-0.81811,-0.94155,-0.6225,-0.59401,-1,-0.99949,-0.79878,-0.99727,-0.86392,-0.85762,-0.93781,-0.83365,-0.90196,-0.96115,-0.94301,-0.87125,-0.87001,-0.98759,-0.95633,-0.8611,-0.84501,-0.75158,-0.91506,-0.86809
116,5,Ps,9,-0.65016,-0.87382,-0.76738,-0.61297,-0.82217,-0.83486,-0.8129,-0.88265,-0.70986,-0.83895,-0.79301,-0.9015,-0.94009,-0.85619,-0.50904,-0.85243,-0.86383,-0.75734,-0.94519,-0.87842,-0.65016,-0.44018,-0.27912,-0.52082,-0.59255,-0.57796,-0.64083,-0.64369,-0.6375,-0.94761,-0.68215,-0.6362,-0.44279,-0.37089,-0.346,-0.1479,-0.61551,-0.59598,-0.33147,-0.41682,-0.86619,-0.9722,-0.95594,-0.85774,-0.86625,-0.8928,-0.9211,-0.90897,-0.88193,-0.7703,-0.97267,-0.93737,-0.83091,-0.91121,-0.96256,-0.86612,-0.87474,-0.94091,-0.98078,-0.91992
117,5,Ps,10,-0.96434,-0.98318,-0.9998,-0.87855,-0.89089,-0.95972,-0.85033,-0.84096,-0.88497,-0.89004,-0.89053,-0.97065,-0.96599,-0.91895,-0.82483,-0.85657,-0.94639,-0.9307,-0.87851,-0.94203,-0.96434,-0.99588,-0.99505,-0.99381,-0.99434,-0.98937,-0.98676,-0.98583,-1,-0.93836,-0.95603,-0.95619,-0.96068,-0.87241,-0.93239,-0.96332,-0.70308,-0.9116,-0.55143,-0.96377,-0.99899,-0.99975,-0.97029,-0.98367,-0.87899,-0.96253,-0.85341,-0.95934,-0.91916,-0.94205,-0.9462,-0.94324,-0.96616,-0.98051,-0.77889,-0.91784,-0.96039,-0.95415,-0.91446,-0.81708
118,5,Ps,11,-0.97928,-0.91799,-0.83909,-0.85391,-0.97995,-0.9495,-0.87934,-0.94283,-0.7269,-0.75775,-0.64317,-0.87513,-0.84324,-0.93575,-0.92371,-0.87363,-0.91044,-0.8916,-0.91276,-0.80755,-0.97928,-0.98968,-0.91681,-0.93259,-0.89767,-0.92586,-0.76187,-0.81562,-0.59477,-0.59146,-0.60621,-0.61841,-0.76698,-0.64856,-0.65332,-0.60961,-0.49275,-0.61561,-0.73199,-0.28064,-0.98709,-0.865,-0.96385,-0.95051,-0.97048,-0.97833,-0.92177,-0.97129,-0.73094,-0.86735,-0.89336,-0.91027,-0.94239,-0.87923,-0.91796,-0.78157,-0.99698,-0.95077,-0.88643,-0.96108
119,5,Ps,12,-0.54241,-0.71744,-0.73463,-0.91129,-0.91621,-0.84301,-0.76587,-0.91977,-0.73301,-0.81469,-0.88602,-0.83402,-0.88909,-0.91956,-0.73152,-0.7595,-0.89234,-0.80735,-0.84003,-0.6221,-0.54241,-0.96967,-0.97367,-0.97237,-0.99187,-0.97259,-0.99128,-0.73363,-0.96269,-0.95139,-0.7526,-0.90897,-0.79369,-0.96505,-0.65528,-0.40045,-0.57852,-0.63357,-0.82169,-0.78403,-0.77155,-0.95346,-0.793,-0.99089,-0.90106,-0.95472,-0.98975,-0.96546,-0.8846,-0.90101,-0.89085,-0.89063,-0.95504,-0.97459,-0.96964,-0.95226,-0.64316,-0.84759,-0.42216,-0.84639
120,5,Ps,13,-0.98985,-0.96706,-0.77304,-0.7787,-0.93328,-0.86313,-0.85567,-0.84054,-0.6988,-0.42073,-0.71745,-0.88598,-0.9052,-0.93565,-0.66482,-0.80708,-0.88813,-0.90602,-0.98271,-0.81758,-0.98985,-0.99969,-0.90124,-1,-0.99664,-0.98699,-0.97084,-0.98108,-0.99028,-0.98811,-0.96395,-0.74526,-0.85357,-0.97047,-0.91893,-0.93223,-0.55116,-0.87778,-0.74565,-0.82662,-0.99846,-0.99645,-0.93074,-0.97512,-0.93811,-0.91279,-0.75712,-0.87902,-0.92877,-0.93932,-0.98984,-0.99271,-0.97639,-0.79971,-0.99751,-0.98066,-0.9577,-0.88388,-1,-0.98311
121,5,Ps,14,-0.9722,-0.91175,-0.87874,-0.91174,-0.94393,-0.84964,-0.76679,-0.84595,-0.89571,-0.66658,-0.86641,-0.84137,-0.87553,-0.99888,-0.7578,-0.92075,-0.97046,-0.71032,-0.96836,-0.88804,-0.9722,-0.98478,-0.98404,-0.96328,-0.96257,-0.97805,-0.92065,-0.92746,-0.97828,-0.87344,-0.63019,-0.84363,-0.82206,-0.79367,-0.61522,-0.39256,-0.41252,-0.48252,-0.68895,-0.42132,-0.99635,-0.93987,-0.97356,-0.96816,-0.96243,-0.59993,-0.41818,-0.97555,-0.96893,-0.96181,-0.97222,-0.95058,-0.88233,-0.97819,-0.8978,-0.88404,-0.94235,-0.91138,-0.9712,-0.96918
122,5,Ps,15,-0.98594,-0.91209,-0.96053,-0.78946,-0.83475,-0.81143,-0.72701,-0.7946,-0.73314,-0.7459,-0.95464,-0.96991,-0.87756,-0.93116,-0.93979,-0.85332,-0.97831,-0.81647,-0.9705,-0.91238,-0.98594,-0.98573,-0.7811,-0.84181,-0.83665,-0.92045,-0.92703,-0.61996,-0.86193,-0.77209,-0.75647,-0.8672,-0.89035,-0.72112,-0.77771,-0.65337,-0.70247,-0.27777,-0.82658,-0.66451,-0.99887,-0.99529,-0.93815,-0.99826,-0.98989,-0.99905,-0.80029,-0.99739,-0.99728,-0.9361,-0.98888,-0.99316,-0.98423,-0.99335,-0.99836,-0.97676,-0.97472,-0.94682,-0.92287,-0.86237
123,5,Ps,16,-0.98747,-0.96133,-0.97872,-0.83935,-0.89126,-0.78884,-0.89264,-0.72873,-0.51495,-0.35523,-0.73218,-0.96669,-0.77996,-0.8511,-0.77571,-0.84674,-0.86813,-0.85581,-0.9487,-0.91594,-0.98747,-0.94742,-0.99504,-0.99881,-0.96854,-0.95379,-0.91376,-0.68873,-0.83277,-0.90428,-0.81235,-0.86159,-0.90685,-0.67906,-0.66741,-0.82266,-0.72223,-0.62484,-0.83317,-0.724,-0.99952,-0.98054,-0.9971,-0.97159,-0.78207,-0.98672,-0.99912,-0.98275,-0.99745,-0.58198,-0.97879,-0.98242,-0.97854,-0.867,-0.96135,-0.85974,-0.95077,-0.61394,-0.9609,-0.899
124,5,Ps,17,-0.81409,-0.60922,-0.78173,-0.71166,-0.82639,-0.88731,-0.74625,-0.87542,-0.8325,-0.85192,-0.83871,-0.91199,-0.92377,-0.92876,-0.82919,-0.83162,-0.89726,-0.85667,-0.92102,-0.90936,-0.81409,-0.9937,-0.89871,-0.67966,-0.96966,-0.98551,-0.96825,-0.95916,-0.94302,-0.94712,-0.59263,-0.62877,-0.66726,-0.7262,-0.56495,-0.62866,-0.054042,-0.51253,-0.80774,-0.54533,-0.99577,-0.99378,-0.44881,-0.96575,-0.85477,-0.90981,-0.94604,-0.9744,-1,-0.92389,-1,-0.94825,-0.8709,-0.95743,-0.93045,-0.8702,-0.93705,-0.94544,-0.80465,-0.78251
125,5,Ps,18,-0.59713,-0.78292,-0.64974,-0.71141,-0.19125,-0.6062,-0.46767,-0.78687,-0.67125,-0.48967,-0.4688,-0.85476,-0.27361,-0.7831,-0.49592,-0.76666,-0.74935,-0.70109,-0.84222,-0.21069,-0.59713,-0.98638,-0.97728,-0.90862,-0.83789,-0.95903,-0.81127,-0.78708,-0.91369,-0.68003,-0.92645,-0.66651,-0.97906,-0.94087,-0.75439,-0.77176,-0.86489,-0.86107,-0.8956,-0.882,-0.86599,-0.97049,-0.83103,-0.5979,-0.84748,-0.91112,-0.80988,-0.90744,-0.71333,0.96064,-0.89237,-0.83136,-0.89061,-0.13319,-0.93405,-0.48988,-0.94833,-0.7379,-0.61743,-0.88299
126,5,Ps,19,-0.58596,-0.54493,-0.63299,-0.52419,-0.50188,-0.62622,-0.44492,-0.60648,-0.36194,-0.6979,-0.81434,-0.90337,-0.89365,-0.8703,-0.57516,-0.6151,-0.83254,-0.65398,-0.90536,-0.70872,-0.58596,-0.98611,-0.95825,-0.91314,-0.92802,-0.92018,-0.92449,-0.92638,-0.92452,-0.94056,-0.90481,-0.91742,-0.88571,-0.80736,-0.28987,-0.78326,-0.77027,-0.73729,-0.84972,-0.72064,-0.90253,-0.94899,-0.71902,-0.92371,-0.94035,-0.72689,-0.96074,-0.95827,-0.83464,-0.20171,-0.93039,-0.41175,-0.22011,-0.92059,-0.92183,-0.55433,-0.96692,-0.73612,-0.79732,-0.64161
127,5,Ps,20,-0.93702,-0.9152,-0.53697,-0.72904,-0.84614,-0.55921,-0.67922,-0.76297,-0.55303,-0.17554,-0.42971,-0.78044,-0.72305,-0.59458,-0.33736,-0.73893,-0.70163,-0.8088,-0.91287,-0.7601,-0.93702,-0.99274,-0.98645,-0.97361,-0.89568,-0.96957,-0.87677,-0.9526,-0.6484,-0.90728,-0.83991,-0.67048,-0.76224,-0.7752,-0.7027,-0.54763,-0.57624,-0.38225,-0.75236,-0.58412,-0.96102,-0.98585,-0.84017,-0.94124,-0.80132,-0.92938,-0.79559,-0.88764,-0.90444,-0.16593,-0.56003,-0.85221,-0.70367,-0.84806,-0.91133,-0.62945,-0.86352,-0.74285,-0.47385,-0.85573
128,5,Ps,21,-0.96315,-0.97342,-0.78575,-0.46816,-0.77823,-0.61953,-0.63206,-0.73623,-0.62114,-0.52011,-0.63397,-0.83991,-0.8384,-0.82982,-0.25619,-0.80743,-0.93568,-0.79796,-0.87335,-0.73546,-0.96315,-0.21988,-0.44745,-0.55763,-0.98239,-0.9835,-0.07325,-0.31359,1,0.71973,-0.47863,-0.13349,-0.042432,1,0.55365,0.4397,-0.38982,0.2626,0.45136,1,-0.99085,-0.98765,-0.93841,-0.83574,-0.60026,-0.37919,-0.57524,-0.58631,-0.95552,-0.62144,-0.51481,-0.35805,-0.65157,-0.7298,-0.85652,-0.53572,-0.75018,-0.78321,-0.6753,-0.83702
