number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
13,1,Pi,13,-0.43227,0.17651,0.49991,0.4998,0.92173,1,0.44358,-0.27755,0.93057,-0.19593,1,0.0015935,-0.47621,1,-0.59023,-0.65827,-0.51231,-0.66649,-0.44252,-0.08616,-0.43227,-0.14297,-0.30349,-0.30564,-0.00077163,0.37868,0.84555,0.16516,-0.19284,0.074017,-0.3721,0.091823,0.18967,0.57157,-0.25896,-0.65335,0.22774,-0.23038,-0.43865,-0.42603,-0.91112,-0.80098,-0.16226,-0.45767,-0.24763,-0.073016,-0.013214,-0.56812,0.26658,0.047636,-0.28194,-0.24249,1,-0.49612,0.71002,-0.50904,-0.3634,-0.53356,-0.21908,-0.69488
14,1,Pi,14,-0.39344,-0.71116,-0.2764,-0.18393,-0.55271,-0.53652,0.023523,-0.011454,0.070268,-0.33652,-0.71207,-0.54714,-0.74713,-0.74677,-0.54759,-0.77019,0.42965,-0.11361,-0.53435,-0.36828,-0.39344,-0.97515,-0.91432,-0.97323,-0.92375,-0.74867,-0.70338,-0.78749,-0.83363,-0.81769,-0.74205,-0.55272,-0.12866,-0.21113,-0.15437,-0.17671,-0.52368,-0.71239,0.017764,0.13862,-0.99781,-0.53428,-0.96958,-0.58308,-0.83246,-0.97923,-0.254,-0.21698,-0.196,-0.36732,-0.20751,-0.5715,-0.61143,-0.49585,1,0.072675,-0.91106,-0.88638,-0.68079,-0.37947
15,1,Pi,15,-0.33464,0.47141,-0.79283,-0.73084,-0.35544,-0.56273,-0.32496,-0.27248,0.067618,0.16176,-0.8251,-0.015376,-0.028821,-0.83187,-0.48717,-0.63814,-0.35246,-0.5703,-0.43781,-0.40595,-0.33464,-0.85361,-0.77747,-0.55688,-0.41869,-0.70759,-0.74745,-0.38117,-0.56793,-0.80056,-0.7787,-0.76418,-0.83217,-0.79612,-0.76163,-0.88633,-0.44709,-0.86777,-0.58544,-0.57873,0.85266,-0.3314,-0.83568,-0.93573,-0.6853,-0.44152,-0.75536,-0.57743,-0.067925,0.1211,0.36964,0.81098,0.088665,-0.23994,-0.61571,-0.1104,-0.67863,-0.59199,-0.78525,-0.50515
16,1,Pi,16,-0.9995,-0.92446,-0.56161,-0.7069,1,-0.61982,0.0026903,1,0.72147,1,-0.53733,0.77047,-0.35755,-0.48502,-0.04963,-0.58626,-0.10704,0.0409,0.015306,-0.047699,-0.9995,-0.98742,-0.99346,-0.99831,-0.91939,-0.8687,-0.87192,-0.86068,-0.57493,-0.57553,-0.78449,-0.7167,-0.51937,-0.84353,-0.67048,-0.20919,-0.65172,-0.34947,-0.42215,-0.58619,-0.99991,-0.88895,-0.90845,-0.79743,-0.81574,-0.42391,-0.44432,-0.79697,0.66654,-0.27049,-0.59935,-0.54522,-0.19506,0.074723,-0.81993,0.78039,-0.68958,-0.47688,1,-0.081152
17,1,Pi,17,-0.98409,-0.2967,-0.83397,-0.39426,0.41115,-0.3082,-0.20899,0.098184,0.30395,0.16905,-0.67874,-0.36019,-0.37025,-0.37711,-0.65731,-0.70107,-0.10477,-0.55327,-0.1746,0.34718,-0.98409,-0.99935,-0.98336,-0.90494,-1,-0.97609,-0.94947,-0.6881,-0.81118,-0.79072,-0.54106,-0.78569,-0.82457,-0.86658,-0.53505,-0.59028,-0.52303,-0.60805,-0.77056,-0.77586,-0.99766,-0.61627,-0.80971,-0.78307,-0.68545,-0.93755,-0.8824,-0.69727,-0.96025,-0.53419,-0.12888,-0.12577,-0.79418,-0.74794,-0.83279,0.065549,-0.87861,-0.52784,-0.73734,-0.69619
18,1,Pi,18,-0.99992,-0.882,-0.38821,-0.49609,-0.6794,-0.63576,0.09157,-0.13581,0.63803,-0.50625,-0.74857,-0.6826,-0.81769,-0.66714,0.31904,-0.11819,-0.15596,-0.66644,-0.29657,-0.72129,-0.99992,-1,-0.99346,-0.98894,-0.96555,-0.79892,-0.93931,-0.74731,-0.40962,-0.72512,-0.29076,-0.23277,-0.73624,-0.27618,-0.59708,-0.21779,-0.32996,-0.19028,-0.28253,-0.48221,-1,-1,-0.80462,-0.88579,-0.94853,-0.73517,-0.76146,-0.32835,-0.65021,-0.65845,-0.2846,-0.84307,-0.0064806,0.083461,-0.85469,0.48419,-0.84863,-0.75748,-0.42355,-0.1059
19,1,Pi,19,-0.68805,-0.29969,-0.96727,-0.89512,-0.4784,-0.77903,-0.12766,-0.48165,-0.49552,-0.63367,-0.87395,-0.71485,-0.55961,-0.6311,-0.33736,-0.60651,-0.50816,-0.55904,-0.22852,-0.31977,-0.68805,-0.98797,0.12379,-0.88617,0.552,-0.97603,-0.94105,-0.96039,-0.92329,-0.91425,-0.9543,-0.83636,-0.8999,-0.92955,-0.91791,-0.82469,-0.54136,-0.6858,-0.51494,-0.83263,-0.93795,-0.97929,-0.96553,-0.93989,-0.36937,-0.97745,-0.8136,-0.59196,-0.57963,-0.63353,-0.70266,-0.91204,-0.93975,-0.60311,-0.46362,-0.79131,-0.74753,-0.80203,-0.81324,-0.77123
20,1,Pi,20,-0.84256,-0.76066,-0.94868,-0.95988,-0.80643,-0.61817,-0.73381,0.026848,-0.26425,-0.37899,-0.70136,-0.14726,-0.52655,-0.7924,-0.69424,-0.64463,0.158,-0.51375,-0.37146,-0.15898,-0.84256,-0.99396,-0.71579,-0.9403,-0.90918,-0.89832,-0.48639,-0.23001,-0.83289,-0.1975,-0.91699,-0.20982,-0.5993,-0.54846,-0.58845,-0.37515,0.13064,-0.40098,-0.3117,0.0067597,-0.99441,-0.99948,-0.9691,-0.99881,-0.98886,-0.80332,-0.80445,-0.96406,-0.92672,-0.95588,-0.96068,-0.83869,-0.90204,-0.80429,-0.94386,-0.91592,-0.93437,-0.81389,-0.87954,-0.95807
21,1,Pi,21,-0.72048,-0.12342,-0.51891,-0.98359,-0.95841,-0.90832,-0.58212,-0.65087,0.21176,-0.18527,-0.52175,-0.25974,-0.14177,-0.61354,-0.69197,-0.58317,-0.32466,-0.60996,-0.5926,-0.33441,-0.72048,-0.28022,-0.19992,-0.59865,-0.27806,-0.5485,-0.64251,-0.80413,-0.80978,-0.6789,-0.52755,-0.85346,-0.88475,-0.47044,-0.76186,-0.4623,-0.68563,-0.77163,-0.64379,-0.182,-0.99359,-0.8196,-0.97914,-0.99932,-0.98701,-0.55075,-0.54873,-0.98571,-0.99905,-0.79739,-0.54546,-0.45845,0.0054335,-0.92669,-0.91473,-0.77426,-0.77779,-0.15889,-0.89072,-0.63847
22,1,Pi,22,-0.17893,-0.35684,0.70232,-0.70954,-0.16555,-0.45348,-0.33719,-0.026046,-0.26023,-0.46694,-0.78712,-0.72681,-0.33351,-0.79535,-0.69774,-0.69301,-0.72056,-0.29971,-0.72454,-0.25084,-0.17893,-0.96814,-0.66958,-0.91792,-0.85372,-0.91664,-0.58038,-0.59355,-0.79267,-0.69699,-0.73493,-0.68921,-0.7479,-0.80976,-0.80911,-0.61228,-0.70668,-0.90906,-0.66113,-0.53173,-0.96859,-0.97521,-0.92664,-0.91537,-0.52855,-0.91767,-0.87917,-0.72287,-0.90317,0.24308,-0.82766,-0.81038,-0.86807,-0.72267,-0.71819,1,-0.91208,-0.34154,-0.82707,-0.76784
23,2,E7,1,-0.67681,-0.69276,-0.36147,-0.38719,-0.7208,-0.57769,-0.68695,-0.77294,-0.03985,-0.40909,-0.76314,-0.43238,-0.38382,-0.64907,-0.47609,-0.7553,0.40954,-0.49172,-0.5379,-0.7,-0.67681,-0.96214,-0.97596,-0.97708,-0.94773,-0.98769,-0.99249,-0.98726,-0.97825,-0.96726,-0.97049,-0.95683,-0.89813,-0.93117,-0.90295,-0.94014,-0.93321,-0.92917,-0.92569,-0.91489,-0.22929,-0.7516,-0.62224,-0.88711,-0.8223,0.39747,-0.89023,-0.81368,-0.40552,-0.7109,-0.083281,-0.035245,-0.60042,-0.28104,-0.7414,-0.026907,-0.54033,-0.52937,-0.7175,-0.51832
24,2,E7,2,-0.6499,-0.74942,1,0.037796,-0.25547,-0.54794,0.064345,-0.6391,0.69666,0.38317,-0.51099,-0.44245,-0.086687,-0.41192,-0.16102,-0.46594,0.050104,-0.038339,0.56025,1,-0.6499,-0.9763,-0.95083,-0.86722,-0.87986,-0.94148,-0.9384,-0.94217,-0.89048,-0.94331,-0.9272,-0.92915,-0.94105,-0.81071,-0.90163,-0.86148,-0.88597,-0.8816,-0.81538,-0.86686,-0.96798,-0.97501,0.25001,-0.8427,-0.7825,-0.79565,-0.45478,-0.31567,-0.86664,-0.90286,-0.91318,-0.69665,0.068123,-0.61142,-0.79167,-0.63625,-0.78917,0.067447,-0.11536,1
25,2,E7,3,-0.98984,-0.90057,-0.85202,-0.78468,-0.31405,-0.80204,-0.40547,-0.64835,-0.061026,-0.60214,-0.73381,-0.362,-0.56089,-0.81227,-0.54938,-0.39467,-0.39398,-0.46364,-0.45699,-0.33453,-0.98984,-0.83193,-0.8977,-0.90767,-0.79912,-0.88453,-0.64745,-0.90281,-0.86699,-0.72052,-0.80508,-0.69249,-0.68308,-0.71572,-0.83645,-0.42134,-0.87639,-0.58441,-0.44312,-0.8506,-0.99738,-0.94066,-0.70738,-0.9809,-0.7126,-0.80244,-0.51859,-0.60879,-0.64877,-0.81785,-0.67191,-0.4965,-0.54566,-0.72751,-0.81316,-0.7051,-0.78975,-0.76025,-0.5376,-0.40197
26,2,E7,4,-0.51588,-0.14513,-0.4515,-0.70689,-0.74126,-0.62172,-0.63522,-0.35577,-0.081618,-0.22768,-0.81145,-0.87925,-0.5984,-0.70154,-0.65168,-0.68041,-0.6787,-0.76826,-0.68957,-0.41059,-0.51588,-0.88052,-0.94225,-0.89194,-0.85252,-0.48322,-0.91545,-0.94034,-0.9155,-0.28854,-0.81831,-0.12088,-0.034742,-0.81285,-0.25859,-0.39014,-0.58722,-0.7654,-0.078714,-0.16506,-0.97878,-0.8302,-0.85097,-0.94619,-0.8364,-0.85407,-0.7804,-0.78992,-0.79012,-0.80443,-0.87516,-0.90223,-0.92695,-0.33017,-0.90747,-0.65125,-0.88329,-0.92553,-0.87448,-0.52746
27,2,E7,5,-0.90203,-0.52193,-0.73921,-0.96331,-0.6735,-0.74708,-0.51549,-0.73229,-0.52879,-0.67225,-0.79907,-0.48661,-0.86243,-0.83077,-0.80543,-0.6318,-0.52749,-0.65836,-0.72822,-0.19782,-0.90203,-0.98846,-0.96389,-0.79773,-0.82782,-0.81415,0.34778,-0.88117,-0.92243,-0.31043,-0.43106,-0.6765,-0.43317,-0.24976,-0.6282,-0.58361,0.38598,-0.23996,-0.34648,-0.58426,-0.94429,-0.91349,-0.89658,-0.9815,-0.72179,-0.72949,-0.5619,-0.69973,-0.85673,-0.76242,-0.51851,0.29755,-0.79248,-0.29394,-0.85671,-0.61149,-0.68059,-0.74853,-0.7754,-0.50493
28,2,E7,6,-0.68221,-0.25948,-0.26869,-0.737,-0.53046,-0.36761,-0.5035,-0.62456,-0.10674,-0.20217,-0.79097,-0.66612,-0.22951,-0.82818,-0.54284,-0.8352,-0.69469,-0.58908,-0.36775,0.00085617,-0.68221,-0.66251,-0.7289,-0.78422,-0.4065,-0.6529,-0.56262,-0.64939,-0.59842,-0.41453,-0.67523,-0.59379,-0.73188,-0.61332,-0.48467,-0.49935,-0.66586,0.097863,0.44985,-0.10749,-0.93615,-0.93858,-0.81051,-0.8355,-0.65001,-0.3457,-0.27453,-0.26082,-0.35226,-0.67368,-0.32204,0.045722,-0.33859,-0.62739,-0.71269,-0.42263,-0.76249,-0.52589,-0.69808,-0.36162
29,2,E7,7,-0.99933,-0.94237,-0.95881,-0.95195,-0.9203,-0.9166,-0.86013,-0.85633,-0.96938,-0.9437,-0.98248,-0.88601,-0.91665,-0.95855,-0.94566,-0.97535,-0.9689,-0.96842,-1,-0.90383,-0.99933,-0.99991,-0.96397,-0.99702,-0.93614,-0.89612,-0.94815,-0.86499,-0.97819,-0.81736,-0.88548,-0.94775,-0.98257,-0.95376,-0.97354,-0.97508,-0.94961,-0.93748,-0.66766,-0.93768,-0.99986,-0.95964,-0.98739,-0.97049,-0.94937,-0.86909,-0.88935,-0.87914,-0.9709,-0.94583,-0.97377,-0.91667,-0.94881,-0.91129,-0.96819,-0.91856,-0.97392,-0.95934,-0.96521,-0.97412
30,2,E7,8,-0.99837,-0.92141,-0.96398,-0.94443,-0.86157,-0.91488,-0.76183,-0.97146,-0.84356,-0.97268,-0.98431,-0.97618,-0.95486,-0.98006,-0.95097,-0.95428,-1,-0.97006,-0.92712,-1,-0.99837,-0.99192,-0.99644,-0.99573,-0.97951,-0.99018,-0.97472,-0.98257,-0.98236,-0.98369,-0.98182,-0.98052,-0.97829,-0.99253,-0.98821,-0.98297,-0.94935,-0.94002,-0.94602,-0.98474,-0.99959,-0.96523,-0.96768,-0.96547,-0.96912,-0.94131,-0.93315,-0.94442,-0.91117,-0.96998,-0.914,-0.81711,-0.96418,-0.90069,-0.90953,-1,-0.96298,-0.95135,-0.97445,-0.89465
31,2,E7,9,-0.98496,-0.97915,-1,-0.98024,-0.99087,-0.96186,-0.89965,-0.93078,-0.99535,-0.93941,-0.95155,-0.88662,-0.89303,-0.97449,-0.96752,-0.89963,-0.91767,-0.91096,-0.95964,-0.93159,-0.98496,-0.98976,-0.9997,-1,-0.99269,-0.99507,-0.99817,-0.99876,-0.99775,-0.97704,-0.97835,-0.95086,-0.95271,-0.95422,-0.9263,-0.98058,-0.94667,-0.98685,-0.97935,-0.94002,-0.99642,-0.89912,-0.96098,-0.98865,-0.97148,-0.95247,-0.92081,-0.91745,-0.92377,-0.94179,-0.91345,-0.86836,-0.95978,-0.90893,-0.94579,-0.92088,-0.93584,-0.94245,-0.92861,-0.86784
32,2,E7,10,-0.9866,-0.88712,-0.95271,-0.96176,-0.96252,-0.86863,-0.88127,-0.83556,-0.89196,-0.91003,-0.97068,-0.89031,-0.93532,-0.93325,-0.91157,-0.90752,-0.90083,-0.88301,-0.94175,-0.95732,-0.9866,-0.99185,-0.99611,-0.99708,-0.9924,-0.99258,-0.98798,-0.97931,-0.99038,-0.9826,-0.99184,-0.97416,-0.99418,-0.95862,-0.97912,-0.98358,-0.9641,-0.97144,-0.95025,-0.95801,-0.99562,-0.95324,-0.89575,-0.9865,-0.96899,-0.839,-0.80031,-0.96287,-0.81293,-0.94017,-0.93685,-0.75519,-0.84482,-0.82352,-0.902,-0.91133,-0.9715,-0.86926,-0.9532,-0.83099
33,2,E7,11,-0.96034,-0.94688,-0.91915,-0.94076,-0.8824,-0.89374,-0.889,-0.88801,-0.86918,-0.91049,-0.95907,-0.85149,-0.91298,-0.95628,-0.93589,-0.94372,-0.82114,-0.83852,-0.91555,-0.87425,-0.96034,-0.99351,-0.99406,-0.99455,-0.98861,-0.99412,-0.98969,-0.99073,-0.98989,-0.99686,-0.95259,-0.97481,-0.9537,-0.97576,-0.96575,-0.98303,-0.96009,-0.99951,-0.9509,-0.95831,-0.99138,-0.89718,-0.9968,-0.97696,-0.9434,-0.83672,-0.94241,-0.95736,-0.79777,-0.8977,-0.89989,-0.81186,-0.89639,-0.87116,-0.90083,-0.74982,-0.95371,-0.86102,-0.88824,-0.72945
34,2,E7,12,-0.97501,-0.94584,-0.95832,-0.95604,-0.93078,-0.92065,-0.86782,-0.85829,-0.90189,-0.92944,-0.94777,-0.94538,-0.94215,-0.97514,-0.98079,-0.88212,-0.8456,-0.97751,-0.96246,-0.925,-0.97501,-0.9944,-0.99693,-0.99607,-0.991,-0.99505,-0.99334,-0.98058,-0.99766,-0.99359,-0.99984,-0.96233,-0.96914,-0.97011,-0.97192,-0.96185,-0.96703,-0.9669,-0.97655,-0.9399,-0.99839,-0.98152,-0.99881,-0.98838,-0.9519,-0.86794,-0.94256,-0.95311,-0.95295,-0.92264,-0.90042,-0.88224,-0.97975,-0.85445,-0.96821,-0.80591,-0.97019,-0.93262,-0.97586,-0.90423
35,2,E7,13,-0.99995,-0.99692,-0.95032,-0.96841,-0.93864,-0.93584,-0.89986,-0.83584,-0.88967,-0.91418,-0.95511,-0.89758,-0.90013,-0.97782,-0.96331,-0.99732,-0.91925,-0.95163,-0.94907,-0.94107,-0.99995,-0.99291,-0.99823,-0.99726,-0.99081,-0.99429,-0.99053,-0.98605,-0.99514,-0.9921,-0.99278,-0.99361,-0.97942,-0.99572,-0.99396,-0.99293,-0.97401,-0.99483,-1,-0.98527,-0.99999,-0.99226,-0.90039,-0.99101,-0.96424,-0.97407,-0.8814,-0.88469,-0.96068,-0.95122,-0.95547,-0.89459,-0.96578,-0.88038,-0.95837,-0.96764,-0.96428,-0.9492,-0.9534,-0.90514
36,2,E7,14,-0.9928,-0.98173,-0.94345,-0.9372,-0.92259,-0.94905,-0.878,-0.83741,-0.85219,-0.92716,-0.94672,-0.82017,-0.84871,-0.89464,-0.9301,-0.85265,-0.93064,-0.93129,-0.86055,-0.91714,-0.9928,-0.99801,-0.99587,-0.99472,-0.98407,-0.99233,-0.99373,-0.98936,-0.99321,-0.99848,-0.95994,-0.98148,-0.98587,-0.98855,-0.98215,-0.97842,-0.96926,-0.98542,-0.94932,-0.99132,-1,-0.99129,-0.88628,-0.98625,-0.95595,-0.89956,-0.87511,-0.9299,-0.91339,-0.93346,-0.86289,-0.84649,-0.95001,-0.91056,-0.92758,-0.90342,-0.96388,-0.95289,-0.92949,-0.94827
37,2,E7,15,-0.91761,-0.92206,-0.96071,-0.96389,-0.93565,-0.90547,-0.89478,-0.79935,-0.88607,-0.88208,-0.94102,-0.91427,-0.92018,-0.97251,-0.93617,-0.95263,-0.93458,-0.96156,-0.96402,-0.92574,-0.91761,-0.98855,-0.99679,-0.99679,-0.99284,-0.97664,-0.95824,-0.98514,-0.99087,-0.97317,-0.97262,-0.96028,-0.98293,-0.99079,-0.9548,-0.98419,-1,-0.95819,-0.99826,-0.98281,-1,-0.99443,-0.97025,-0.97835,-0.8985,-0.98102,-0.97422,-0.902,-0.97655,-0.88227,-0.92007,-0.90007,-0.8831,-0.86698,-0.95457,-0.91339,-0.93224,-0.9182,-0.96126,-0.94791
