number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
23,2,E7,1,-0.88197,-0.89748,-0.16419,-0.81396,-0.39597,-0.86369,0.089987,-0.82804,-0.32178,-0.7631,-0.40512,-0.36337,0.23068,-0.41159,-0.56358,-0.68424,-0.031367,-0.087921,-0.089351,-0.23401,-0.88197,-0.98423,-0.98541,-0.98559,-0.9441,-0.97748,-0.96924,-0.91168,-0.91219,-0.95798,-0.9496,-0.84637,-0.88278,-0.91342,-0.85892,-0.85081,-0.96601,-0.86049,-0.66631,-0.87166,-1,-0.94724,-0.96712,-0.9593,-0.90728,-0.90868,-0.85927,-0.081796,-0.74819,-0.7611,-0.81574,-0.63842,-0.79597,-0.68306,-0.44296,-0.48036,-0.63429,-0.45804,-0.72846,-0.45709
24,2,E7,2,-0.99547,-0.94573,0.05486,0.79855,1,-0.34695,-0.12252,0.35115,0.47787,-0.84158,-0.64553,0.47948,-0.13542,0.12154,1,-0.8009,-0.27605,-0.32916,0.25894,-0.6153,-0.99547,-0.99463,-0.97078,-0.92838,-0.96946,-0.9476,-0.8641,-0.85956,-0.93433,-0.80638,-0.86169,-0.83384,-0.77784,-0.83352,-0.72393,-0.93096,-0.65835,-0.87404,-0.69328,-0.90839,-0.99734,-0.9751,-0.6489,-0.45383,-0.8362,-0.77216,-0.90854,-0.83849,-0.73007,-0.65058,0.25326,-0.82771,-0.68586,-0.86137,-0.81735,-0.58106,-0.75237,0.55135,-0.49666,0.10495
25,2,E7,3,-0.50904,-0.5596,-0.89596,-0.85566,-0.79427,-0.62593,-0.94234,-0.78759,-0.75873,-0.46698,-0.8034,-0.74281,-0.61804,-0.57834,-0.64036,-0.80896,-0.45754,-0.41946,-0.58172,-0.58065,-0.50904,-0.67037,-0.78574,-0.77721,-0.8083,-0.76843,-0.64172,-0.79299,-0.75354,-0.89155,-0.77148,-0.83053,-0.65276,-0.77275,-0.73102,-0.40603,-0.59647,-0.44675,-0.45624,-0.43881,-0.77704,-0.91687,-0.98424,-0.98988,-0.91828,-0.90365,-0.98693,-0.90756,-0.8745,-0.8699,-0.65999,-0.75561,-0.68796,-0.72203,-0.84894,-0.73939,-0.77702,-0.59259,-0.74537,-0.68539
26,2,E7,4,-1,-0.72003,-0.96143,-0.5034,-0.79455,-0.69598,-0.36353,-0.65611,-0.87614,-0.70174,-0.59613,-0.76712,-0.52532,-0.56516,-0.87815,-0.74552,-0.78565,-0.5035,-0.66203,-0.66875,-1,-0.78324,-0.85905,-0.41787,-0.91313,-0.46549,-0.33788,-0.63901,-0.0024413,-0.79667,-0.7033,-0.21075,-0.049748,-0.64444,-0.75093,-0.13375,-0.041781,-0.31838,-0.03444,-0.13917,-1,-0.72941,-0.99438,-0.97796,-0.89065,-0.70036,-0.89007,-0.82656,-0.59963,-0.91531,-0.83519,-0.87271,-0.92364,-0.82924,-0.86884,-0.75625,-0.73817,-0.77177,-0.76643,-0.78185
27,2,E7,5,-0.98878,-0.65221,-0.93217,-0.56164,-0.77704,-0.61042,-0.6047,-0.83003,-0.61912,-0.66754,-0.39884,-0.68005,-0.30135,-0.61107,-0.49218,-0.45445,-0.38043,-0.63928,-0.51031,-0.54734,-0.98878,-0.96246,-0.91928,-0.73078,-0.80529,-0.87438,-0.82931,-0.85516,-0.26046,-0.28502,-0.37147,-0.075772,-0.6125,-0.34047,-0.68713,0.49824,0.30056,-0.25521,0.76416,-0.74929,-0.97615,-0.68039,-0.87402,-0.89174,-0.53416,-0.48532,-0.56936,1,-0.55538,-0.66453,-0.69037,-0.82975,-0.49626,-0.43097,1,-0.77177,-0.33462,-0.76552,-0.45333,-0.23127
28,2,E7,6,0.049776,-0.52202,0.1466,-0.53732,-0.64045,-0.34572,0.24079,-0.50484,-0.61475,-0.58399,-0.67264,-0.37639,-0.57864,-0.39048,-0.29016,-0.8077,-0.78793,-0.44894,0.25681,-0.79525,0.049776,-0.17717,-0.67718,-0.58438,-0.64765,-0.46893,-0.50705,-0.41366,-0.64856,-0.28291,-0.51979,-0.38278,-0.001482,-0.84263,-0.59522,-0.50484,-0.50685,-0.17915,-0.38288,-0.69398,-0.19728,-0.84859,-0.51443,-0.75143,-0.41957,0.11973,-0.52466,-0.7738,-0.86023,-0.76933,-0.83492,-0.75822,-0.76383,-0.68043,-0.77575,-0.87184,-0.74725,-0.46361,-0.67325,-0.48977
29,2,E7,7,-0.97433,-0.93964,-0.93214,-0.98991,-1,-0.85246,-0.85294,-0.99354,-0.96458,-0.98368,-0.97636,-0.91385,-0.89934,-0.93849,-0.96433,-0.95589,-0.95838,-0.98526,-0.8955,-0.91363,-0.97433,-0.99277,-1,-0.93566,-0.98831,-0.98791,-0.95543,-0.96176,-0.9457,-0.93518,-0.96977,-0.97839,-0.838,-0.70446,-0.82397,-0.7586,-0.86114,-0.88699,-0.9012,-0.73224,-0.99818,-0.88335,-0.95723,-0.956,-0.98841,-0.78328,-0.94973,-0.89263,-0.98984,-0.83233,-0.94957,-0.99763,-0.97939,-0.97917,-0.93525,-0.9083,-0.98448,-0.983,-0.9305,-0.93842
30,2,E7,8,-0.99314,-0.89834,-0.95631,-0.91266,-0.89748,-0.82398,-0.92692,-0.92918,-0.86734,-0.86768,-0.92461,-0.91631,-0.82958,-0.91828,-0.94285,-0.94921,-0.98409,-0.85846,-0.93133,-0.95886,-0.99314,-0.97499,-0.99461,-0.98868,-0.9908,-0.97506,-0.96261,-0.97185,-0.97989,-0.94865,-0.98363,-0.94975,-0.98309,-0.863,-0.80114,-0.85026,-0.88327,-0.81062,-0.85598,-0.8867,-0.99919,-0.93662,-0.93214,-0.88551,-0.94099,-0.9219,-0.85567,-0.85965,-0.91916,-0.84542,-0.95604,-0.88593,-0.90694,-0.84749,-0.94469,-0.92923,-0.75232,-0.70131,-0.85872,-0.83943
31,2,E7,9,-1,-0.94504,-0.96462,-0.93636,-0.9201,-0.92623,-0.94446,-0.97791,-0.88651,-0.96223,-0.97506,-0.96279,-0.92364,-0.92782,-0.99587,-0.97441,-0.9634,-0.9179,-0.93724,-0.94965,-1,-0.97526,-0.99626,-0.99065,-0.98889,-0.98382,-0.98744,-0.86092,-0.9635,-0.90785,-0.91013,-0.90304,-0.89734,-0.95278,-0.94038,-0.9824,-0.95528,-0.90992,-0.95332,-0.98171,-1,-0.8976,-0.97038,-0.91614,-0.77103,-0.90815,-0.96497,-0.83177,-0.97998,-0.95617,-0.92194,-0.78134,-0.96701,-0.91608,-0.96972,-0.88056,-0.82365,-0.81223,-0.74461,-0.85221
32,2,E7,10,-0.98042,-0.89889,-0.9549,-0.95398,-0.94979,-0.83655,-0.96636,-0.92517,-0.96236,-0.95677,-0.87192,-0.91193,-0.91718,-0.91723,-0.92538,-0.96499,-0.98858,-0.91979,-0.89763,-0.87708,-0.98042,-0.9752,-0.99576,-0.99122,-0.98759,-0.98583,-0.98674,-0.98247,-0.95416,-0.9763,-0.96598,-0.97876,-0.99004,-0.95281,-0.96901,-0.93149,-0.95959,-0.94863,-0.97496,-0.97818,-0.9864,-0.99108,-0.95285,-0.94888,-0.91747,-0.83548,-0.9728,-0.9253,-0.938,-0.87282,-0.93939,-0.9291,-0.83963,-0.99315,-0.92847,-0.95587,-0.96453,-0.90274,-0.88693,-0.88648
33,2,E7,11,-0.98474,-0.89329,-0.92883,-0.90361,-0.95029,-0.88324,-0.93091,-0.95252,-0.93014,-0.96543,-0.95572,-0.9675,-0.97049,-0.94438,-0.9338,-0.95566,-0.93219,-0.92428,-0.96272,-0.97779,-0.98474,-0.97278,-0.99685,-0.98915,-0.99134,-0.98944,-0.99298,-0.99458,-0.96911,-0.95743,-0.96419,-0.99997,-0.98008,-0.88331,-0.99054,-0.92143,-0.92828,-0.93014,-0.92591,-0.94041,-0.9969,-0.96116,-0.96577,-0.94668,-0.94433,-0.86621,-0.98258,-0.93477,-0.71491,-0.8591,-0.97954,-0.94765,-0.81431,-0.91463,-0.9684,-0.88184,-0.90534,-0.95325,-0.8766,-0.73853
34,2,E7,12,-0.95293,-0.88044,-1,-0.95696,-0.97923,-0.91686,-0.97767,-0.92452,-0.94568,-0.92886,-0.88484,-0.91602,-0.90585,-0.85994,-0.83003,-0.97469,-0.94532,-0.86954,-0.81348,-0.87477,-0.95293,-0.97106,-0.98978,-0.99897,-0.99146,-0.993,-0.9933,-0.98916,-0.94783,-0.96003,-0.91101,-0.90643,-0.95428,-0.99009,-0.9609,-0.91954,-0.95381,-0.97082,-0.84396,-0.99,-0.99381,-0.99517,-0.99659,-1,-0.9928,-0.99369,-0.9798,-0.89837,-0.98049,-0.9835,-0.95536,-0.93274,-0.93411,-0.95088,-0.90972,-0.95525,-0.94054,-0.96251,-0.88916,-0.95431
35,2,E7,13,-0.87019,-0.82179,-0.81677,-0.91208,-0.88161,-0.82314,-0.84509,-0.92487,-0.90383,-0.93827,-0.88241,-0.94432,-0.93033,-0.85308,-0.93725,-0.99276,-0.90014,-0.87316,-0.91292,-0.94428,-0.87019,-0.95631,-0.99029,-0.99109,-0.98758,-0.98908,-0.98225,-0.98044,-0.98493,-0.9883,-0.99034,-0.98857,-0.97439,-0.96662,-0.98751,-0.97694,-0.99639,-0.98851,-0.97719,-0.97535,-0.74509,-0.89419,-0.9459,-0.94735,-0.90076,-0.92406,-0.956,-0.79424,-0.95491,-0.95311,-0.95824,-0.90807,-0.93749,-0.92683,-0.94836,-0.96659,-0.9145,-0.87839,-0.95067,-0.90554
36,2,E7,14,-0.93691,-0.87711,-0.91153,-0.90749,-0.92784,-0.85291,-0.9204,-0.92499,-0.90973,-0.96633,-0.92009,-0.94906,-0.90094,-0.90614,-0.90291,-0.9324,-0.92183,-0.94201,-0.93478,-0.9734,-0.93691,-0.96994,-0.99649,-0.99434,-0.99332,-0.99358,-0.99021,-0.99896,-0.99708,-0.99038,-0.99502,-0.99711,-0.98198,-0.99468,-0.99897,-0.98162,-1,-0.96916,-1,-1,-0.98565,-0.99561,-0.97913,-0.95488,-0.95403,-0.82941,-0.9342,-0.8725,-0.97664,-0.82723,-0.89286,-0.92006,-0.86144,-0.98865,-0.99239,-0.94925,-0.93152,-0.91925,-0.9367,-0.81121
37,2,E7,15,-0.83732,-0.82444,-0.93177,-0.8503,-0.90872,-0.83906,-0.81692,-0.92657,-0.92924,-0.92246,-0.88182,-0.9334,-0.91677,-0.94043,-0.87996,-0.89202,-0.90065,-0.85499,-0.89185,-0.88953,-0.83732,-0.96345,-0.9797,-0.98497,-0.99479,-0.98373,-0.98732,-0.97648,-0.96116,-0.97937,-0.98509,-0.99206,-0.95626,-0.98142,-0.84867,-0.97919,-0.97562,-0.97839,-0.97579,-0.98703,-0.71392,-0.9225,-0.72982,-0.9392,-0.91964,-0.69781,-0.95153,-0.90069,-0.92233,-0.93233,-0.96029,-0.88558,-0.78018,-0.84148,-0.94196,-0.87397,-0.94865,-0.89261,-0.95499,-0.85269
