number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
11,1,Pi,11,2013.064774,3500.284306,5104.206507,6655.857554,2715.805911,6576.936954,7942.982529,10919.95237,12762.64333,10143.32473,14964.00633,19178.97228,15476.1367,11461.86859,24757.1597,27361.88557,17508.24022,20974.44111,18316.17003,44676.17337,2013.064774,2037.254748,184199.4214,197513.2523,17168.58643,28467.29306,34146.62084,31205.54695,50334.79062,50900.09286,58965.99297,113791.7375,147308.9977,126011.6481,127572.3711,124275.897,57340.68776,70891.97365,113350.9409,103108.0425,701.1593663,1220.448485,836.3279063,2189.53503,6394.950036,19879.18737,4138.622255,10710.3743,12553.92362,6866.787762,6381.733974,9938.235594,10231.7322,10295.24981,13705.87834,13784.91653,12324.16712,13448.14,9051.49527,11546.07183
12,1,Pi,12,894.5443215,5882.587326,1105.172552,2856.561456,4401.372801,6723.778666,6471.092512,13779.78306,8685.240983,9799.212841,13969.34344,14432.32017,16685.53309,14800.2813,16825.67439,13225.31689,12705.25049,15795.8598,24672.41525,14289.94611,894.5443215,18032.39581,29902.79836,31395.56137,111552.9942,114316.5571,113597.8217,114325.9167,71220.74447,123597.7917,125820.1911,122279.0438,157181.9145,132755.6644,135332.35,111996.0254,245866.6205,116057.9703,100198.5798,308422.7037,11.696255,2366.427411,313.593874,1294.234996,998.6956011,3563.833504,2606.166619,2088.569313,5460.475465,12156.43408,6102.113724,3683.324546,6425.178899,3600.210283,3098.251488,2977.438783,6973.331302,3362.468974,5064.931477,4697.972683
13,1,Pi,13,14.62135031,2781.982481,4980.540462,15959.43575,24621.15136,24221.32565,16113.8875,29500.92975,7930.551136,12575.41561,10495.58841,52786.54544,53646.02091,56986.77982,12258.80209,22295.78525,56744.22002,16543.9234,99036.29258,17421.67395,14.62135031,52951.73035,72671.59316,140226.2818,88189.90951,230333.7464,107666.6976,234471.4318,156839.6255,162878.3516,283256.3359,160664.536,278407.8,80590.49422,130889.0579,159455.7293,201484.399,189235.1481,214933.7183,95615.88381,0.324006904,971.1734475,1093.773104,5639.075048,5208.210305,4777.827874,4287.62592,6404.126015,5247.310484,2109.696758,3855.968359,4926.916995,4418.202634,4481.116727,6731.41776,8233.520273,5657.388452,11406.45309,25612.60406,7917.032134
14,1,Pi,14,1337.303251,11143.26776,11945.37932,4121.876512,4067.390206,6156.144686,7119.356773,8721.295118,19522.91972,11364.37138,12072.75075,9738.457048,7731.613851,5637.793277,14011.78778,10199.24824,14523.44144,12386.3776,15955.01649,16569.71445,1337.303251,1523.195166,2541.561412,16563.20558,14445.96955,22198.68501,38238.00748,31477.7815,54565.85184,36795.37867,37516.73095,139140.9119,144108.317,51443.11224,84572.8693,67328.67223,72230.42242,293379.8341,121921.9647,112141.1671,405.9079955,2266.860251,6516.634862,8833.208755,2350.800863,3254.73804,4737.855158,3753.660768,3982.609372,4631.255307,6710.109889,9287.843368,3044.104567,6946.254128,47616.0768,8808.741391,4900.674731,13458.6363,15585.1861,12871.19711
15,1,Pi,15,2045.036709,9599.966286,4333.102726,6942.861444,4803.164944,8801.603629,9436.923549,14541.15905,7284.959856,12157.2127,8501.821592,23955.51612,13683.71157,6775.454136,13780.25314,14473.36515,18770.30309,33043.27073,12925.19855,12129.80591,2045.036709,11477.28768,29100.81858,36128.00605,48871.16152,25146.3458,22386.75726,51205.43616,38276.38711,112598.2252,91322.24662,55313.85222,39613.46341,41058.60002,26918.13299,48149.77646,41588.25857,22622.51717,84586.0928,49925.30263,808.1079994,3058.325954,2103.780095,1911.127613,3648.077616,8873.193165,9710.252709,4920.730191,17041.5213,8972.075736,3949.113534,17516.98087,33043.61937,5813.909841,10623.53308,9844.033072,14123.09197,10961.04932,26511.27675,7015.700943
16,1,Pi,16,2853.965028,7836.914757,2899.341546,4141.562197,21167.61681,20114.08968,13543.07092,7966.610884,20352.11623,12162.46062,12512.16574,11717.72345,24269.60654,20980.46418,8889.812794,19049.6286,25112.98025,21467.3324,22487.1258,32273.9632,2853.965028,16495.21933,10330.49665,11144.53211,5405.549441,24659.27783,15819.59979,32632.63685,88937.7985,85418.8408,99242.07698,60984.43927,48286.38643,68796.50564,92772.80015,96316.53316,76354.10863,43893.14409,94072.20173,146294.0596,169.8778108,1834.981001,1281.978156,4637.930629,6544.779986,12979.19877,7516.470778,8778.030791,11192.10962,6835.27983,11614.36248,7327.761509,19852.42484,11814.11655,12319.63918,9967.547151,16167.30026,14466.68424,9536.142351,17438.99912
17,1,Pi,17,53.83263744,3126.417547,1937.301093,7244.8317,8309.511522,13804.453,16348.19676,15101.99926,9301.590876,4642.70761,10383.8439,12118.83564,9738.078396,7958.084354,15631.50172,15537.08216,16150.6741,22146.68261,17913.59682,10223.71852,53.83263744,57.56244287,1552.625604,14357.98095,51.60666016,3920.992966,23667.98898,67934.79816,118589.3829,35218.79576,42189.76513,47854.38136,61835.84163,51569.50262,51975.30952,42294.19466,33888.62585,98460.41883,141338.7903,44034.28187,0.374541239,21.64334592,714.5239211,1956.085416,1950.31573,2413.149333,3643.748602,6982.718731,8922.310922,8586.421779,3737.559264,2034.524084,5183.702977,2934.549748,3782.875389,4847.017433,5173.850814,2597.591147,6548.156969,2925.879827
18,1,Pi,18,290.5449405,3191.518752,5821.199852,6458.524975,4653.938104,761.7885249,8635.79533,3434.412017,3410.633199,8461.613549,2841.248236,12079.62135,8865.103314,10569.406,12899.5532,21097.35134,13126.07502,16953.70368,20249.50078,20936.34654,290.5449405,277.3710919,1624.923594,1728.250718,3013.040038,9535.145651,13368.55393,17456.73714,34200.66946,32255.2626,115069.6619,52314.3801,51869.64882,92261.91885,109542.0763,22665.31857,109726.4608,104209.8551,47226.45848,97968.77458,0,1636.363483,782.546796,1363.090298,430.1198945,842.1000945,2146.283703,2362.603332,1903.251463,9411.224659,5028.405351,3263.436239,6448.697613,3017.037831,5534.174264,6835.183969,3359.244621,11818.06258,12011.92186,14005.48166
19,1,Pi,19,856.7802254,3232.862053,4883.748325,2273.371761,2442.11928,4354.735054,5718.234347,2137.103167,5602.784699,7265.50702,5500.372899,7656.943714,5518.402074,6883.573049,10380.90268,19607.69637,12320.92364,8334.222946,12260.81398,17102.03651,856.7802254,839.7674096,103294.0002,13921.19826,3570.163962,3513.162147,5362.34156,11847.78306,22691.2357,16639.02954,11414.51708,6630.406332,34314.23119,29683.82363,17132.89123,41642.18795,26693.25503,37812.8151,66267.40838,33374.5141,5.103449181,209.9032705,1974.334564,147.6114428,2611.180023,3280.681849,806.8837599,1704.270869,1923.38626,1759.322088,5991.727381,7643.59487,5883.719798,1275.505013,4321.008048,2746.156307,1636.872175,5449.116172,6109.114112,8434.773568
20,1,Pi,20,1577.178232,552.9278339,5105.616798,1000.377945,10543.46762,4476.202727,6887.078651,7224.369169,7094.584615,8616.517537,6321.468585,10056.66034,16311.83705,13858.17327,14105.41018,17673.88758,13420.49257,11032.8059,11350.05948,12113.42891,1577.178232,1561.198272,2839.214644,27324.57612,23291.02503,19186.85571,14686.52133,59194.0852,63286.44849,81338.57255,151223.1418,121138.0652,89871.07338,108442.3584,90936.19097,85196.90636,163871.919,74666.63539,89958.24098,106063.8887,25.05389825,46.56783133,158.5299304,106.7028266,1451.491187,1274.184722,1164.704341,1217.128219,184.9445337,695.001345,1869.084949,1048.417422,1998.829676,1606.05871,406.5935678,3256.147439,3217.905475,7067.953117,2668.183501,8941.766592
21,1,Pi,21,1375.307792,5791.881386,492.5648238,1720.009068,1560.940918,1289.062041,10677.87764,9791.289127,8063.456183,8185.944773,10432.89306,10971.2642,18058.32312,10212.99123,11476.95733,8579.186162,10944.50571,14012.44996,13282.21612,16065.111,1375.307792,48333.48946,10059.03797,54029.85881,56103.96192,45034.2956,56459.12651,50300.90299,72710.36726,36916.7774,29638.22353,26840.51475,45189.65548,54286.73679,27525.46566,27523.46973,47511.439,101939.7587,53138.93533,50879.6605,198.71997,1247.735547,130.6000669,148.4803526,897.150021,2084.005815,3804.028614,5456.959528,4227.532522,6355.397952,4580.966111,5530.782382,5652.090525,2434.518198,1100.63387,2506.868216,4088.69963,2552.896004,1609.046336,2535.248827
22,1,Pi,22,876.0557865,3554.567888,5154.652474,4876.045538,4902.277266,8433.7787,4876.488539,11334.88837,6072.024222,9263.586531,9443.292975,4942.366326,24870.2818,10342.00459,15440.62379,8253.329531,11643.77096,14451.88189,16111.73415,15636.8254,876.0557865,899.936164,4541.546174,30119.49171,24126.33041,48211.60573,38262.76626,53094.52445,55228.57401,35599.41111,48236.06316,59775.02037,59224.6191,81827.90578,42660.63435,73017.11027,50699.59948,37845.40001,51982.17675,125541.3331,56.15869669,92.60313379,352.6670191,548.4526589,943.7771144,2323.204957,3919.741502,7501.064566,1543.867828,5489.566852,9542.91297,4755.550326,3744.31657,14187.39739,4495.05643,5942.490827,3075.852832,18426.29168,8610.004311,14013.57726
23,2,E7,1,765.8058476,3505.865395,3206.204148,6126.813237,2864.764222,10029.77371,1634.323623,3743.734654,4988.552616,11720.64044,6267.91943,5491.104237,13654.34728,15117.57949,8307.840894,8275.924959,9193.199776,8832.749125,6606.10126,10181.29455,765.8058476,3504.210081,3561.691091,5440.07424,3394.044287,458.7087096,7775.10592,12621.50947,116787.8985,9422.004622,6454.383795,5871.198298,5828.977267,9478.066261,13706.82458,46434.03365,117474.5787,52517.57074,17030.57519,68589.92773,197.4815404,825.5749546,1177.756374,4307.25816,3449.770999,2020.899758,3145.023906,6920.683782,5950.22316,4664.777597,2761.12194,8062.80095,4369.98464,3450.731818,7206.683869,4776.475238,10156.2416,7760.86519,3842.68612,14804.37721
24,2,E7,2,1220.382105,3558.10421,18892.28262,13210.67016,5684.93281,1861.617682,15733.70035,5816.035197,22430.19502,18140.40469,8201.783894,13627.90142,27303.69725,15075.35583,10579.69299,14255.2935,9993.208773,15269.18987,8937.111332,16327.04624,1220.382105,3688.763381,5860.229826,8131.035233,2881.349505,19203.17622,12063.3095,8469.618605,22195.22121,14942.15437,25030.74552,18750.14488,51048.42279,41446.00972,29708.50508,27321.64273,15065.77362,25218.18596,24985.66612,33411.43716,10.05224617,88.46039445,2219.204244,1015.126241,591.7751589,6298.130161,565.4487591,1891.725245,1359.190212,1708.356514,4757.129052,4497.046604,8925.368914,3962.908432,6680.19709,6160.920664,6839.066278,7337.106986,12774.93452,9509.694917
25,2,E7,3,2083.280818,4008.557344,6591.654298,2714.370953,3348.244372,8724.172711,4792.80816,6049.344092,5347.060767,9038.703334,5625.673914,4746.249823,9063.217009,7967.738737,8772.549119,13447.35444,12919.37222,6349.903169,11495.72834,10131.91154,2083.280818,11750.50147,15915.04145,20109.24705,29060.51512,29575.65666,18175.83776,31365.71798,82306.39249,29807.12095,54819.32789,59117.18003,55503.6006,66266.64446,33038.62834,42022.34534,89987.33878,40665.00632,140594.8557,75955.58944,357.3061318,631.3110209,1752.294319,670.6571638,2648.805283,1621.796232,2972.119759,3548.804458,2649.608611,1179.033808,5187.896024,1939.623025,1246.158011,1450.304417,2152.820258,1887.418873,2935.452661,5202.533833,4739.977615,6279.135587
