number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
13,1,Pi,13,1410.934136,6839.956606,9822.816688,15744.38253,14651.46604,25133.49369,12257.72334,5926.508429,14056.95167,9238.410346,53473.80013,13081.07093,8727.518964,55856.85056,8602.034357,7326.128699,7752.69639,8049.067966,10491.3266,12904.9232,1410.934136,54412.18936,63973.94589,83800.75165,79819.12379,165750.4391,222501.318,146582.8498,151742.8384,133795.1406,93219.53832,168317.375,222965.8368,235601.7735,144259.0301,53393.37363,211837.1593,138022.7032,92518.45013,92360.03733,48.48254692,1378.653776,3246.854176,5872.797619,5585.600599,5394.27091,6420.331001,3003.677994,7657.035124,8937.809927,4872.746872,5388.82849,26567.93595,4534.375459,32280.93553,4574.042425,15148.53689,6217.353269,13974.50668,3548.506107
14,1,Pi,14,1507.445323,1725.755132,4756.065286,8617.230237,3542.387131,6079.902741,8757.828158,8068.983229,8005.745087,7721.727077,8262.08531,6378.579808,4773.463254,7938.943043,9407.112704,5278.352865,21085.96201,19163.06658,8958.876181,9345.32303,1507.445323,1577.878279,7884.311831,3326.596933,6132.038397,30672.12899,36261.65851,27113.4527,31730.3339,23702.41769,38932.02933,69143.64219,163503.1053,118975.9856,164350.4128,124371.5449,83744.23856,52703.28783,165156.6064,180541.0138,1.193028376,3225.837063,122.1465993,4518.019469,1259.836593,192.8877648,4863.57982,5389.430079,4892.097137,5460.815935,5356.450451,3125.307597,5297.788913,4536.687434,37720.3919,9653.808617,2391.004596,1866.955508,5932.691639,6834.492897
15,1,Pi,15,1653.56342,8539.000093,1385.515032,2916.349127,5028.670655,5755.000605,5854.253458,5967.377004,7987.102704,13097.02791,5277.36147,12873.79546,15257.26157,5604.520723,10548.00678,7694.535476,10015.29924,9982.727519,10570.02013,8870.036754,1653.56342,9294.698475,20450.56077,53514.73987,46453.92828,35593.78174,30963.36167,78069.51733,81492.26991,25818.47506,33553.53167,36607.09479,32093.66049,31809.62827,47692.03013,18699.7574,96800.71804,25199.40347,69156.32854,68513.22746,1010.64138,4630.982829,640.4154577,708.3702336,2348.331772,3279.198126,1622.205144,2940.459171,5657.628439,9553.370179,9107.105492,12636.58257,14538.74416,6752.56049,7413.031271,8055.137591,7805.378958,5496.868301,4113.158759,5525.090497
16,1,Pi,16,1.255985391,496.8535158,2894.640825,3165.917161,15241.1582,5047.022348,8584.252559,16212.64449,12586.17554,22139.61183,12876.52445,22472.43365,10459.4887,15119.22809,18809.94043,8643.806745,13489.18297,22268.93673,18131.74151,13390.1918,1.255985391,798.9509893,616.9472863,302.7915601,6480.284965,16289.6788,15997.14457,17935.13765,80181.24201,53600.40056,32704.29375,43912.74017,90522.76395,24746.04488,65203.17405,119534.8882,61917.07396,116942.2641,95144.5667,67348.49938,0.05152034187,769.3721725,358.7360199,2202.395743,1383.512906,3380.240386,3633.142688,1448.837819,10047.6862,6272.195811,2810.038335,3306.091803,10793.70709,9477.148982,3582.227453,15833.89197,7550.449418,6916.171314,35207.97203,9942.390306
17,1,Pi,17,39.54052838,4113.667472,1117.002827,6424.772704,10804.5013,8911.213085,6820.498414,8951.724841,9649.447859,13175.60612,9142.43984,8662.114704,10274.08438,18079.55271,7335.486993,6542.959478,13521.26247,10324.8793,14962.58219,18372.49056,39.54052838,41.67756203,1545.017831,11558.2493,44.64594269,3422.34475,6672.636732,39577.65174,35934.92706,27033.18931,68425.15579,33296.58664,33513.13341,21311.20169,91220.40596,62786.4854,83856.07419,71172.63097,39695.91187,37727.00281,1.27534194,2657.936482,740.9241674,2357.464828,2347.228841,432.1210575,800.8821046,2126.218621,323.9739975,4062.63345,5867.405076,6191.897998,2885.614813,2353.941655,3341.018806,9591.57886,3147.061491,6287.853642,4947.755695,3534.885623
18,1,Pi,18,0.2004069856,741.4847292,4026.340664,5363.401441,2587.872552,4849.295183,9324.800031,7067.728769,11999.25825,5890.778589,7298.272417,4724.061987,3743.657997,10123.40739,25771.2899,17208.4777,12796.72294,8049.973259,12927.00831,4891.409507,0.2004069856,0.4965141084,617.4491733,1431.75138,2795.101037,24651.25456,7893.862209,32152.75694,111141.6921,35132.26999,105155.1638,118373.1531,50013.33421,109283.5755,79303.94777,118253.9964,116768.2382,145119.7064,117364.957,83587.48671,0.001939054499,0.2089047941,760.624664,1247.824873,401.2547255,1593.726099,1582.815054,4632.705554,2177.168978,3021.446311,4855.462625,1256.989486,13282.86077,9552.808681,2930.277176,13247.30863,3845.415285,3456.369818,10413.10683,9684.537478
19,1,Pi,19,775.2611241,4096.399943,247.0156237,1203.893291,4102.276687,3072.685221,7498.172601,4283.264853,4026.128487,4516.265923,3987.199689,4330.170933,7510.305021,11111.96513,13376.82651,8273.234329,7811.381889,10209.02645,14062.68241,9957.457348,775.2611241,763.9791949,103210.1538,13820.90781,123950.2965,3430.474202,7685.478118,5430.735331,14938.25248,11782.05759,7785.231609,25500.61876,19443.09656,11928.38154,17668.24556,27878.41442,80730.73357,57409.54523,80376.32312,28861.83193,33.85004987,143.6521414,137.8361418,663.4023037,4685.131853,203.1092962,1245.719185,2841.734243,2599.016192,3230.195628,2138.666871,782.4776862,964.1011105,3607.986314,10265.89092,2109.15624,6200.481994,2907.008321,3625.630747,2753.07843
20,1,Pi,20,391.2766783,1440.586614,368.34301,528.9134794,1630.724141,5067.488172,2447.745767,8377.372484,5652.825182,7263.622447,8544.937275,11262.88327,7992.849471,6687.256609,6638.070093,7575.767929,17240.73505,11119.35726,11677.23061,11986.16342,391.2766783,384.2136272,26114.38271,7295.368352,7295.368352,12741.35374,62351.92919,97025.30947,31868.3022,100272.755,13260.04805,121904.7483,75591.58639,68712.08277,80960.66676,94821.09337,195285.4334,107824.5898,112721.8749,159949.084,3.049208576,3.812904663,124.0079525,26.95092449,102.9969378,1202.60202,1304.874408,313.6372083,524.4134,529.2522227,461.9140705,1287.122965,1461.862527,1865.985389,1257.695738,1021.016418,1848.08473,2760.791402,2470.96717,806.5889277
21,1,Pi,21,694.6778901,5111.981343,3173.32682,281.6857206,485.7092674,1469.504278,3711.554914,2920.756712,9000.950256,9353.396745,13288.00828,9889.04302,13608.74987,11593.72661,6680.93366,8700.367573,10408.73865,9185.395882,7986.775258,9772.676317,694.6778901,45698.40704,73484.60724,48479.11194,57681.6955,54656.67267,43580.3013,25027.55908,36195.98086,40838.28174,70407.67377,22868.92871,22272.09224,80337.49973,47647.80137,81843.64401,56137.95005,42217.70969,59870.38152,130470.7361,3.498027195,1249.685757,85.16615846,21.3973977,116.6794615,2652.265751,2958.142145,166.5200104,92.03578231,1857.207717,3160.208378,3903.089249,13440.12144,806.1881985,1803.9928,2258.035086,5495.622324,10837.01896,2276.258485,4136.226402
22,1,Pi,22,2040.551549,3767.166847,11143.89447,3138.355632,6459.415994,7109.658729,5752.382321,7951.500464,5681.067305,6314.829188,6280.368742,4184.05261,10810.23575,6606.225499,6572.059903,6690.479045,4804.956308,15422.11527,5784.930173,10827.10733,2040.551549,2023.459713,30358.08222,9993.045222,11723.40421,10546.36759,51051.03351,51435.50905,39401.62959,38605.17355,39976.64099,48141.48752,47835.80107,29777.47375,38571.26745,59509.78247,52548.75758,17891.34291,57111.37188,75852.99618,17.13557666,171.877883,288.3403442,928.2737084,3507.738165,546.2218599,821.7744862,1952.328992,665.1778127,10575.46509,1326.341634,1481.849034,1910.323653,2572.753571,5490.814318,17751.59639,2367.167399,8584.922477,3384.789685,2788.348549
23,2,E7,1,803.205968,1831.764682,4200.868844,6498.546128,2275.902174,5569.376846,2838.14566,1937.906131,7231.193511,6938.859433,6913.61474,7780.386644,10076.05856,10618.99056,10757.31887,5550.759592,20801.18059,11562.18887,8899.659457,5160.001035,803.205968,2404.159514,2223.827459,2862.347297,4217.545444,2032.859047,1499.787168,2061.097591,4643.868105,5237.094319,5408.726154,6964.435023,19773.94286,11687.4511,20543.1628,10687.31344,13932.07873,14331.03512,15005.71051,16015.62603,420.4273793,1720.609738,1466.507882,1233.63464,1334.967504,8094.711577,750.2895226,1335.315088,3639.752801,2581.970191,6163.759402,6814.668954,5443.198047,6396.730266,5055.415166,8784.211739,11027.10685,6268.988909,5293.334521,5387.881321
24,2,E7,2,870.0834307,1505.348563,13086.76856,10928.51695,5781.954648,5938.389357,9097.96361,3015.550208,12411.6489,15485.44919,13572.14949,7657.348106,14412.70158,17124.68437,16706.58533,10845.33816,15713.50384,20676.08395,27225.98884,26609.21577,870.0834307,1505.348563,4531.648045,16104.41153,9636.524793,7569.798547,8004.033487,7716.238827,21083.10055,8193.87754,11761.50351,11222.58905,11756.27821,29636.24632,20795.88965,22401.14691,21985.9613,22751.38943,32562.22905,23515.7984,17.4665522,173.3240637,4842.551654,1713.393501,1629.354403,1246.588191,3565.562277,4718.879376,883.5216482,973.4700375,770.5699482,2264.302939,14267.58915,3536.058989,4112.393348,3463.148956,5230.379487,13627.81555,15781.15595,21205.97914
25,2,E7,3,25.25484877,634.5237678,999.193413,2355.181181,5340.567197,2787.427031,5183.430908,2941.079861,7082.248585,4856.395655,7688.179512,8639.981005,7491.678912,6141.943475,9373.450026,12149.39172,9427.60113,12126.7971,10249.90521,9771.149844,25.25484877,10671.06306,9410.558879,11229.27915,16082.38861,14393.38127,42986.85772,12652.32017,25481.13461,35699.27517,29682.53718,47637.98703,59943.06311,43789.09646,33319.05543,87942.81011,23618.75254,75355.60916,91807.07711,26056.34155,1.429186976,411.2350963,1136.991762,220.4391055,2146.409138,1207.655334,3153.007463,2727.39055,2185.799521,1685.804764,2338.51077,3641.3088,6165.878664,2530.836415,3709.332866,2861.971323,5216.871476,3422.184377,8426.754997,6600.082782
26,2,E7,4,1203.143049,4986.918369,3613.272117,3166.040463,2121.795613,5023.432468,3269.146563,5296.761819,6937.406131,8895.925791,5637.843929,2322.053857,6944.150485,9179.708437,7441.789515,6921.042436,5397.4399,6003.167456,6368.604002,8811.463965,1203.143049,7585.993447,5319.350675,13125.43287,11819.0075,62477.99828,10762.6942,7945.946246,16396.70737,89033.29134,27740.43333,135589.5146,181046.8346,29316.90002,144329.8539,92589.71325,72913.19621,43320.39075,149802.1098,133116.0772,11.57752215,1176.286104,581.2323442,595.3418371,1230.666207,911.3052623,1460.328757,1496.7633,1340.864142,1798.255329,1017.627722,849.9897213,1133.094828,5971.308727,1940.321495,3332.218666,3037.878506,1384.252885,2559.042476,5292.730735
27,2,E7,5,243.4764627,2815.985004,1735.50252,493.1196698,2632.312633,3468.921679,4266.798381,2265.198797,3792.089491,4100.000728,5964.690757,7117.902755,3090.603604,5634.456827,4538.548253,7810.502431,7537.792227,8212.439821,5723.571983,11496.05016,243.4764627,732.8661134,3332.618005,24481.77821,13790.58231,22826.91389,162650.1619,15365.72433,15098.59166,86330.55102,84567.06741,50097.23106,106623.9578,113219.7537,73323.96961,63778.68243,238811.8047,136325.7079,107187.4767,67650.33186,30.39261498,599.3701777,404.6815702,213.9079668,2078.399458,1626.356181,2872.972705,2109.551524,942.7576887,2150.288241,3335.379055,9104.25569,2908.050231,6285.009504,2892.332354,3679.385339,7759.814595,3566.651204,4284.810277,5527.376735
28,2,E7,6,789.7791732,4328.103193,4806.405461,2852.118939,3710.017719,8174.486095,4366.668027,3132.635632,6760.691703,9171.049443,6178.59641,4925.386214,12328.22435,5705.564661,9496.841835,4088.63632,5171.164578,9605.170613,11739.1106,14002.81985,789.7791732,21427.37676,24910.40638,26109.95592,47427.69885,42147.61159,53186.65994,44432.95871,75782.18053,73478.3849,48737.30173,62824.32249,50827.13299,59047.19518,100896.9742,76327.01887,59506.66681,196123.5001,233923.2681,142106.1243,34.83203709,425.6350032,737.8393526,1791.082726,2609.320972,3829.163431,4730.883926,5091.516228,3958.086711,2893.841114,4612.134197,7371.703871,8899.146673,3397.777721,5593.839312,5328.555663,5851.885821,6311.864849,5631.424157,7020.404318
29,2,E7,7,1.674918835,393.7065753,302.2335398,611.523169,772.7781673,1366.835078,1395.170775,1266.514791,693.0676264,1171.69984,1121.187709,2239.563931,2299.392783,2129.206313,1890.560196,1524.260898,1289.774083,1979.598784,1187.993426,2588.236138,1.674918835,5.993218095,3325.018259,458.4913979,5143.231231,13004.3126,6831.659093,17394.96008,4655.106746,23743.61651,17884.05388,8361.34113,4000.400103,8321.223716,6982.699667,5483.46469,11136.89955,12860.5877,56071.97576,12455.87432,0.07528682427,279.7234756,53.22906113,332.8192559,395.0692353,825.0842707,755.9614899,890.5937395,260.3019191,613.4273688,376.8298738,750.5958791,844.5869794,939.5039831,801.2889446,997.8997403,926.7770922,967.3699401,978.7212274,639.3559875
30,2,E7,8,4.064031515,514.4483286,268.4919894,689.9368081,1215.343583,1388.113829,2214.263797,339.5241535,1578.03909,859.1291135,1072.938032,1138.102459,1741.57581,1539.273129,1790.367789,1909.877832,849.513577,1946.608741,2404.265116,1374.818948,4.064031515,513.4165574,343.0414788,613.8350564,1680.284487,1734.069554,3636.608384,2649.435509,3874.846753,3208.411686,3746.927536,3319.043895,4799.755537,2543.696857,4162.841047,4309.150346,11181.92296,12411.1552,11770.64441,5106.669188,0.2209899855,240.9941761,129.5048365,387.0796769,249.0052753,410.5473663,472.7756955,447.0341891,617.3202572,411.0571294,765.2355052,1435.576551,641.6980966,1031.323133,1901.680376,286.7605901,1181.684278,1065.875982,817.7864801,1467.298617
31,2,E7,9,37.39304372,181.7894316,33.38064342,316.685669,241.0886254,805.5863362,1065.900251,667.0601968,510.4259784,1217.977699,1938.130887,2232.044874,2644.095158,1692.133371,1477.77909,2909.806442,2014.884552,3134.779779,1861.506378,2237.906695,37.39304372,650.656272,43.69646129,99.06982984,627.9896449,1148.440742,817.2246055,619.1289269,991.2633642,4029.317973,4256.582422,7881.880677,9578.825279,8252.92348,16057.63776,4664.872783,11638.44629,4122.476768,6466.637139,12090.56586,1.95499216,698.9371164,155.4420225,136.6736585,231.4919715,346.5149396,552.5742837,630.3128291,542.0533965,647.2981724,768.8404892,1082.9761,699.786075,959.9728494,1221.477593,977.6359438,1813.686949,1175.601256,1616.267545,1746.578304
32,2,E7,10,33.30104842,712.0263376,342.0559939,509.2356231,454.7400351,1961.660698,1219.032015,1433.746545,1237.646098,1534.9503,1432.906666,2186.979198,2026.79485,2823.240155,2534.32104,2765.395517,2253.175941,3696.644818,2160.042171,1913.382241,33.30104842,517.7635003,374.1145439,451.2201796,651.2653236,1446.489897,2042.23099,3058.550567,2372.454375,3342.63248,2276.29569,4296.752217,1832.761743,7596.063805,5909.580658,4217.649197,8666.151195,6849.527228,11097.37581,9282.11178,2.391551817,324.066935,407.897366,159.901384,249.9466916,997.7861298,1331.624722,321.6934231,1204.569265,660.8644883,616.770385,1861.591203,2217.208708,1699.463404,2042.843326,1061.030007,983.2058065,2077.998983,1187.993525,2130.461058
33,2,E7,11,98.57956507,367.7052222,561.0691678,728.1862742,1058.399912,1650.307829,1154.654511,1011.422117,1397.863713,1530.041277,1739.432758,2661.1002,2352.903456,2191.669827,2075.132372,2103.03214,3381.245644,4590.990242,2597.296602,2961.422214,98.57956507,412.3203726,561.6878368,756.4243794,953.6247807,1262.825525,1837.123253,1626.14956,2464.355118,1582.726007,8036.368965,4198.110673,9393.316267,5043.137139,8477.989833,4300.108314,9350.293183,1880.636768,10994.42908,9234.243792,4.702684273,712.3129212,16.79941181,262.969064,439.2292647,1010.887636,412.9539298,359.1285328,1295.141334,1016.743987,856.9390839,1471.683348,1536.448873,1286.978866,2064.727913,2471.476295,1397.587629,2179.678356,2319.336585,3188.338772
34,2,E7,12,62.12218333,373.7021354,305.3858261,568.9038272,693.8565894,1316.566167,1331.099515,1250.732959,1167.757336,1325.602047,2037.841145,1514.360171,1927.119547,1674.290149,1227.34682,3230.118648,3035.030508,1797.014662,1814.521892,2321.124804,62.12218333,355.8271243,298.6385785,572.2891255,763.0754956,1151.491027,1397.930391,2898.634835,1008.099214,1986.510981,1102.122349,6117.42057,6509.141956,5884.60997,7293.179705,7454.708547,8168.067239,7652.347756,6912.228768,12109.2619,0.8772271099,128.2364104,8.99797358,139.5530775,376.368063,831.6665808,411.9474527,388.0163004,367.6370665,807.7034183,853.4716272,987.4906759,436.1914095,1431.651025,800.959648,1981.647002,1013.730232,1296.800565,793.2953381,1367.461836
35,2,E7,13,0.1436113079,79.4233708,357.6096818,439.926659,634.6316211,1128.167812,1064.164335,1431.471473,1253.755307,1490.168493,1844.003664,2098.160959,2540.397489,1600.632771,1557.407049,1122.349584,1992.517037,2317.085388,2037.962829,2118.316524,0.1436113079,450.3452467,179.5149108,429.2785582,778.6117506,1242.208316,1735.039866,2213.683633,1481.068228,2170.131424,2137.842243,1304.382375,4589.397425,2068.357975,3058.922573,2825.88317,6977.646675,2709.810697,3179.823091,5024.083972,0.006192865958,53.84545639,389.9416767,111.1929485,285.046313,222.5585551,807.3942974,852.8421117,321.4269011,568.2647354,495.7730184,902.5262591,620.509208,1207.183146,985.3946917,569.3600988,1151.299465,1092.421091,1184.451425,1357.988304
36,2,E7,14,17.91656143,166.9395044,402.4616697,765.323979,755.5506669,964.403667,1246.285454,1418.81823,1517.385415,1350.147285,2065.742134,3043.74198,3290.900287,3882.41577,2184.51271,3769.426417,1831.323448,2726.121486,3515.212068,2420.262267,17.91656143,126.9950212,395.6169178,735.7913997,1316.446115,1476.816855,1350.343156,1798.276122,1842.986375,1382.45666,6957.058431,3171.706807,3384.681982,3137.269525,5327.404799,4987.253854,7787.747259,4374.607536,11245.22447,4079.853203,0,60.52054061,444.5514731,162.5846427,346.3895322,650.1978921,848.0632443,545.6933707,604.0998427,717.0498076,1097.401992,1233.420573,828.7304673,945.8772207,1563.049073,1130.120216,1160.498791,1046.82896,1600.98662,908.6951975
