number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
38,2,E7,16,-0.95152,-0.89743,-0.91392,-0.91522,-0.9429,-0.90965,-0.96993,-0.91533,-0.90771,-0.84961,-0.8791,-0.92899,-0.96142,-0.96051,-0.93889,-0.95281,-0.96379,-0.89106,-0.95999,-1,-0.95152,-0.97557,-0.99639,-0.99221,-0.98914,-0.99104,-0.99341,-0.99367,-0.99883,-0.98836,-0.99512,-0.99154,-0.8679,-0.99053,-1,-0.96719,-0.97353,-0.92647,-0.99605,-0.96165,-0.99046,-0.9895,-0.90444,-0.98581,-0.9765,-0.8859,-0.91783,-0.91819,-0.97925,-0.98378,-0.96921,-0.90587,-0.94235,-0.87289,-0.9627,-0.93563,-0.86171,-0.87212,-0.74119,-0.73998
39,2,E7,17,-0.9348,-0.83487,-0.91569,-0.92285,-0.96147,-0.84879,-0.88976,-0.86392,-0.92584,-0.84113,-0.63107,-0.93783,-0.95879,-0.92961,-0.86307,-0.91398,-0.90388,-0.93716,-0.90428,-0.95935,-0.9348,-0.94709,-0.98407,-0.99093,-0.99292,-0.99319,-0.98017,-0.92988,-0.98167,-0.99229,-0.99392,-0.8849,-0.93495,-0.89414,-0.93031,-0.93698,-0.78646,-0.94332,-0.92703,-0.88028,-0.9545,-0.95905,-0.95248,-0.97838,-0.95053,-0.82412,-0.90958,-0.95405,-0.98179,-0.94311,-0.99179,-0.93685,-0.95502,-0.874,-0.92737,-0.96689,-0.80147,-0.81799,-0.94203,-0.80988
40,2,E7,18,-0.93193,-0.80113,-0.97901,-0.9528,-0.94505,-0.92417,-0.94606,-0.97121,-0.94393,-0.93707,-0.9304,-0.89551,-0.98601,-0.9225,-0.92383,-0.84761,-0.96415,-0.83603,-0.98032,-0.87568,-0.93193,-0.93334,-0.98406,-0.99784,-0.9917,-0.99599,-0.99115,-0.98311,-0.97518,-0.97994,-0.97733,-0.95964,-0.98963,-0.97942,-0.94323,-0.96699,-0.89316,-1,-0.95823,-0.85893,-0.96575,-0.9568,-0.94576,-0.99789,-0.97938,-0.5271,-0.95115,-0.93549,-1,-0.99811,-0.98324,-0.93531,-0.94817,-0.97365,-0.90982,-0.97243,-0.92301,-0.93338,-0.8354,-0.70633
41,2,E7,19,-0.98344,-0.91912,-0.9979,-0.9792,-0.94425,-0.92888,-0.97161,-0.96547,-0.91836,-0.95194,-0.92628,-0.87903,-0.95443,-0.93592,-0.80533,-0.98109,-0.92309,-0.9434,-0.9019,-0.84737,-0.98344,-0.97221,-0.99031,-0.99989,-0.98946,-0.99812,-0.97558,-0.96248,-0.93818,-0.96759,-0.89863,-0.98505,-0.95256,-0.96159,-0.97729,-0.97457,-0.94295,-0.96297,-0.9439,-0.89174,-0.99936,-0.91881,-0.9903,-0.99876,-0.97774,-0.94821,-0.9626,-0.8762,-0.91127,-0.91004,-0.98307,-0.92644,-0.96288,-0.72262,-0.72262,-0.96702,-0.82007,-0.76879,-0.84782,-0.60058
42,2,E7,20,-0.9931,-0.949,-0.99547,-0.93279,-0.94452,-0.95083,-0.96504,-0.97222,-0.94697,-0.89771,-0.97613,-0.91867,-0.88384,-0.86076,-0.92965,-0.98813,-0.97787,-0.94453,-0.90795,-0.90348,-0.9931,-0.96854,-0.99917,-1,-0.99521,-1,-0.98116,-0.97389,-0.98278,-0.97804,-0.98053,-0.98256,-0.97944,-0.96403,-0.9834,-0.9484,-0.99159,-0.96145,-0.97914,-0.9562,-0.9994,-0.8284,-0.99873,-1,-0.98322,-0.93979,-0.94424,-0.9085,-0.94474,-0.95801,-0.98061,-0.98762,-0.97348,-0.88756,-0.91976,-0.84948,-0.85059,-1,-0.95275,-0.63485
43,2,E7,21,-0.99298,-0.90789,-0.97002,-0.92846,-0.94372,-0.90495,-0.90929,-0.8995,-0.96667,-0.86244,-0.92193,-0.93946,-0.91563,-0.94729,-0.88245,-0.95381,-0.92372,-0.97188,-0.96082,-0.94094,-0.99298,-0.96868,-0.99426,-0.99388,-0.98944,-0.99157,-0.98734,-0.97232,-0.97187,-0.77378,-0.97504,-0.96367,-0.96266,-0.96169,-0.95224,-0.92041,-0.88452,-0.97412,-0.97689,-0.81333,-0.99425,-0.94993,-0.87669,-0.92192,-0.89314,-0.78244,-0.79423,-0.80207,-0.93257,-0.8663,-0.94828,-0.95998,-0.83247,-0.78413,-0.87035,-0.88805,-0.78056,-0.81551,-0.64619,-0.82558
44,2,E7,22,-0.97337,-0.8885,-0.99575,-0.97488,-1,-0.9546,-0.93776,-1,-0.96576,-0.90555,-0.92061,-0.96144,-0.93994,-0.87906,-0.91676,-0.93436,-0.97978,-0.93545,-0.93229,-0.93639,-0.97337,-0.98862,-0.99345,-0.99295,-1,-0.99689,-0.98749,-0.99186,-0.99445,-1,-0.98578,-0.77665,-0.98889,-0.99081,-0.8145,-0.96955,-0.93828,-0.97239,-0.94664,-0.55232,-0.97718,-0.98439,-0.92986,-0.97616,-0.99896,-0.85493,-0.9265,-0.9522,-0.99793,-0.87093,-0.98214,-0.87419,-0.94916,-0.84804,-0.87574,-0.96043,-0.8865,-0.95383,-0.72848,-0.86177
45,2,E7,23,-0.99202,-0.96213,-0.96134,-0.91927,-0.954,-0.92037,-0.95199,-0.87883,-0.93276,-0.88979,-0.86858,-0.87418,-0.89018,-0.93958,-0.84604,-0.95019,-0.93539,-0.91373,-0.95587,-0.92546,-0.99202,-0.99721,-0.99265,-0.9962,-0.98258,-0.99099,-0.98344,-0.98712,-0.98539,-0.97475,-0.98457,-0.9612,-0.99216,-0.83048,-0.97727,-0.98212,-0.89551,-0.68378,-0.86264,-0.81086,-0.99193,-0.99562,-0.99818,-0.96821,-0.99827,-0.92471,-0.90421,-0.70679,-0.9829,-0.95517,-0.98407,-0.93052,-0.9667,-0.88122,-0.94029,-0.8708,-0.88599,-0.92412,-0.88626,-0.92355
46,2,E7,24,-0.99782,-0.92226,-0.98509,-0.90409,-0.88906,-0.8878,-0.91035,-0.95061,-0.99624,-1,-0.97744,-0.94317,-0.92997,-0.9515,-0.94481,-0.98635,-0.9741,-0.92559,-0.97134,-0.98813,-0.99782,-0.97347,-0.99485,-0.98844,-0.97948,-0.9927,-0.98524,-0.8163,-0.89818,-0.99214,-1,-0.92368,-1,-0.98821,-0.95644,-0.98079,-0.89842,-0.96533,-0.96146,-0.94917,-0.99906,-0.92379,-0.99476,-0.99641,-0.9638,-0.78395,-0.81958,-0.83421,-0.96621,-0.94829,-0.994,-0.97635,-0.94953,-0.98678,-0.9509,-0.98873,-0.877,-0.69718,-0.881,-0.81088
47,2,E7,25,-0.99988,-0.92209,-0.97054,-0.94385,-0.9532,-0.85456,-0.84476,-0.82268,-0.93382,-0.90166,-0.91834,-0.96273,-0.95218,-0.90949,-0.89123,-0.94379,-0.87772,-0.9396,-0.95901,-0.87324,-0.99988,-0.97342,-0.99424,-0.98716,-0.98585,-0.97979,-0.95547,-0.97713,-0.91448,-0.99679,-0.93433,-0.96432,-0.93316,-0.94054,-0.97119,-0.97739,-0.97102,-0.92819,-0.964,-0.94075,-0.99977,-0.96102,-0.96963,-0.92761,-0.94084,-0.62084,-0.94477,-0.93507,-0.89674,-0.93284,-0.97137,-0.9129,-0.93771,-0.93513,-0.88818,-0.86375,-0.86318,-0.81993,-0.83247,-0.702
48,3,x5,1,-0.86584,-0.86745,-0.9503,-0.81703,-0.76263,-0.9375,-0.81861,-0.9435,-0.94788,-0.89508,-0.76052,-0.88913,-0.89055,-0.88073,-0.71013,-0.95945,-0.81779,-0.71898,-0.77846,-0.74092,-0.86584,-0.95509,-0.9892,-0.98996,-0.96411,-0.96534,-0.99538,-0.9587,-0.9582,-0.9834,-0.96799,-0.98174,-0.95152,-0.96821,-0.98098,-0.98137,-0.92614,-0.95387,-0.96927,-0.94596,-0.83578,-0.9255,-0.86997,-0.71028,-0.92122,-0.8495,-0.93325,-0.87119,-0.63479,-0.54641,-0.96366,-0.93353,-0.92142,-0.77068,-0.8034,-0.68746,-0.71075,-0.89714,-0.65433,-0.85138
49,3,x5,2,-0.92565,-0.91484,-0.62846,0.12449,-0.47488,-0.51133,-0.86367,-0.67207,-0.52272,0.59692,-0.47758,-0.69604,-0.55885,-0.60882,-0.40821,-0.71343,-0.4039,-0.20029,-0.3816,-0.40787,-0.92565,-0.66781,-0.76458,-0.84287,-0.83834,-0.65827,-0.73442,-0.9143,-0.73182,-0.5951,-0.60696,-0.62688,-0.83975,-0.90612,-0.63066,-0.8366,-0.76767,-0.55738,-0.61738,-0.53413,-0.84433,-0.90252,-0.52739,-0.55706,-0.64663,-0.23237,-0.32679,-0.73542,-0.62432,-0.76121,-0.92524,0.22082,-0.79334,-0.56576,-0.4756,-0.13546,0.49217,0.39868,-0.24497,0.99532
50,3,x5,3,-0.91769,-0.68629,-0.72546,-0.73334,-0.55322,-0.63537,-0.72899,-0.52963,-0.73585,-0.5835,-0.37484,-0.7136,-0.85589,-0.66708,-0.65137,-0.78921,-0.68774,-0.36004,-0.63902,-0.35793,-0.91769,-0.85181,-0.96718,-0.93692,-0.95469,-0.93576,-0.91423,-0.89735,-0.7904,-0.97308,-0.85275,-0.47027,-0.77447,-0.97473,-0.77584,-0.93058,-0.85661,-0.67583,-0.91326,-0.52734,-0.9577,-0.80128,-0.67629,-0.70399,-0.70589,-0.80618,-0.72787,-0.30143,-0.7936,-0.90443,-0.92142,-0.97015,-0.8745,-0.4501,-0.4296,-0.42119,-0.42696,-0.21368,-0.79777,-0.77475
51,3,x5,4,-0.7918,-0.86538,-0.85618,-0.40172,-0.57357,-0.7248,-0.81549,-0.58368,-0.78853,-0.09759,-0.42017,-0.78646,-0.80936,-0.52474,-0.46479,-0.48975,-0.44787,-0.41367,-0.39652,-0.5129,-0.7918,-0.95449,-0.98113,-0.9549,-0.94412,-0.86072,-0.9729,-0.95492,-0.91804,-0.76906,-0.91225,-0.91151,-0.72398,-0.8656,-0.89567,-0.39032,-0.5056,-0.59682,-0.61863,-0.79282,-0.96461,-0.97481,-0.91007,-0.6969,-0.58179,-0.82902,-0.61171,-0.30959,-0.44894,-0.12166,-0.90833,-0.70168,-0.63618,-0.81172,-0.61171,-0.11637,-0.38652,-0.40661,-0.59322,-0.55842
52,3,x5,5,-0.99145,-0.88411,-0.72635,-0.67857,-0.91303,-0.68366,-0.85003,-0.91231,0.11709,-0.43162,-0.724,-0.94365,-0.92382,-0.44537,-0.9095,-0.70714,-0.76872,-0.77303,-0.56201,-0.40794,-0.99145,-0.85494,-0.92425,-0.92447,-0.87383,-0.87857,-0.79986,-0.78896,-0.26555,-0.33963,-0.63383,-0.60614,-0.45668,0.14522,-0.4943,-0.011215,-0.62778,1,-0.33361,-0.23956,-0.99421,-0.96243,-0.9852,-0.97386,-0.55511,-0.75431,-0.56187,-0.96433,-0.85841,-0.964,-0.99633,-0.97494,-0.96221,-0.46221,-0.62077,-0.89012,-0.57121,-0.93591,-0.60328,-0.33604
53,3,x5,6,-0.98145,-0.92386,-0.85623,-0.9814,-0.40277,-0.85796,-0.82711,-0.89592,-0.76033,-0.053835,-0.79387,-0.48934,-0.73468,-0.71148,-0.44403,-0.433,-0.57208,-0.53519,-0.23751,-0.69986,-0.98145,-0.90469,-0.8896,-0.89846,-0.85169,-0.92564,-0.73189,-0.73336,-0.69039,-0.8592,-0.69358,-0.72673,-0.64532,-0.70803,-0.63793,-0.63594,-0.37165,-0.58983,0.074322,-0.32562,-0.98356,-0.9573,-0.95554,-0.98855,-0.92636,-0.30812,-0.47076,-0.92327,-0.67559,-0.89648,-0.96309,-0.91052,-0.8099,-0.73698,-0.86041,-0.87825,-0.63389,-0.58172,-0.72673,-0.49114
54,3,x5,7,-0.99743,-0.97746,-0.84377,-0.77618,-0.73734,-0.92909,-0.8995,-0.57295,-0.79024,-0.39889,-0.28779,-0.53533,-0.45661,-0.62244,0.76203,-0.45435,-0.74657,-0.36156,0.27839,-0.93274,-0.99743,-0.54541,-0.84413,-0.88022,-0.8441,-0.87117,-0.82299,-0.76124,-0.81047,-0.846,-0.82102,-0.91585,-0.67341,-0.88785,-0.40962,-0.74123,-0.80359,-0.59562,-0.61102,-0.85059,-0.99379,-0.97136,-0.95673,-0.88357,-0.98013,-0.62668,0.18694,-0.60075,-0.043407,-0.033423,-0.95416,-0.77256,-0.93523,-0.68544,-0.66936,-0.82436,0.76745,0.44192,-0.87216,-0.58486
55,3,x5,8,-0.7278,-0.58366,-0.62951,-0.61619,-0.70803,-0.94032,-0.87746,-0.59269,-0.82765,-0.7824,-0.44372,-0.91188,-0.44271,-0.78332,-0.61542,-0.76437,-0.46279,-0.17733,-0.30955,-0.4425,-0.7278,-0.90228,-0.85852,-0.64481,-0.89857,-0.8728,-0.57255,-0.76542,-0.67532,-0.70807,-0.79767,-0.6758,-0.72111,-0.02137,-0.35427,-0.18576,-0.21445,-0.17845,-0.44717,-0.65306,-0.57026,-0.61862,-0.15216,-0.79019,-0.97105,-0.90919,-0.91552,-0.96988,-0.7973,-0.96488,-0.94933,-0.83883,-0.85732,-0.72007,-0.68874,-0.76216,-0.50119,-0.056235,-0.64548,-0.61477
56,3,x5,9,-0.5524,0.55442,-0.20284,0.73629,0.10114,-0.49295,-0.32362,0.75456,-0.40578,-0.41187,0.025242,-0.48037,-0.24068,-0.47364,-0.61609,-0.12146,-0.69537,-0.60703,-0.57703,-0.79647,-0.5524,-0.90998,-0.80736,-0.85565,-0.82744,-0.93051,-0.80038,-0.86824,-0.87235,-0.83998,-0.45996,0.69165,-0.83375,-0.4079,-0.91446,-0.43247,-0.74519,-0.52914,-0.76874,-0.59428,-0.31471,-0.47839,-0.018077,-0.40893,-0.7715,0.074277,-0.54342,-0.21796,-0.31794,-0.43344,-0.91638,-0.45305,-0.52461,-0.42655,-0.31712,-0.29538,0.61895,-0.24609,-0.67943,0.30691
57,3,x5,10,1,1,-0.44501,-0.85904,-0.9653,-0.47387,-0.84862,-0.34588,-0.44042,-0.55881,-0.67852,-0.41418,-0.65158,-0.77353,-0.4288,-0.41374,-0.73083,-0.72765,-0.5751,-0.36689,1,-0.36483,-0.76045,-0.67455,-0.98762,-0.84196,-0.77602,-0.82362,-0.79108,-0.986,-0.9667,-0.94819,-0.88494,-0.87856,-0.88166,-0.64516,-0.88141,-0.91837,-0.93506,-1,-0.26489,1,-0.73231,-0.59199,-0.87743,-0.6876,-0.80907,-0.84615,-0.78806,-0.89148,-0.96527,-0.89785,-0.63805,-0.26029,-0.79151,-0.60627,-0.68452,-0.53796,-0.86366,-0.77856
58,3,x5,11,-0.89998,-0.49255,-0.77879,-0.61601,-0.20377,1,0.90003,-0.37834,1,0.18619,0.61211,0.060755,-0.17997,-0.58691,1,0.20683,-0.10896,0.63231,0.24815,-0.23513,-0.89998,-0.83006,-0.9391,-0.95589,-0.95584,-0.94952,-0.85228,-0.82243,-0.84526,-0.83786,-0.9614,-0.72464,-0.66358,-0.90288,-0.8818,-0.74674,-0.86114,-0.83013,-0.85588,-0.92776,-0.76279,-0.65069,-0.8359,-0.69952,-0.48272,-0.42951,1,0.26386,-0.27104,0.62616,-0.57031,-0.072123,-0.17495,0.16855,0.59304,0.10262,0.73202,0.079793,0.24873,0.55051
59,3,x5,12,-0.99993,-0.53825,-0.47127,-0.51726,-0.57912,-0.79986,-0.58929,-0.44719,-0.72014,-0.58796,-0.62434,-0.72323,-0.74865,-0.65137,0.080869,-0.6558,-0.73639,-0.69307,-0.46827,-0.79191,-0.99993,-0.87981,-0.95477,-0.86903,-0.9474,-0.88753,-0.80914,-0.91083,-0.86376,-0.92628,-0.90177,-0.90455,-0.78113,-0.86836,-0.94405,-0.71947,-0.80492,-0.84907,-0.88293,-0.79148,-0.9998,-0.7309,-0.64458,-0.8643,-0.92481,-0.91633,-0.60842,-0.69245,-0.76171,-0.82738,-0.89301,-0.72355,-0.57773,-0.37656,-0.65622,-0.6002,-0.74941,-0.92595,-0.026289,0.12382
60,3,x5,13,-0.8638,-0.96256,-0.90241,-0.64053,-0.76242,-0.72624,-0.32279,-0.051982,-0.67449,-0.4361,-0.52058,-0.39777,-0.69683,0.17351,-0.040295,-0.70987,-0.13781,-0.013247,-0.20714,-0.17372,-0.8638,-0.47161,-0.99358,-0.547,-0.52306,-0.94177,-0.8579,-0.63136,-0.5811,-0.64242,-0.84335,-0.89327,-0.9411,-0.89106,-0.68601,-0.51502,-0.84343,-0.8096,-0.82399,-0.78853,-0.93355,-0.97397,-0.96263,-0.44364,-0.80817,0.03052,-0.48967,-0.1368,-0.76139,-0.7458,-0.93898,-0.77965,-0.8963,-0.40694,0.33502,-0.54949,-0.13713,-0.5795,-0.40581,-0.28635
61,3,x5,14,-0.60918,-0.2782,-0.67124,-0.53361,0.034067,-0.84813,-0.67811,0.37419,-0.22102,-0.55395,0.33464,0.48814,-0.69449,-0.73859,0.089007,0.15848,0.32055,-0.35753,0.2578,0.35932,-0.60918,-0.84448,-0.8695,-0.62251,-0.8037,-0.85727,-0.67289,-0.25335,-0.61612,-0.55722,-0.62352,-0.19741,-0.85267,0.90631,-0.55186,-0.52,-0.6494,-0.59639,-0.65643,-0.52605,-0.78979,-0.8417,-0.92332,-0.83151,-0.9446,-0.88093,-0.78063,-0.73636,-0.86632,-0.84909,-0.91313,-0.79326,-0.7943,-0.58173,-0.25439,-0.55908,-0.25579,-0.5152,-0.51714,-0.06045
62,3,x5,15,-0.88335,-0.6988,-0.86403,-0.70928,-0.85841,-0.8421,-0.80277,0.15543,-0.42238,-0.53189,-0.48624,-0.36689,-0.46257,-0.25591,-0.67352,-0.27416,-0.31975,-0.58377,-0.10489,-0.14234,-0.88335,-0.90672,-0.95383,-0.96391,-0.46311,-0.96194,-0.67937,-0.25316,-0.38352,-0.71367,-0.62678,-0.78439,-0.68834,-0.44014,-0.76285,-0.76184,-0.76783,-0.81342,-0.87629,-0.22358,-1,-0.94165,-0.97867,-0.96237,-0.87728,-0.97247,-0.88745,-0.83262,-0.72527,-0.89283,-0.93428,-0.48721,-0.84734,-0.55156,-0.29591,-0.6302,0.71034,-0.49833,-0.28431,0.006396
63,3,x5,16,-0.72751,-0.94582,-0.28715,0.15342,-0.62635,-0.68782,-0.65958,-0.44402,-0.7337,-0.45035,-0.61349,-0.56182,-0.62859,-0.79672,-0.57917,-0.41835,-0.63211,-0.27159,-0.1974,-0.65361,-0.72751,1,0.32966,-0.42177,-0.38323,-0.10964,-0.38957,-0.87506,-0.81468,-0.86027,-0.99026,-0.84472,-0.74418,-0.85639,-0.88743,-0.85027,-0.85304,-0.75632,-0.92294,-0.85679,-0.94666,-0.84796,-0.85322,1,0.60145,-0.71007,-0.6258,-0.92055,-0.8642,-0.9,-0.92333,-0.82941,-0.83528,-0.78468,-0.66123,-0.72786,-0.21025,-0.58602,-0.49469,-0.57259
64,3,x5,17,-0.73683,-0.013008,-0.32117,-0.52294,-0.64824,-0.81069,-0.72446,-0.53049,-0.86402,-0.67863,-0.82573,-0.60752,-0.98778,-0.6258,-0.55601,-0.57459,-0.51016,-0.26915,-0.66689,-0.47712,-0.73683,-0.82058,-0.83034,-0.81064,-0.64451,-0.90956,-0.49611,-0.9052,-0.66133,-0.89103,-0.56017,-0.76625,-0.84372,-0.85522,-0.8993,-0.63454,-0.75256,-0.76508,-0.73211,-0.10902,-0.76626,-0.28188,-0.31518,-0.86724,-0.88075,-0.89577,-0.48064,-0.94507,-0.89964,-0.68168,-0.95934,-0.91186,-0.92515,-0.87972,-0.57974,-0.7007,-0.93762,-0.80591,-0.77842,-0.46782
65,3,x5,18,-0.89237,-0.50176,-0.99226,-0.73109,-0.92067,-0.79143,-0.82256,-0.67045,-0.70504,-0.0603,-0.43673,-0.17864,-0.45132,0.28016,-0.52651,0.35738,0.33971,0.096042,0.1502,-0.057721,-0.89237,-0.96622,-0.92249,-0.9961,-0.93586,-0.95502,-0.8211,-0.66448,-0.66056,-0.9554,-0.88416,-0.80003,-0.70143,-0.8719,-0.78626,-0.71994,-0.62431,-0.48945,-0.74359,-0.41558,-0.83082,-0.44396,0.67773,-0.48359,-0.82172,-0.90285,-0.48535,0.3185,-0.60661,-0.90002,-0.93627,-0.49424,-0.90846,0.57604,-0.2039,-0.25651,0.77128,-0.084544,0.28198,-0.23381
66,3,x5,19,-0.99638,-0.99716,-0.84082,-0.75542,-0.24881,-0.38604,0.068173,-0.34936,-0.14229,-0.53318,-0.16316,0.19641,-0.27481,0.094486,-0.2857,-0.83715,-0.49601,0.31306,-0.76605,-0.26807,-0.99638,-0.93244,-0.66501,-0.86172,-0.71865,-0.93088,-0.86993,-0.8029,-0.89519,-0.69751,-0.58617,-0.81426,-0.96316,-0.77333,-0.96732,-0.62486,-0.77867,-0.74493,-0.86105,-0.79443,-0.99975,-0.99465,-0.4596,-0.99186,-0.81024,0.59891,-0.89956,-0.67456,-0.62592,-0.4251,-0.7271,-0.74491,-0.74995,-0.3177,0.54154,0.20761,-0.73681,-0.16904,-0.38063,-0.75866
67,3,x5,20,-0.75978,-0.17602,-0.59067,-0.48595,-0.50292,-0.67041,0.24589,-0.0017254,-0.51452,-0.084545,0.70489,-0.30925,-0.43377,-0.15154,-0.40711,-0.76246,-0.2607,-0.72855,0.14804,-0.021071,-0.75978,-0.7661,-0.83927,-0.94469,-0.86232,-0.91166,-0.65656,-0.65084,-0.78234,-0.74303,-0.95083,-0.65348,-0.88009,-0.55137,-0.70513,-0.61151,-0.82652,-0.67072,-0.62016,-0.75039,-1,-0.69905,-0.83699,-0.72922,-0.93287,-0.15539,-0.42796,-0.52111,-0.66691,-0.85487,-0.94359,-0.67521,-0.843,-0.5703,-0.51805,-0.65201,-0.37063,-0.79215,-0.6239,-0.39659
68,3,x5,21,-0.47229,-0.67611,0.11931,-0.46535,-0.51493,-0.25864,0.34555,-0.63857,-0.80373,-0.75548,-0.79856,-0.91895,-0.50295,-0.21193,0.16371,-0.24,-0.14764,0.10695,-0.25516,-0.6053,-0.47229,-0.89132,-0.84805,-0.93731,-0.90935,-0.86413,-0.92765,-0.90377,-0.96289,-0.9307,-0.86352,-0.9162,-0.8463,-0.91604,-0.90723,-0.62741,-0.78671,-0.87377,-0.5814,-0.47846,-0.79541,-0.91153,-0.21339,-0.62937,-0.6646,-0.22931,-0.38606,-0.29198,-0.79454,-0.38047,-0.82525,-0.72751,-0.71392,-0.54718,0.2086,-0.61585,-0.63259,-0.52534,-0.30103,-0.64505
69,3,x5,22,-0.82894,-0.26705,-0.773,-0.2928,-0.98792,-0.59513,-0.64229,-0.80084,-0.86136,-0.75032,-0.65362,-0.5978,-0.78076,-0.92993,-0.89276,-0.74629,-0.42791,-0.7841,-0.57074,-0.70883,-0.82894,-0.7548,-0.91868,-0.98056,-0.98561,-0.88738,-0.79292,-0.90879,-0.98072,-0.93787,-0.8861,-0.89052,-0.57865,-0.84942,-0.92086,-0.90012,-0.87815,-0.94089,-0.77617,-0.88992,-0.857,-0.60709,-0.94422,-0.55021,-0.70601,-0.40259,-0.28832,-0.49835,-0.6799,-0.64116,-0.90927,-0.58598,-0.72741,-0.3734,-0.77504,-0.55228,-0.6316,0.15216,-0.3109,-0.67647
70,3,x5,23,-0.99981,-1,-0.99171,-0.16043,-0.92274,-0.63693,-0.96314,-0.87597,-0.66582,-0.80939,-0.7789,-0.90344,-0.93588,-0.89714,-0.87546,-0.95669,-0.82634,-0.98007,-0.95288,-0.93844,-0.99981,-1,-1,-0.85213,0.068972,-0.34114,-0.96674,-0.9303,-0.9987,-0.94933,-0.90043,-0.98475,-0.93417,0.13172,-0.96536,-0.98969,-0.86177,-0.93241,-0.059457,-0.77708,-0.99997,-0.99817,-0.9952,-0.91797,-0.81431,-0.7112,-0.84886,-0.85507,-0.93432,-0.91853,-0.96843,-0.81753,-0.92116,-0.88516,-0.94701,-0.9244,-0.95453,-0.91791,-0.92428,-0.85845
71,3,x5,24,-0.92237,-0.87051,-0.87301,-0.63151,-0.73975,-0.9516,-0.78118,-0.72432,-0.99084,-0.69777,-0.6895,-0.8032,-0.89047,-0.95693,-0.73691,-0.55638,-0.92054,-0.88224,-0.53692,-0.94933,-0.92237,-0.98511,-0.99496,-0.99668,-0.98736,-0.99655,-0.98261,-0.97648,-0.97453,-0.99217,-0.97319,-0.98057,-0.8468,-0.73018,-0.85038,-0.98832,-0.83876,-0.9569,-1,-0.97281,-0.99854,-0.99955,-0.99405,-0.93102,-0.92667,-0.97283,-0.9906,-1,-0.99779,-1,-1,-1,-0.98351,-0.87254,-0.978,-0.97143,-1,-0.93062,-0.92332,-0.95368
72,3,x5,25,-0.93895,-0.88934,-0.94024,-0.86449,-0.96229,-0.94434,-0.99394,-0.79892,-0.95994,-0.75127,-0.93949,-0.98024,-0.99381,-0.88078,-0.93926,-0.94954,-1,-0.99137,-0.95717,-0.90252,-0.93895,-0.98849,-0.98746,-0.95938,-0.97514,-0.96596,-0.95222,-0.9041,-0.96348,-0.98102,-0.96699,-0.94829,-0.95168,-0.91204,-0.97949,-0.91342,-0.82842,-0.96611,-0.92443,-0.75431,-0.97379,-0.85514,-0.97218,-0.9377,-0.94731,-0.85278,-0.90486,-0.87145,-0.89587,-0.93914,-0.97487,-0.94189,-0.98615,-0.95735,-0.83571,-0.89646,-0.89332,-0.79653,-0.92517,-0.80872
73,3,x5,26,-0.93631,-0.79896,-0.90462,-0.89656,-0.89445,-0.91917,-0.92552,-0.92554,-0.97871,-0.80665,-0.89313,-0.94305,-0.89328,-0.91777,-0.74326,-0.97656,-0.95345,-0.84507,-0.91218,-0.91201,-0.93631,-0.93316,-0.99003,-0.98661,-0.97148,-0.99592,-0.96382,-0.96823,-0.9715,-0.9789,-0.97337,-0.96136,-0.96875,-0.98202,-0.95865,-0.93044,-0.90388,-0.97661,-0.99332,-0.93052,-0.95768,-0.86744,-0.94728,-0.97748,-0.9494,-0.89814,-0.85608,-0.91692,-0.97078,-0.97246,-0.9916,-0.94431,-0.94888,-0.95581,-0.8697,-0.98713,-0.39514,-0.88294,-0.889,-0.6801
74,4,Br,1,-0.97679,-0.76323,-0.80244,-0.74249,-0.74129,-0.87776,-0.74313,-0.92076,-0.87861,-0.54099,-0.96811,-0.44922,-0.84648,-0.48085,-0.83185,-0.84322,-0.74923,-0.050511,-0.83299,-0.59459,-0.97679,-0.9202,-0.90617,-0.89335,-0.97493,-0.97532,-0.9427,-0.91646,-0.88059,-0.94707,-0.88475,-0.90663,-0.91142,-0.85658,-0.93564,-0.90413,-0.85876,-0.74796,-0.74949,-0.744,-0.99234,-0.91166,-0.98574,-0.99568,-0.69386,-0.72568,-0.85256,-0.79094,-0.94891,-0.78961,-0.99089,-0.76636,-0.95418,-0.80379,-0.83354,-0.81842,-0.758,-0.89347,-0.81627,-0.028883
