number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
11,1,Pi,11,-0.45122,-0.87713,-0.67625,-0.57062,-0.8047,-0.72488,-0.60352,-0.50046,-0.67898,-0.38367,0.88354,-0.57715,-0.53656,-0.089517,0.082384,0.15658,0.016199,0.090039,0.49675,-0.098842,-0.45122,-0.89379,-0.71511,0.71812,-0.46308,-0.71366,-0.57708,-0.39634,-0.6115,-0.36734,-0.42561,-0.041099,-0.25622,-0.62585,-0.28838,-0.61635,0.24334,-0.33951,-0.038983,-0.60082,-0.9661,-0.85635,-0.93423,-0.89962,-0.83742,-0.77503,-0.77016,1,-0.78577,-0.42133,-0.89437,-0.58416,0.20326,0.066679,-0.11948,-0.46503,0.77496,0.39137,0.15889,0.61521
12,1,Pi,12,-0.44184,0.45263,-0.34636,-0.58915,-0.79511,-0.70096,-0.66403,-0.83975,-0.30489,-0.64393,0.068694,-0.64593,-0.64625,-0.51607,-0.60881,-0.55236,-0.30967,-0.28252,-0.44543,-0.49951,-0.44184,-0.34141,-0.79825,-0.62218,-0.62863,-0.68913,0.0058114,-0.26106,-0.33133,-0.043297,0.0068207,0.20636,-0.41405,0.31209,-0.72083,0.52868,-0.26818,0.79837,0.019344,-0.58721,-0.4157,-0.22006,-0.44369,-0.61284,-0.87253,-0.026373,-0.99104,-0.85323,-0.89643,-0.92926,-0.95554,-0.79951,-0.65972,-0.58135,-0.54658,-0.79839,-0.54015,-0.066901,-0.43275,0.016566
13,1,Pi,13,-0.51419,-0.45864,-0.96044,-0.90214,-0.70047,-0.86078,-0.87945,-0.37935,-0.59648,-0.20679,0.0022152,-0.19699,-0.63408,-0.53296,-0.48225,-0.57777,-0.58507,-0.58795,-0.65748,-0.55591,-0.51419,0.39271,-0.1912,-0.099353,-0.53457,-0.59949,-0.34063,-0.05815,-0.34069,-0.65212,-0.14373,-0.54468,-0.66101,-0.45503,-0.36628,-0.312,-0.32592,-0.86258,-0.63285,-0.41222,-0.41435,-0.68894,-0.99783,-0.99106,-0.97825,-0.79239,-0.82245,-0.8267,-0.81236,-0.82494,-0.9679,-0.833,-0.81871,-0.80242,-0.86912,-0.67388,-0.8272,-0.48187,-0.21098,-0.27591
14,1,Pi,14,-0.4385,-0.75603,-0.11124,0.56893,-0.472,-0.59542,-0.18769,-0.070346,-0.42669,0.013739,0.31271,0.13164,-0.43988,0.046086,-0.45015,-0.039477,0.091232,0.86609,0.72638,0.73323,-0.4385,-0.8792,-0.94873,-0.82183,-0.75293,-0.31606,-0.8228,-0.17065,-0.7977,-0.49213,-0.5232,-0.40468,-0.23936,-0.37299,-0.57692,-0.0083791,-0.37463,-0.39387,-0.17978,0.06858,-0.88354,-0.93107,-0.68396,-0.77303,-0.55527,-0.59644,-0.32028,-0.081893,-0.58364,0.027772,-0.85938,1,0.082039,0.34448,0.83313,-0.10198,0.61205,0.61799,-0.091623,0.5394
15,1,Pi,15,-0.68041,-0.050745,-0.62629,-0.67217,-0.2705,-0.56681,-0.73927,-0.60863,-0.69007,1,-0.019413,-0.0099462,-0.68396,-0.64583,0.43935,0.27414,0.00023297,-0.36052,-0.099976,-0.0094237,-0.68041,-0.71149,-0.65996,-0.73713,-0.47376,-0.87973,-0.5013,-0.83597,-0.93926,-0.76533,-0.64145,-0.71318,-0.58596,-0.74848,-0.67895,-0.77186,-0.69862,-0.67496,-0.91351,-0.57349,-0.93334,-0.45896,-0.87671,-0.91659,-0.90147,-0.74707,-0.74704,-0.86418,-0.85241,-0.25509,-0.89373,-0.55522,1,-0.1442,-0.0096699,0.050557,0.35573,-0.58394,0.14765,1
16,1,Pi,16,-0.98854,-0.55767,-0.78134,0.31484,1,-0.23152,-0.39973,0.5575,-0.045272,0.25537,-0.34567,-0.1375,-0.067354,-0.42192,0.71203,0.40108,0.15008,0.37824,0.3686,-0.14874,-0.98854,-0.85563,-0.93735,-0.97024,-0.86591,-0.91418,-0.85932,-0.86104,-0.8902,-0.18307,-0.21136,-0.92531,-0.24033,-0.68399,-0.60262,-0.15908,-0.87867,-0.61966,-0.60325,-0.043091,-0.94213,-0.49245,-0.66796,-0.47215,-0.86541,-0.62294,-0.28533,-0.45985,-0.32204,-0.019927,-0.54283,-0.52937,-0.26822,1,-0.022955,-0.22812,1,0.53722,-0.11703,0.38777
17,1,Pi,17,-0.99732,-0.39646,-0.91855,-0.29238,-0.44454,-0.64012,-0.30533,-0.2468,-0.4784,-0.15006,-0.15746,-0.22921,-0.39338,-0.32463,-0.19832,-0.04391,-0.25471,0.35647,0.27934,-0.055565,-0.99732,-0.99975,-0.9999,-0.88981,-0.92547,-0.96696,-1,-0.62278,-0.81263,-0.37143,-0.78728,-0.4621,-0.64086,-0.4859,-0.44323,-0.82494,-0.094144,-0.27561,-0.77633,-0.1081,-1,-0.85966,-0.96782,-0.7328,-0.98629,-0.45646,-0.97661,-0.8829,-0.97599,-0.97751,-0.97278,-0.83577,-0.86976,-0.72063,-0.63609,-0.76511,-0.79303,-0.85145,-0.84548,-0.71209
18,1,Pi,18,-0.9514,-0.67351,-0.8219,-0.57542,-0.67958,-0.62881,-0.40117,-0.25128,-0.59734,-0.4307,-0.23989,0.82325,-0.80856,-0.65059,0.50052,0.80245,-0.3606,-0.27211,1,0.24918,-0.9514,-0.98897,-0.98484,-0.97061,-0.96219,-0.88772,-0.87321,-0.74903,-0.92752,-0.61408,-0.82662,-0.33889,-0.74243,-0.48958,-0.44193,-0.56828,-0.5202,-0.621,-0.61468,-0.1955,-0.9969,-0.81437,-0.95043,-0.96079,-0.91791,-0.46676,-0.88912,-0.90373,-0.8869,-0.91818,-0.90922,-0.82773,-0.8143,0.26154,-0.42541,-0.44807,-0.36744,-0.15894,-0.87373,0.073844
19,1,Pi,19,-0.81911,-0.49408,-0.55927,0.44968,-0.9003,-0.66716,-0.70664,-0.7701,-0.78227,-0.731,-0.044977,-0.20193,-0.6153,-0.26452,-0.49734,-0.35757,-0.32732,-0.49234,0.33902,0.45853,-0.81911,-0.96746,-0.02991,-0.24004,-0.95249,-0.97474,-0.88807,-0.91935,-0.79449,-0.94614,-0.74637,-0.88243,-0.88899,-0.59471,-0.75516,-0.7125,-0.53843,-0.42026,-0.88706,-0.77848,-0.99267,-1,-0.86606,-0.85006,-0.61465,-0.92318,-0.59971,-0.90486,-0.97137,-0.70465,-0.91915,-0.80473,-0.84462,-0.60077,-0.71243,-0.89268,-0.85611,-0.51199,-0.059861,-0.083081
20,1,Pi,20,-0.6951,-0.59968,-0.96529,-0.92072,-0.6728,-0.76187,-0.32438,-0.55134,-0.82299,-0.30866,-0.013671,-0.64466,-0.27277,-0.63349,-0.3132,-0.32388,0.069385,0.0068506,-0.23503,-0.24768,-0.6951,-0.9441,-0.76886,-0.77271,-0.75822,-0.63501,-0.16016,-0.47373,-0.74408,-0.47608,-0.34443,-0.54886,-0.36992,-0.25859,-0.4339,-0.1552,-0.00076666,-0.21652,0.018293,-0.27019,-0.93293,-0.96323,-0.94272,-0.99337,-1,-0.89836,-0.77784,-0.86789,-0.92075,-0.95057,-0.98222,-0.90243,-0.86522,-0.63948,-0.66021,-0.77133,-0.75134,-0.77962,-0.73655,-0.37213
21,1,Pi,21,-0.93271,-0.81246,-0.79644,-0.19893,-0.87901,-0.85859,-0.72209,0.11235,-0.77701,-0.29485,-0.25422,-0.59413,-0.54726,-0.67763,0.16008,-0.70398,-0.49169,-0.21661,-0.2712,-0.10721,-0.93271,0.78028,-0.89747,-0.56694,-0.63148,-0.7674,-0.56892,-0.70683,-0.8466,-0.86031,-0.70172,-0.88279,-0.7716,-0.1378,-0.89026,-0.47904,0.17404,0.0063227,-0.8347,-0.54752,-0.98697,-0.94854,-0.97184,-0.79426,-0.97503,-0.92465,-0.93611,-0.90624,-0.71215,-0.91178,-0.97817,-0.97024,-0.95675,-0.9534,-0.69756,-0.77711,-0.18215,0.19887,0.14857,-0.53219
22,1,Pi,22,-0.99837,-0.92538,-0.73246,0.035352,-0.28074,-0.14366,-0.25793,-0.1684,-0.17335,0.38726,0.59324,-0.47739,-0.75907,0.26998,0.34932,-0.041633,-0.6764,-0.47057,-0.2265,-0.17696,-0.99837,-0.9995,-0.97004,-0.77888,-0.65153,-0.76901,-0.7321,-0.60848,-0.44436,-0.67413,-0.8262,-0.464,-0.89648,-0.56126,-0.75975,-0.54321,-0.63707,-0.66092,-0.66302,-0.52108,-0.99851,-0.92472,-0.79935,-0.90483,-0.28648,1,-0.016592,-0.13474,-0.39668,-0.88006,-0.81844,-0.42929,0.065231,-0.72743,1,-0.37572,0.24053,-0.32395,-0.21052,-0.1475
23,2,E7,1,-0.774,-0.75053,-0.64587,-0.61694,0.46456,-0.76767,-0.50717,-0.65397,-0.71956,-0.37288,-0.15968,-0.33956,-0.834,-0.12277,-0.39041,-0.5979,-0.51288,-0.30601,-0.54517,-0.51793,-0.774,-0.93234,-0.9728,-0.93949,-0.92642,-0.96046,-0.79668,-0.9097,-0.89286,-0.88889,-0.93852,-0.89537,-0.9334,-0.86891,-0.94728,-0.93527,-0.88876,-0.82086,-0.87235,-0.86351,-0.35025,-0.60325,-0.26107,-0.23657,1,-0.81198,-0.60483,-0.7528,-0.7751,-0.29125,-0.9068,-0.79128,-0.88309,-0.4254,-0.3081,-0.63434,-0.55258,0.069274,-0.32336,-0.047667
24,2,E7,2,-0.99391,-0.9549,-0.93987,-0.50484,-0.82603,-0.45955,-0.44754,-0.6855,-0.7954,-0.64655,-0.031225,-0.25698,-0.6215,-0.45588,-0.59819,-0.89023,-0.70929,-0.55785,-0.50885,-0.30643,-0.99391,-0.9668,-0.98708,-0.95518,-0.81624,-0.97632,-0.93185,-0.86027,-0.88746,-0.87561,-0.89467,-0.75982,-0.75327,-0.89548,-0.89957,-0.89313,-0.88508,-0.86351,-0.92181,-0.83356,-0.99375,-0.97349,-0.97047,-0.91583,-0.90674,-0.034683,-0.80308,-0.73435,-0.74997,-0.83891,-0.95237,-0.78493,-0.94799,-0.64559,-0.013933,-0.60462,0.48916,-0.66757,0.21863,-0.78383
25,2,E7,3,-0.97664,-0.84375,-0.73291,-0.84901,-0.77955,-0.66053,-0.23402,-0.43097,-0.6996,-0.18538,-0.54254,0.2059,-0.80222,-0.54348,-0.24982,-0.36398,-0.47177,0.27185,-0.55018,-0.45267,-0.97664,-0.7361,-0.95525,-0.79702,-0.82193,-0.79857,-0.61031,-0.82819,-0.63499,-0.97467,-0.94738,-0.68568,-0.56502,-0.66184,-0.60901,-0.43778,-0.20221,-0.58737,-0.63584,-0.57646,-0.99466,-0.86531,-0.77298,-0.93234,-0.24188,0.44011,-0.01775,-0.49911,-0.67627,-0.66713,-0.9278,-0.8262,-0.76363,-0.58804,-0.63244,-0.32694,-0.25525,-0.33907,-0.38479,-0.42894
26,2,E7,4,-0.99983,-0.78645,-0.95834,-0.88239,-0.92455,-0.71732,-0.61198,-0.56641,-0.90846,-0.77888,-0.67888,-0.6702,-0.69205,-0.75181,-0.59713,-0.38376,-0.5112,-0.82325,-0.47756,-0.81091,-0.99983,-0.74782,-0.96828,-0.43394,-0.83857,-0.86943,-0.44981,-0.63524,-0.6664,-0.5111,-0.092349,-0.36307,-0.24437,-0.89905,-0.65467,-0.50721,-0.74664,-0.67209,-0.32904,-0.45697,-0.99992,-0.83402,-0.92789,-0.98355,-0.97743,0.27179,-0.89327,-0.8696,-0.81809,-0.7873,-0.9205,-0.93138,-0.90885,-0.73411,-0.65672,0.13399,-0.40774,-0.71459,-0.049617,-0.37657
27,2,E7,5,-0.99587,-0.54793,-0.98164,-0.75919,-0.94093,-0.90406,-0.46679,-0.46235,-0.85755,-0.52058,-0.22346,-0.72414,-0.7681,-0.56935,-0.3523,-0.77782,-0.60051,-0.2832,-0.55604,-0.50932,-0.99587,-0.9279,-0.81472,-0.92595,-0.84815,-0.88018,-0.64061,-0.74924,-0.73168,-0.36933,-0.17689,-0.60012,0.71374,-0.45863,-0.82456,-0.53317,0.42398,0.7384,0.42482,0.15042,-0.99511,-0.66114,-0.8309,-0.93199,-0.96499,-0.70401,-0.7795,-0.89991,-0.91157,-0.72533,-0.97155,-0.83373,-0.63178,-0.28697,-0.57679,-0.92196,0.0032548,0.67551,-0.4906,-0.37775
28,2,E7,6,-0.81767,-0.55646,-0.70837,-0.14308,-0.55549,-0.79432,-0.65864,-0.51244,-0.54399,-0.78878,-0.39765,-0.68525,-0.71014,-0.71727,-0.62187,-0.49267,-0.73916,-0.4444,-0.46415,-0.2332,-0.81767,-0.31246,-0.71036,-0.61602,-0.65823,-0.76756,-0.42708,-0.3167,-0.6259,-0.71193,-0.75406,-0.64963,-0.51323,-0.38101,-0.52073,0.76023,0.26782,-0.079966,-0.62911,-0.42116,-0.94776,-0.93166,-0.97667,-0.95304,-0.81489,0.22741,-0.72197,-0.79421,-0.50205,-0.90035,-0.98061,-0.80901,-0.86359,-0.43273,-0.70226,-0.68174,-0.58559,0.14451,-0.40839,-0.6798
29,2,E7,7,-0.99597,-0.91468,-0.97966,-0.94073,-0.95492,-0.92498,-0.89691,-0.87318,-0.94183,-0.95166,-0.76369,-0.91094,-0.96822,-0.99002,-1,-0.95223,-0.93361,-1,-1,-0.98967,-0.99597,-0.9968,-0.99647,-0.98486,-0.97703,-0.96336,-0.97354,-0.96905,-0.82279,-0.87479,-0.91733,-0.97753,-0.9106,-0.83617,-0.95187,-0.68078,-0.8602,-0.91748,-0.72405,-0.79519,-0.99914,-0.82176,-0.9841,-0.99016,-0.92249,-0.84909,-0.96001,-0.95892,-0.80313,-0.96455,-0.99368,-0.90274,-0.99419,-0.90171,-1,-1,-0.79427,-0.72323,-0.85901,-0.87711
30,2,E7,8,-0.99058,-0.89666,-0.9857,-0.92057,-0.93949,-0.91865,-0.91048,-0.9802,-0.96509,-0.82648,-0.8049,-0.88347,-0.93038,-0.96304,-0.90833,-0.89129,-0.94912,-0.84616,-0.9075,-0.95379,-0.99058,-0.9853,-0.99719,-0.9909,-0.97203,-0.993,-0.94858,-0.96593,-0.97407,-0.93326,-0.96723,-0.96617,-0.82172,-0.88249,-0.89153,-0.91337,-0.89205,-0.82739,-0.84175,-0.79421,-0.98691,-0.95787,-0.97626,-0.95241,-0.93549,-0.32873,-0.89201,-0.81373,-0.91386,-0.89561,-0.9772,-0.95718,-0.94594,-0.80027,-0.91085,-0.86453,-0.77568,-0.92486,-0.72722,-0.86417
31,2,E7,9,-1,-0.92483,-0.97436,-0.87961,-0.92847,-0.9274,-0.94784,-0.96725,-0.97656,-0.9628,-0.95498,-0.87574,-0.94854,-0.96684,-0.87826,-1,-0.97538,-0.93625,-0.92425,-0.92842,-1,-0.97705,-0.99509,-0.99222,-0.98313,-0.96981,-0.96984,-1,-0.98753,-0.89175,-0.97372,-0.93746,-0.97526,-0.85293,-0.91469,-0.94215,-0.91662,-0.94245,-0.96216,-0.89444,-1,-0.98701,-0.94135,-0.95757,-0.95618,-0.81346,-0.37567,-0.89855,-0.96756,-0.98563,-0.97452,-0.97513,-0.96452,-0.97215,-0.83923,-0.97106,-0.78039,-0.9565,-0.74629,-0.63507
32,2,E7,10,-0.97307,-0.8822,-0.97572,-0.89009,-0.95966,-0.90333,-0.97112,-0.94583,-0.96257,-0.85424,-0.94966,-0.94342,-0.98234,-0.97197,-0.82986,-0.99816,-0.92649,-0.92823,-0.91911,-0.96262,-0.97307,-0.97737,-0.99012,-0.99185,-0.99261,-0.99019,-0.9938,-0.98786,-0.96995,-0.99077,-0.97225,-0.98957,-0.9449,-0.81959,-0.96831,-0.94821,-0.96268,-0.87359,-0.89666,-0.94937,-0.92241,-0.91348,-0.98012,-0.98441,-0.99185,-0.93293,-0.76,-0.93304,-0.95149,-0.89674,-0.98898,-0.93594,-0.95362,-0.97018,-0.93955,-0.9497,-0.85606,-0.83086,-0.87506,-0.92779
33,2,E7,11,-0.92954,-0.86725,-0.92181,-0.91239,-0.93242,-0.89742,-0.92188,-0.9403,-0.96119,-0.90795,-0.77842,-0.92687,-0.90824,-0.8728,-0.85618,-0.81707,-0.94499,-0.81817,-0.83906,-0.92623,-0.92954,-0.95422,-0.99777,-0.98858,-0.99005,-0.99086,-0.99018,-0.96949,-1,-0.99889,-0.95717,-0.99217,-0.9842,-0.93149,-0.93503,-0.98085,-0.86144,-0.9218,-0.96346,-0.86576,-0.84823,-0.89972,-0.85592,-0.91487,-0.92566,-0.70999,-0.78621,-0.86163,-0.91048,-0.8679,-0.96835,-0.9307,-0.92413,-0.93989,-0.87448,-0.96273,-0.83535,-0.93625,-0.88016,-0.88639
34,2,E7,12,-0.93443,-0.8528,-0.91725,-0.86138,-0.94464,-0.8981,-0.9965,-0.90189,-0.91862,-0.82041,-0.9308,-0.93111,-0.93787,-0.93022,-0.95784,-0.99201,-0.88259,-0.92661,-0.95851,-0.97847,-0.93443,-0.95029,-0.99722,-0.98774,-0.98906,-0.98667,-0.94812,-0.99456,-0.96709,-0.96422,-0.93762,-0.99785,-0.98785,-0.96479,-0.97492,-0.92435,-0.9615,-0.9706,-0.96979,-0.90946,-0.81706,-0.75613,-0.84627,-0.90489,-0.93809,-0.54834,-0.70951,-0.94784,-0.92746,-0.87691,-0.96694,-0.87858,-0.91694,-0.95901,-0.8092,-0.95776,-0.93279,-0.85441,-0.71418,-0.59947
35,2,E7,13,-0.91689,-0.829,-0.96277,-0.87921,-0.87345,-0.88432,-0.89431,-0.88592,-0.97708,-0.96462,-0.88639,-0.93273,-0.95018,-0.92491,-0.8607,-0.98477,-0.87942,-0.9322,-0.96702,-0.93464,-0.91689,-0.94235,-0.9821,-0.99062,-0.97944,-0.99273,-0.98833,-0.98507,-0.97994,-0.97093,-0.98942,-0.96618,-0.96866,-0.97219,-0.99722,-0.97299,-0.96666,-0.96253,-0.9574,-0.84885,-0.91423,-0.93834,-0.97046,-0.96788,-0.93005,-0.83966,-0.95316,-0.92539,-0.92911,-0.9734,-0.98602,-0.78259,-0.90982,-0.96964,-0.76865,-0.89639,-0.84802,-0.91939,-0.9245,-0.72702
36,2,E7,14,-0.93942,-0.82668,-0.94122,-0.92387,-0.94218,-0.93004,-0.85901,-0.86604,-0.89962,-0.86425,-0.93358,-0.94406,-0.94892,-0.9642,-0.87313,-0.92688,-0.93519,-0.90438,-0.92093,-0.85025,-0.93942,-0.94157,-0.99451,-0.98425,-0.98755,-0.99393,-0.97968,-0.98005,-0.9757,-0.97148,-0.98005,-0.98898,-0.98536,-0.93243,-0.99192,-0.95261,-1,-0.99068,-0.99589,-0.94248,-0.82716,-0.87831,-0.9022,-0.97905,-0.86444,-0.76208,-0.91642,-0.91426,-0.94741,-0.95546,-0.98143,-0.97144,-0.9529,-0.80812,-0.80578,-0.92126,-0.89644,-0.83185,-0.93828,-0.82159
37,2,E7,15,-0.8795,-0.73694,-0.88243,-0.79643,-0.87379,-0.85521,-0.85561,-0.92985,-0.93684,-0.84746,-0.84486,-0.90995,-0.90724,-0.89676,-0.88431,-0.9321,-0.92717,-0.81291,-0.90033,-0.84933,-0.8795,-0.91147,-0.98485,-0.98404,-0.97969,-0.99069,-0.97472,-0.96874,-0.94127,-0.99206,-0.96843,-0.96853,-0.97465,-1,-0.95076,-0.98925,-0.92906,-0.97175,-0.94817,-0.94676,-0.89001,-0.8805,-0.89396,-0.95056,-0.97394,-0.7631,-0.91996,-0.90273,-0.95169,-0.97231,-0.98189,-0.96329,-0.99051,-0.81668,-0.92697,-0.6843,-0.95775,-0.89348,-0.9698,-0.65883
